   locus    deme        mean         std  mean_all_1   std_all_1  mean_all_2   std_all_2
     276       3    0.750265    1.452996    0.558792    0.794229    0.900709    1.795251
     276       4    0.828907    1.616339    0.837467    1.732080    0.820415    1.492630
     277       1    0.797275    1.363611    0.643985    1.145253    0.945144    1.530804
     277       2    0.790436    1.633934    0.993170    2.055008    0.532410    0.757563
     277       3    0.819608    1.409005    0.842647    1.422324    0.794348    1.393818
     277       4    0.801721    1.248201    0.795929    1.309712    0.807653    1.181852
     278       1    0.649546    1.156970    0.708526    1.251402    0.579184    1.028670
     278       2    0.702324    1.476092    0.542079    0.780474    0.832377    1.847988
     278       3    0.639944    1.077960    0.594411    0.911182    0.680647    1.206254
     278       4    0.679447    1.325605    0.632331    1.063665    0.723640    1.529781
     279       1    0.771468    1.411196    0.963476    1.691028    0.546068    0.937185
     279       2    0.678961    1.290692    0.534957    0.910966    0.815667    1.556010
     279       3    0.721815    1.183271    0.825152    1.371913    0.615117    0.938099
     279       4    0.740727    1.261438    0.721737    1.243685    0.756581    1.275854
     280       1    0.663278    1.160851    0.568560    1.041442    0.765479    1.269330
     280       2    0.667517    1.133707    0.705941    1.146659    0.626716    1.118345
     280       3    0.645415    0.999263    0.577199    0.863575    0.707881    1.105361
     280       4    0.722161    1.397879    0.631294    1.001547    0.802096    1.666428
     281       1    1.392420    2.680402    0.485102    0.681310    1.927578    3.221249
     281       2    0.935903    1.646506    1.113528    1.985671    0.730716    1.099714
     281       3    1.032901    2.009824    1.305457    2.351145    0.627457    1.245103
     281       4    0.875234    1.503759    0.741300    1.127501    0.997879    1.770989
     282       1    0.631875    1.021061    0.595999    0.913090    0.668185    1.118614
     282       2    0.687602    1.212797    0.811746    1.490175    0.553112    0.789852
     282       3    0.646549    1.095527    0.604034    1.002550    0.689576    1.180647
     282       4    0.613808    1.047188    0.636269    1.060323    0.589957    1.032522
     283       1    0.683009    1.203723    0.771696    1.385430    0.590332    0.969799
     283       2    0.691437    1.173619    0.652118    1.058845    0.731072    1.277708
     283       3    0.649594    1.143514    0.621320    1.166749    0.676758    1.120065
     283       4    0.694566    1.361522    0.577916    0.983781    0.805304    1.633884
     284       1    0.886055    1.576979    0.574219    0.891251    1.109100    1.891605
     284       2    0.737975    1.337159    0.828125    1.477402    0.627792    1.132907
     284       3    0.789937    1.664131    0.555108    0.757066    0.969268    2.090985
     284       4    0.794203    1.249739    0.832082    1.300892    0.750093    1.185874
     285       1    0.696549    1.168122    0.839086    1.416697    0.535816    0.768909
     285       2    0.683339    1.065354    0.627014    1.000252    0.737455    1.121696
     285       3    0.799614    1.521416    0.549349    0.860588    1.014526    1.888509
     285       4    0.774367    1.367332    0.811621    1.483232    0.733520    1.226444
     286       1    0.716913    1.199148    0.710386    1.167842    0.725121    1.237337
     286       2    0.632059    1.020354    0.648020    0.969881    0.614629    1.072493
     286       3    0.700974    1.097893    0.504309    0.713157    0.867160    1.316760
     286       4    0.761847    1.492717    0.693677    1.485637    0.822787    1.496391
     287       1    0.756721    1.183294    0.851043    1.280882    0.639559    1.037643
     287       2    0.804366    1.412221    0.947122    1.747100    0.624145    0.774924
     287       3    0.736176    1.139763    0.818947    1.186070    0.654719    1.086137
     287       4    0.894524    1.678075    0.573707    0.901047    1.143542    2.056593
     288       1    0.836421    1.418109    0.882549    1.453269    0.791388    1.381437
     288       2    0.755255    1.166816    0.672706    0.978277    0.843969    1.334507
     288       3    0.783622    1.350401    0.835559    1.517720    0.722161    1.117455
     288       4    0.736787    1.205122    0.828584    1.359491    0.640476    1.009372
     289       1    0.900118    1.648101    1.139777    1.960373    0.560891    0.961710
     289       2    0.871509    1.496389    0.544750    0.755211    1.124109    1.839274
     289       3    0.833200    1.287694    0.817227    1.265207    0.850714    1.311683
     289       4    0.754818    1.111295    0.691607    1.023291    0.821138    1.193096
     290       1    0.726484    1.220466    0.560205    0.875036    0.877530    1.448844
     290       2    0.800282    1.439629    0.984866    1.790045    0.597083    0.864803
     290       3    0.692899    1.146994    0.736815    1.288707    0.640718    0.948924
     290       4    0.793424    1.266090    0.628705    0.921760    0.936590    1.487844
     291       1    0.749350    1.270269    0.853290    1.506572    0.624348    0.892086
     291       2    0.740147    1.126581    0.757704    1.191169    0.724069    1.063749
     291       3    0.879763    1.684947    1.019610    1.939278    0.713600    1.301150
     291       4    0.776698    1.331090    0.754172    1.424843    0.798169    1.234744
     292       1    0.737701    1.272396    0.796697    1.438061    0.679642    1.081801
     292       2    0.761597    1.445663    0.856734    1.708005    0.662577    1.099822
     292       3    0.706031    1.210937    0.699604    1.252527    0.711686    1.173102
     292       4    0.754275    1.530980    0.808769    1.732530    0.697101    1.283514
     293       1    0.732461    1.158086    0.811727    1.304310    0.640157    0.951859
     293       2    0.733497    1.274932    0.708792    1.078843    0.761244    1.463687
     293       3    0.902996    1.806521    1.120398    2.191201    0.591440    0.945964
     293       4    0.905888    1.759888    0.551729    0.918157    1.176349    2.156323
     294       1    0.698962    1.087417    0.673534    1.064272    0.722246    1.107676
     294       2    0.664037    1.050667    0.747520    1.213439    0.567212    0.811792
     294       3    0.698976    1.070860    0.714470    1.049748    0.684616    1.089864
     294       4    0.714042    1.060079    0.557090    0.790108    0.848822    1.230196
     295       1    0.772170    1.284536    0.670485    1.122296    0.858792    1.402269
     295       2    0.772806    1.174316    0.888751    1.263860    0.642060    1.049079
     295       3    0.884256    1.750776    0.558736    0.821932    1.143153    2.194191
     295       4    0.790436    1.349544    0.883868    1.522272    0.691224    1.129348
     296       1    0.820110    1.413258    0.983552    1.721540    0.609542    0.820671
     296       2    0.835756    1.561316    0.957461    1.918099    0.705482    1.037353
     296       3    0.850090    1.423691    0.963738    1.580228    0.726972    1.219973
     296       4    0.864766    1.456644    0.603796    0.929642    1.064060    1.729294
     297       1    0.649920    1.017467    0.669764    1.046903    0.628423    0.984133
     297       2    0.696989    1.203197    0.652881    1.027295    0.736419    1.339822
     297       3    0.707731    1.312490    0.782614    1.512241    0.617309    1.013094
     297       4    0.701489    1.189039    0.755457    1.339053    0.649429    1.021008
     298       1    0.753428    1.133505    0.735000    1.173038    0.768627    1.099597
     298       2    0.791638    1.208340    0.816336    1.233743    0.763899    1.178539
     298       3    0.847890    1.432871    0.765026    1.194030    0.919336    1.607186
     298       4    0.735710    1.078778    0.758931    1.131330    0.706158    1.007166
     299       1    0.794022    1.477761    0.992276    1.791015    0.537566    0.861739
     299       2    0.684324    1.143057    0.562263    0.985391    0.798358    1.262209
     299       3    0.715089    1.165762    0.734220    1.181846    0.696634    1.149733
     299       4    0.649832    1.045023    0.568335    0.875285    0.730035    1.183166
     300       1    0.759693    1.192872    0.555061    0.920119    0.933309    1.358765
     300       2    0.712203    1.204701    0.726522    1.293345    0.696566    1.099553
     300       3    0.742632    1.361920    0.909063    1.677282    0.563053    0.870932
     300       4    0.684579    1.103437    0.714384    1.157757    0.654294    1.044482
     301       1    0.817126    1.385323    1.069449    1.698053    0.513671    0.768635
     301       2    0.765267    1.313664    0.598727    0.910826    0.910016    1.568285
     301       3    0.724342    1.246814    0.604903    1.037894    0.830686    1.398400
     301       4    0.768353    1.280508    0.896133    1.465543    0.631579    1.029384
     302       1    1.025909    2.316119    0.498420    0.742722    1.422219    2.934996
     302       2    0.754421    1.402610    0.900940    1.650986    0.600696    1.060859
     302       3    0.699788    1.125698    0.750113    1.244659    0.645051    0.977108
     302       4    0.782159    1.480476    0.808279    1.553999    0.751985    1.390104
     303       1    0.880195    1.801277    1.158203    2.240374    0.532059    0.896814
     303       2    0.663171    1.081562    0.728605    1.194683    0.593690    0.941798
     303       3    0.713916    1.222047    0.734983    1.250553    0.691456    1.190494
     303       4    0.912683    1.790240    0.506544    0.804608    1.233090    2.233799
     304       1    0.749612    1.281961    0.561255    0.875947    0.918668    1.539275
     304       2    0.743218    1.149624    0.814485    1.292322    0.666628    0.967380
     304       3    0.755843    1.237387    0.768981    1.309380    0.742333    1.158537
     304       4    0.741444    1.238846    0.640386    1.155356    0.831784    1.302359
     305       1    0.728053    1.188453    0.802777    1.305237    0.649025    1.045118
     305       2    0.766903    1.417429    0.570510    1.030953    0.928891    1.652733
     305       3    0.665233    1.156355    0.598013    0.914920    0.729046    1.342955
     305       4    0.665134    1.119839    0.734239    1.188992    0.594633    1.039861
     306       1    0.741345    1.401521    0.891342    1.697123    0.558756    0.887997
     306       2    0.686951    1.118362    0.568213    0.982843    0.798772    1.221932
     306       3    0.608153    0.972036    0.617512    1.027386    0.598757    0.912998
     306       4    0.666683    1.023190    0.691668    1.033582    0.642773    1.012568
     307       1    0.999674    1.809457    0.455572    0.643473    1.338854    2.181158
     307       2    0.837226    1.451413    0.914251    1.654950    0.747530    1.164206
     307       3    0.895399    1.820260    1.214437    2.312249    0.511711    0.773670
     307       4    0.745321    1.212974    0.781586    1.267328    0.709632    1.155882
     308       1    0.626713    0.943113    0.603527    0.926645    0.648901    0.958081
     308       2    0.682427    1.074299    0.705623    1.078817    0.660229    1.069486
     308       3    0.661133    1.054482    0.666589    1.085511    0.655633    1.022221
     308       4    0.689285    1.230637    0.759619    1.416891    0.618669    1.004702
     309       1    0.763619    1.213572    0.759177    1.178644    0.768169    1.248320
     309       2    0.773281    1.399012    0.948098    1.733803    0.569707    0.811682
     309       3    0.732410    1.235531    0.719808    1.239134    0.745845    1.231537
     309       4    0.766626    1.215562    0.693835    1.178016    0.828384    1.243193
     310       1    0.654744    1.050393    0.489959    0.670553    0.788482    1.262509
     310       2    0.645081    1.004320    0.670938    1.073575    0.619327    0.929515
     310       3    0.669699    1.035242    0.697372    1.106483    0.642464    0.959204
     310       4    0.643678    0.966960    0.628473    0.961081    0.658822    0.972544
     311       1    0.675892    1.178801    0.786863    1.254131    0.567985    1.089835
     311       2    0.733486    1.264598    0.638265    1.148929    0.820680    1.356076
     311       3    0.778572    1.464871    0.997737    1.806305    0.512858    0.814187
     311       4    0.694550    1.189719    0.634118    0.944480    0.755223    1.390529
     312       1    0.707203    1.097447    0.627405    1.033406    0.784180    1.150633
     312       2    0.742435    1.238443    0.862036    1.393397    0.606478    1.017552
     312       3    0.893391    1.865375    0.517111    0.815367    1.174944    2.323917
     312       4    0.722913    1.220647    0.780714    1.312794    0.655873    1.100384
     313       1    0.861248    1.594016    0.567908    0.786783    1.110126    2.009104
     313       2    0.806420    1.254728    0.949980    1.476138    0.623708    0.863239
     313       3    0.852832    1.432715    1.008105    1.716920    0.668338    0.962492
     313       4    0.870742    1.507993    0.661245    1.004617    1.058772    1.826058
     314       1    0.780577    1.293377    0.926606    1.475852    0.574730    0.942379
     314       2    0.662319    1.010605    0.654546    0.935531    0.669129    1.072024
     314       3    0.759250    1.301802    0.750026    1.266850    0.768890    1.337282
     314       4    0.689220    1.135121    0.561056    0.797796    0.802876    1.356179
     315       1    0.724429    1.168638    0.811197    1.282418    0.619233    1.003696
     315       2    0.715594    1.239841    0.600925    0.945150    0.810941    1.432683
     315       3    0.724349    1.257827    0.701873    1.200094    0.747836    1.315043
     315       4    0.787924    1.366361    0.714802    1.065625    0.857619    1.598153
     316       1    0.685403    1.014495    0.618634    0.962114    0.742741    1.054037
     316       2    0.721478    1.260083    0.625630    1.024904    0.807505    1.433347
     316       3    0.695802    1.081209    0.756529    1.191552    0.627046    0.936041
     316       4    0.721169    1.126900    0.747791    1.154217    0.694116    1.097786
     317       1    0.912875    1.902853    1.233286    2.423444    0.525976    0.792223
     317       2    0.771209    1.403336    0.675679    1.037823    0.861536    1.672194
     317       3    0.837018    1.604119    1.008712    2.029091    0.655433    0.935992
     317       4    0.952359    1.955193    0.586145    0.969162    1.224148    2.406117
     318       1    0.688221    1.136088    0.601932    0.919750    0.771459    1.305992
     318       2    0.645197    1.080367    0.712205    1.233795    0.569634    0.869505
     318       3    0.698856    1.215141    0.724153    1.363067    0.673961    1.048802
     318       4    0.722023    1.215102    0.873402    1.390186    0.567585    0.981775
     319       1    0.685764    1.079088    0.725519    1.160629    0.648473    0.995114
     319       2    0.724559    1.128154    0.589172    0.872671    0.840354    1.296475
     319       3    0.695169    1.178749    0.795396    1.405395    0.578923    0.827642
     319       4    0.773622    1.303803    0.671828    1.056827    0.874203    1.501870
     320       1    0.777557    1.272216    0.681550    1.017525    0.862696    1.456114
     320       2    0.927680    1.830428    0.780107    1.391470    1.067774    2.157028
     320       3    0.825797    1.412978    0.728357    1.154711    0.925603    1.629749
     320       4    0.878482    1.660356    1.031201    1.996819    0.683322    1.056608
     321       1    0.824938    1.461956    0.947603    1.763602    0.692584    1.026509
     321       2    0.808352    1.507575    0.755857    1.412653    0.856616    1.588322
     321       3    0.825346    1.425641    0.897525    1.711652    0.747464    1.025952
     321       4    0.752487    1.275792    0.796944    1.419893    0.703349    1.092568
     322       1    0.784818    1.222838    0.725767    1.122412    0.832742    1.296672
     322       2    0.756588    1.233916    0.856237    1.373626    0.646891    1.048116
     322       3    0.890554    1.607262    1.076556    1.956741    0.665956    0.993514
     322       4    0.873557    1.713143    0.507937    0.696261    1.178799    2.185307
     323       1    0.764319    1.375930    0.685802    1.074676    0.836505    1.600326
     323       2    0.793340    1.395639    0.874613    1.617981    0.698317    1.071274
     323       3    0.796823    1.321368    0.952976    1.583794    0.620735    0.909831
     323       4    0.770827    1.313128    0.694707    0.995343    0.844255    1.555950
     324       1    0.812472    1.535635    0.892775    1.744065    0.718583    1.242003
     324       2    0.892646    1.680097    1.085262    2.039915    0.681455    1.126870
     324       3    0.807807    1.389516    0.721082    1.127797    0.880210    1.571389
     324       4    0.907837    2.170132    0.992969    2.734607    0.828938    1.459672
     325       1    0.733014    1.297674    0.805584    1.455099    0.649855    1.083705
     325       2    0.708893    1.200329    0.589902    0.849805    0.818730    1.441874
     325       3    0.696351    1.075266    0.756189    1.086170    0.636752    1.060945
     325       4    0.740100    1.269020    0.818234    1.360444    0.649477    1.147301
     326       1    0.708688    1.062569    0.710926    1.096340    0.706349    1.026087
     326       2    0.747561    1.201887    0.683293    0.954356    0.801651    1.373802
     326       3    0.735066    1.146669    0.784089    1.234329    0.688898    1.055413
     326       4    0.823610    1.447523    0.693032    1.222915    0.932186    1.602527
     327       1    0.718307    1.157447    0.781328    1.310303    0.653755    0.972149
     327       2    0.716335    1.202881    0.743346    1.311035    0.689107    1.082298
     327       3    0.721394    1.232280    0.570708    0.831934    0.837408    1.457336
     327       4    0.692337    1.359913    0.775479    1.596920    0.604404    1.045539
     328       1    0.598341    0.976989    0.640408    1.032004    0.554732    0.914435
     328       2    0.684358    1.319299    0.473352    0.741858    0.863381    1.637230
     328       3    0.690244    1.255387    0.753534    1.448316    0.632520    1.045594
     328       4    0.654913    1.103227    0.770737    1.298095    0.522187    0.804922
     329       1    0.712409    1.141408    0.680257    1.209389    0.745211    1.066605
     329       2    0.769217    1.353773    0.908789    1.621077    0.604710    0.919473
     329       3    0.693421    1.097207    0.639049    1.051215    0.743610    1.135705
     329       4    0.691506    1.107245    0.701818    1.156887    0.681069    1.054525
     330       1    0.816318    1.480463    0.892912    1.636596    0.728900    1.273570
     330       2    0.856056    1.657309    1.014074    2.030670    0.694199    1.133359
     330       3    0.884654    1.704798    0.664864    1.234876    1.063035    1.989085
     330       4    0.854400    1.612359    0.978369    1.878397    0.709456    1.214464
     331       1    0.704602    1.212795    0.768199    1.370737    0.639719    1.022861
     331       2    0.676280    1.043165    0.657784    1.002158    0.693353    1.079355
     331       3    0.676581    1.149404    0.729828    1.279838    0.621601    0.993992
     331       4    0.713050    1.174985    0.754189    1.242239    0.667762    1.094401
     332       1    0.749084    1.403207    0.792517    1.576912    0.703149    1.190547
     332       2    0.795203    1.503540    0.993530    1.865187    0.564250    0.861854
     332       3    0.680380    1.117023    0.778937    1.287540    0.579023    0.897673
     332       4    0.824388    1.851487    0.633276    1.047779    0.999392    2.344714
     333       1    0.679637    1.052251    0.677135    1.071931    0.682079    1.032670
     333       2    0.696125    1.183335    0.676218    1.022188    0.714648    1.315402
     333       3    0.674994    1.105749    0.734805    1.230260    0.615659    0.962846
     333       4    0.715593    1.277665    0.834393    1.479246    0.575569    0.970135
     334       1    0.734357    1.240354    0.772176    1.339191    0.689602    1.110437
     334       2    0.770586    1.327134    0.674256    1.034937    0.854313    1.531696
     334       3    0.695366    1.157513    0.705771    1.119223    0.684273    1.196888
     334       4    0.773380    1.254034    0.883144    1.415822    0.653030    1.035038
     335       1    0.810003    1.431274    0.535414    0.772156    1.032858    1.765328
     335       2    0.808220    1.383571    0.967330    1.698780    0.617638    0.826959
     335       3    0.788281    1.331648    0.680515    1.014587    0.878978    1.543168
     335       4    0.753276    1.352918    0.652549    0.988394    0.837368    1.589770
     336       1    0.741735    1.280521    0.874426    1.544414    0.600270    0.897877
     336       2    0.762624    1.409274    0.706570    1.191255    0.816050    1.587637
     336       3    0.727787    1.152866    0.751611    1.140409    0.704248    1.164565
     336       4    0.729144    1.127480    0.706107    1.020353    0.752090    1.224470
     337       1    0.631938    1.014954    0.629829    0.890161    0.634031    1.125156
     337       2    0.641892    1.103938    0.733313    1.354443    0.553351    0.778657
     337       3    0.701461    1.104745    0.821704    1.264435    0.566952    0.873484
     337       4    0.669348    1.204222    0.564578    0.789389    0.757524    1.459167
     338       1    0.679077    0.980847    0.731534    1.094117    0.625560    0.846528
     338       2    0.738873    1.293307    0.824510    1.417945    0.646099    1.135785
     338       3    0.722304    1.211825    0.823582    1.380775    0.613025    0.986349
     338       4    0.757086    1.263999    0.790722    1.352321    0.726038    1.175747
     339       1    0.632363    0.984917    0.647759    1.039169    0.617029    0.927480
     339       2    0.607750    1.012081    0.547401    0.935763    0.659159    1.070137
     339       3    0.646494    1.121668    0.613842    1.003394    0.676755    1.220317
     339       4    0.687193    1.098158    0.721979    1.100746    0.645861    1.093638
     340       1    0.784456    1.496603    0.469822    0.769931    1.002197    1.806577
     340       2    0.686645    1.217003    0.683219    1.182577    0.690417    1.253798
     340       3    0.777334    1.342112    0.854793    1.439051    0.692064    1.220900
     340       4    0.690066    1.267742    0.770474    1.197878    0.601551    1.334858
     341       1    0.696805    1.067314    0.718268    1.063423    0.674644    1.070865
     341       2    0.789799    1.640203    0.997843    2.130468    0.554253    0.701978
     341       3    0.728978    1.258659    0.655789    1.045318    0.797081    1.425472
     341       4    0.784694    1.327606    0.716681    1.143097    0.851628    1.483960
     342       1    0.772581    1.382269    0.932938    1.635244    0.576588    0.952804
     342       2    0.792826    1.361671    0.582829    1.036890    0.975348    1.568307
     342       3    0.801824    1.373045    0.601491    0.957089    0.963103    1.614688
     342       4    0.760369    1.203314    0.802828    1.296549    0.712682    1.087148
     343       1    0.701570    1.232917    0.814848    1.467528    0.593601    0.944638
     343       2    0.744294    1.362097    0.642077    0.968152    0.846511    1.659036
     343       3    0.763542    1.209469    0.856965    1.359575    0.666306    1.021227
     343       4    0.738558    1.340981    0.717159    1.261978    0.760563    1.417306
     344       1    0.724325    1.146671    0.729355    1.126469    0.720057    1.163520
     344       2    0.732721    1.353457    0.928528    1.709166    0.526461    0.775468
     344       3    0.749255    1.289769    0.883505    1.514794    0.603235    0.967546
     344       4    0.705683    1.230674    0.600425    0.841023    0.808857    1.511393
     345       1    0.800201    1.362596    0.503210    0.699060    1.020616    1.660688
     345       2    0.815456    1.436171    0.961926    1.622618    0.648286    1.165871
     345       3    0.792325    1.333922    0.830486    1.344777    0.754010    1.321825
     345       4    0.863325    1.770914    0.907730    1.759003    0.820318    1.781319
     346       1    0.586501    0.930753    0.581073    0.942894    0.592084    0.918066
     346       2    0.624971    1.178735    0.605058    1.159761    0.645124    1.197295
     346       3    0.584862    1.102258    0.639071    1.314228    0.538124    0.876710
     346       4    0.686479    1.306653    0.704566    1.304349    0.669032    1.308634
     347       1    0.862765    1.471251    0.908924    1.720583    0.813553    1.145183
     347       2    0.835659    1.498002    0.863138    1.807525    0.806944    1.083155
     347       3    0.887111    1.538911    0.599709    0.871827    1.117550    1.881049
     347       4    0.928128    1.655830    0.953465    1.724120    0.902176    1.582409
     348       1    0.741783    1.099284    0.701323    1.057294    0.776248    1.132688
     348       2    0.741393    1.211903    0.794885    1.371936    0.685044    1.013383
     348       3    0.880104    1.635254    1.085317    1.899580    0.615721    1.160240
     348       4    0.813823    1.356200    0.554022    0.807480    1.033360    1.654478
     349       1    0.997990    1.796527    1.355602    2.192731    0.495957    0.759655
     349       2    0.814483    1.260401    0.736580    1.193525    0.886681    1.315245
     349       3    0.873531    1.530934    0.774586    1.364454    0.966713    1.667273
     349       4    0.935320    1.801785    0.534689    0.823356    1.233871    2.225253
     350       1    0.762756    1.233802    0.742168    1.202232    0.782458    1.262961
     350       2    0.847437    1.499450    0.842530    1.421077    0.852647    1.578399
     350       3    0.791397    1.253229    0.870559    1.419825    0.703902    1.031411
     350       4    0.793173    1.397609    0.873570    1.664891    0.700301    0.995817
     351       1    0.753567    1.449318    0.478426    0.712601    0.975070    1.809072
     351       2    0.688306    1.226407    0.758215    1.375619    0.612572    1.035584
     351       3    0.700440    1.238984    0.709219    1.226110    0.691835    1.251415
     351       4    0.660402    1.055345    0.614763    0.980649    0.703729    1.119942
     352       1    0.671925    1.281838    0.790963    1.604592    0.533863    0.726024
     352       2    0.667756    1.117793    0.679090    1.171628    0.656101    1.059453
     352       3    0.676241    1.214608    0.743347    1.251691    0.601473    1.167376
     352       4    0.728570    1.475703    0.767570    1.602576    0.690949    1.340924
     353       1    0.670035    1.006665    0.664472    1.064840    0.675444    0.946643
     353       2    0.817375    1.628717    0.525080    0.782637    1.025585    2.000450
     353       3    0.818585    1.385473    0.923087    1.561521    0.689301    1.116900
     353       4    0.675186    1.144823    0.682728    1.155874    0.667614    1.133568
     354       1    0.619019    0.899891    0.585446    0.776854    0.650009    0.999116
     354       2    0.705978    1.258888    0.524886    0.786638    0.860241    1.534911
     354       3    0.639443    1.059473    0.703133    1.213108    0.578251    0.882830
     354       4    0.676657    1.153665    0.690016    1.235360    0.663924    1.069855
     355       1    0.857772    1.527930    0.724596    1.326340    1.004966    1.711509
     355       2    1.005135    2.007603    0.558774    0.947340    1.323092    2.453404
     355       3    0.759721    1.373912    0.883820    1.579938    0.618083    1.074903
     355       4    0.851911    1.456136    1.033744    1.716107    0.660371    1.086324
     356       1    0.712134    1.240472    0.613207    0.885963    0.802722    1.487247
     356       2    0.682388    1.200974    0.819259    1.459302    0.539931    0.829019
     356       3    0.690191    1.102326    0.706864    1.077939    0.672977    1.126693
     356       4    0.693163    1.240837    0.602615    1.087325    0.787408    1.376317
     357       1    0.705489    1.140486    0.747318    1.271320    0.660175    0.977199
     357       2    0.747440    1.313388    0.763302    1.348010    0.731388    1.277192
     357       3    0.734502    1.209499    0.865074    1.393142    0.545827    0.843809
     357       4    0.832302    1.777424    0.531963    0.856616    1.048010    2.188586
     358       1    0.692945    1.110922    0.784586    1.282896    0.590841    0.869305
     358       2    0.702612    1.147887    0.703044    1.122763    0.702119    1.175906
     358       3    0.713290    1.233578    0.612697    0.964910    0.802138    1.423580
     358       4    0.752551    1.345783    0.906636    1.527422    0.574556    1.071986
     359       1    0.830256    1.408305    0.540425    0.841733    1.035018    1.668137
     359       2    0.779769    1.441297    0.866078    1.688215    0.690295    1.122743
     359       3    0.759426    1.352677    0.870969    1.557611    0.636141    1.068452
     359       4    0.729287    1.319269    0.814353    1.591749    0.648855    0.988520
     360       1    0.826843    1.585886    0.477643    0.715751    1.106833    1.986118
     360       2    0.819983    1.497113    0.945636    1.741952    0.654774    1.072652
     360       3    0.849718    1.434878    0.661877    0.991328    1.009730    1.708781
     360       4    0.822473    1.336333    1.014498    1.622226    0.592464    0.821934
     361       1    0.707251    1.255547    0.796014    1.406110    0.615601    1.070554
     361       2    0.688808    1.063709    0.745741    1.160564    0.630492    0.950837
     361       3    0.754434    1.333802    0.728297    1.418493    0.784146    1.229795
     361       4    0.672654    1.054300    0.639646    0.971412    0.700323    1.118309
     362       1    0.966108    1.799506    1.248633    2.148531    0.516702    0.846992
     362       2    0.792898    1.299847    0.711261    1.159288    0.863853    1.406842
     362       3    0.822677    1.424681    0.715256    1.231292    0.922633    1.576999
     362       4    0.822963    1.736931    0.646686    1.054352    0.986333    2.174215
     363       1    0.836065    1.396768    1.010755    1.730136    0.646057    0.864787
     363       2    0.844927    1.536139    0.535776    0.779585    1.070640    1.875664
     363       3    0.779908    1.276500    0.697085    1.192913    0.856666    1.344805
     363       4    0.794903    1.337781    0.914161    1.513168    0.648554    1.066384
     364       1    0.761734    1.260025    0.602471    0.889946    0.912925    1.515275
     364       2    0.735833    1.296212    0.804288    1.474429    0.664299    1.074317
     364       3    0.744510    1.115675    0.776365    1.161169    0.712141    1.066489
     364       4    0.724526    1.285300    0.768462    1.513477    0.677686    0.983313
     365       1    0.734608    1.388686    0.916912    1.703418    0.513584    0.812050
     365       2    0.709383    1.084331    0.696478    1.126640    0.721391    1.043279
     365       3    0.640175    1.015315    0.723732    1.157975    0.550017    0.825025
     365       4    0.674166    1.254247    0.513888    0.787999    0.822709    1.552333
     366       1    0.689831    1.204191    0.762521    1.359457    0.611399    1.004355
     366       2    0.751943    1.301085    0.818212    1.462916    0.678109    1.088167
     366       3    0.816548    1.586113    0.605233    1.033243    0.989443    1.906354
     366       4    0.662881    1.080605    0.718498    1.184346    0.602143    0.950811
     367       1    0.646427    1.151587    0.749802    1.408149    0.534885    0.770431
     367       2    0.666441    1.042735    0.714011    1.157660    0.613441    0.894549
     367       3    0.616234    1.028532    0.604148    1.043876    0.629974    1.010630
     367       4    0.653480    1.145478    0.502357    0.779680    0.791866    1.384527
     368       1    0.754142    1.338202    0.526630    0.739499    0.947950    1.663963
     368       2    0.695363    1.036412    0.672266    1.028894    0.720891    1.044065
     368       3    0.781468    1.519809    0.664565    1.128804    0.878282    1.773917
     368       4    0.707672    1.140003    0.712662    1.103701    0.702602    1.175722
     369       1    0.667194    1.158061    0.590877    0.958846    0.741108    1.318499
     369       2    0.633476    1.036228    0.683484    1.063538    0.579732    1.003277
     369       3    0.656289    1.059301    0.643730    1.076346    0.668799    1.041895
     369       4    0.679115    1.288773    0.767144    1.542713    0.592483    0.968602
     370       1    0.738461    1.327074    0.673955    1.056914    0.795665    1.524896
     370       2    0.703303    1.047512    0.665568    0.925288    0.735578    1.140725
     370       3    0.639968    1.005881    0.595787    0.935247    0.684149    1.070048
     370       4    0.631690    1.007351    0.606922    0.971014    0.656360    1.041699
     371       1    0.671950    1.081480    0.758972    1.232522    0.580647    0.886915
     371       2    0.647117    0.991610    0.657266    1.054438    0.636123    0.918584
     371       3    0.713475    1.768725    0.827925    2.257170    0.589985    0.988547
     371       4    0.644107    1.062718    0.661689    1.145345    0.628763    0.984708
     372       1    0.760352    1.246997    0.805709    1.421223    0.712764    1.030942
     372       2    0.797140    1.438132    0.809598    1.471122    0.782691    1.398756
     372       3    0.876446    1.725282    1.095057    2.157075    0.620847    0.946244
     372       4    0.816300    1.439648    0.604319    0.931570    0.995427    1.737980
     373       1    0.765049    1.364245    0.809108    1.441814    0.714964    1.268472
     373       2    0.788257    1.469075    0.917769    1.778780    0.634372    0.958857
     373       3    0.777205    1.360029    0.699872    1.272897    0.853311    1.436583
     373       4    0.733400    1.217762    0.705451    1.192497    0.758184    1.239209
     374       1    1.229398    3.040348    1.704015    3.770082    0.483921    0.726724
     374       2    0.789358    1.299631    0.851767    1.334691    0.727693    1.261005
     374       3    0.867657    1.374348    0.839364    1.322197    0.896753    1.425408
     374       4    1.204319    2.611727    0.456960    0.677130    1.777383    3.308049
     375       1    0.634228    1.016004    0.537385    0.857044    0.714753    1.124967
     375       2    0.665455    1.069860    0.772475    1.243951    0.546218    0.817816
     375       3    0.685619    1.124286    0.593488    1.002610    0.769985    1.219060
     375       4    0.718908    1.220971    0.817446    1.407202    0.605079    0.949318
