   locus    deme        mean         std  mean_all_1   std_all_1  mean_all_2   std_all_2
    1446       3   23.051574   29.457136   28.023727   30.835114   15.134154   25.166959
    1447       1   16.614120   23.813878   17.948236   24.308845   15.193221   23.190896
    1447       2   17.549261   24.233435    8.343545   10.898086   22.145219   27.526748
    1447       3   14.606702   18.455938   17.476241   20.547146   10.197764   13.535585
    1448       1   21.517872   32.504902   21.753802   30.606469   21.254214   34.501164
    1448       2   22.552037   40.489932   11.817782   14.903804   29.790583   49.649656
    1448       3   19.416028   30.172151   15.249421   18.875327   23.085071   37.007073
    1449       1   21.909684   30.658740   27.143259   34.799609   13.370692   19.496350
    1449       2   14.747619   18.100956   16.165909   19.130348   12.901721   16.484497
    1449       3   20.650351   26.966914    7.820836   10.074769   26.502328   30.054948
    1450       1   21.962550   33.253598   25.093770   36.455054   18.069160   28.301263
    1450       2   16.735721   20.537890   19.155803   21.514368   13.317247   18.542990
    1450       3   27.251453   41.464850    8.206282   11.079846   35.316845   46.656235
    1451       1   20.570077   30.698756   19.625760   27.982921   21.462060   33.035027
    1451       2   18.693148   29.093814   15.590356   18.523422   21.632795   36.132462
    1451       3   21.843798   39.068002   13.265188   16.954250   28.139240   48.392286
    1452       1   22.845618   36.160987   25.237734   37.523518   20.150832   34.362892
    1452       2   22.658669   40.339000   13.937586   17.466122   29.318685   50.343774
    1452       3   23.295610   41.317805   13.844542   17.686466   30.245529   51.171493
    1453       1   19.849039   34.347941   15.896221   23.167408   23.483204   41.754302
    1453       2   18.741735   29.858901   13.988389   17.648717   22.835939   36.809894
    1453       3   18.734923   30.790986   13.927031   18.014144   22.981442   38.215197
    1454       1   18.977430   27.682921   23.480638   31.435063   12.368467   19.166633
    1454       2   13.325553   17.348058   10.475067   12.856639   15.679057   20.017913
    1454       3   15.970414   22.627623    9.089160   12.229251   20.085970   26.144390
    1455       1   18.742540   27.445772   22.978214   31.548687   11.904557   16.934868
    1455       2   13.040978   16.638138   12.184403   14.840105   13.812873   18.071366
    1455       3   15.391227   19.909341    8.407951   10.300165   19.603584   22.898160
    1456       1   19.751727   31.219135   15.442657   21.556463   23.418725   37.139654
    1456       2   16.559745   23.633166   15.132895   18.009946   17.986596   28.082435
    1456       3   16.548624   23.757968   14.925837   18.331909   18.150451   28.012642
    1457       1   16.906917   25.621347   16.020194   23.183279   17.767431   27.756476
    1457       2   17.034739   27.099189    9.458155   12.293634   22.197261   32.649692
    1457       3   14.106021   18.209209   15.393003   18.551842   12.515458   17.647429
    1458       1   22.876234   38.190501   17.287444   23.612485   27.857259   46.998441
    1458       2   22.272164   36.045691   15.068845   19.038613   27.706247   44.015285
    1458       3   20.903183   28.632463   23.198781   27.953135   17.778243   29.243919
    1459       1   21.412159   30.995840   18.749616   28.898476   23.703184   32.518996
    1459       2   16.687149   22.912874   20.673582   26.845667   10.688778   13.063428
    1459       3   25.500936   34.230316   32.044142   37.539968    7.674661    9.495221
    1460       1   22.645853   39.165210   17.074414   24.446288   27.287868   47.608860
    1460       2   22.270773   39.146181   13.362658   17.641917   29.059778   48.544202
    1460       3   20.441698   28.602132   22.640721   27.301952   17.682382   29.926666
    1461       1   16.357144   23.263314   16.206086   23.286339   16.508201   23.239285
    1461       2   12.913371   16.868507   11.213798   14.912983   14.273335   18.169107
    1461       3   15.644342   21.552732   20.062292   25.026614    8.273232   10.375389
    1462       1   23.851082   36.764611   30.190772   44.301981   15.540997   20.711284
    1462       2   17.149869   19.660060   11.723894   15.924816   20.299121   20.896376
    1462       3   31.378606   46.145795   40.628959   50.978775    7.021865    8.655240
    1463       1   20.055788   32.422839   17.262183   24.363347   22.613917   38.165960
    1463       2   17.654608   27.233134   13.899573   16.640778   20.918331   33.506101
    1463       3   17.915062   26.844533   14.066546   16.723636   21.478228   33.203531
    1464       1   17.839268   29.338655   14.848022   21.279412   20.507901   34.779278
    1464       2   16.747164   25.511207   11.468682   14.283155   21.044159   31.199490
    1464       3   15.332634   21.345450   13.635454   16.623961   16.961629   24.945532
    1465       1   17.823571   27.767003   17.212681   25.299350   18.401183   29.902106
    1465       2   17.196991   26.428022   10.459679   12.993293   21.961705   31.909040
    1465       3   14.981598   20.645312   14.690294   17.561531   15.296545   23.524935
    1466       1   18.281241   29.307943   18.366364   26.585077   18.190944   31.943404
    1466       2   17.525658   28.211763   10.319563   12.890281   22.595704   34.303597
    1466       3   15.745843   22.015374   12.576106   15.298791   18.625222   26.361426
    1467       1   20.177907   44.242104   26.234678   55.348241   11.604797   16.320292
    1467       2   13.231708   18.283020   15.196588   21.476533   10.984626   13.401322
    1467       3   13.006570   18.570421   14.686556   21.449735   11.069794   14.318232
    1468       1   19.090507   31.087149   13.270500   18.285529   23.467622   37.378197
    1468       2   15.280268   19.095076   18.505157   20.964074   10.412587   14.567758
    1468       3   14.242367   18.369241   14.325326   17.308608   14.151589   19.463313
    1469       1   16.030114   22.550198   15.234366   22.358356   16.800029   22.707744
    1469       2   15.735785   21.391510   19.945618   24.219083    7.951792   11.214987
    1469       3   13.080316   17.376183   15.109769   19.972099   10.502611   12.919412
    1470       1   22.013650   37.209950   20.557897   29.057428   23.410916   43.579067
    1470       2   22.453893   37.629090   12.539156   15.889018   29.744774   46.325846
    1470       3   20.361331   31.555981   16.678928   20.622925   24.003450   39.157850
    1471       1   22.821113   35.850869   25.004126   38.021126   20.444307   33.164644
    1471       2   22.967077   40.899427   13.144959   16.127349   30.138243   50.816321
    1471       3   22.057829   37.361180   13.481809   16.978883   28.996996   46.737292
    1472       1   21.812514   33.210414   19.463538   28.003774   24.216145   37.651617
    1472       2   19.348491   29.651679   16.379504   19.692096   22.198195   36.528613
    1472       3   22.753381   39.821590   13.578688   17.353519   29.148808   48.802160
    1473       1   17.926327   27.566968   18.620915   27.710670   17.162463   27.387733
    1473       2   17.031474   27.418351    9.553556   11.773001   22.047988   33.172634
    1473       3   15.109679   21.534998   13.993905   16.649735   16.166785   25.262486
    1474       1   16.201377   25.189077   13.959873   20.342441   18.357134   28.935155
    1474       2   13.007616   17.064950   12.823605   15.337445   13.208765   18.770300
    1474       3   13.853190   19.836293   11.239160   13.936573   16.075478   23.497263
    1475       1   46.388720   87.537597   62.002326  100.395575   10.258810   14.201926
    1475       2   18.806365   22.630253   13.052012   21.265238   22.255295   22.722222
    1475       3   18.586223   27.377586   21.375885   34.179435   15.799349   17.768174
    1476       1   23.127945   39.353985   17.680225   24.339877   27.434423   47.567846
    1476       2   22.125448   27.685528   27.028658   29.418952   14.367044   22.619181
    1476       3   22.393149   36.612574   14.267371   17.547587   28.380750   44.909182
    1477       1   22.476811   38.329640   19.545440   28.156312   25.414051   46.148253
    1477       2   22.406611   38.405946   13.414939   16.448023   29.148399   47.665931
    1477       3   20.506328   32.986166   16.212712   19.767303   24.582333   41.424276
    1478       1   21.578619   37.003500   15.344852   21.397058   26.607303   45.253246
    1478       2   19.093058   28.350014   15.386745   18.825187   22.412930   34.393061
    1478       3   18.640574   24.725135   19.628411   22.723855   17.558559   26.704019
    1479       1   53.448880   65.601041   29.991581   32.672533   65.506038   74.421859
    1479       2   30.127832   30.057125   26.469183   23.398230   33.667705   34.962075
    1479       3   96.462624   50.951782   99.172929   49.267272    8.829422   11.726372
    1480       1   20.400425   33.963788   14.946040   20.180068   24.845106   41.445027
    1480       2   17.047038   25.056143   13.949317   16.520168   20.011393   30.813233
    1480       3   16.188813   22.216284   15.918149   19.596251   16.498040   24.870511
    1481       1   20.281692   33.978075   16.591386   24.207901   23.791984   40.865505
    1481       2   19.664922   30.559839   10.385371   12.803009   25.585290   36.539943
    1481       3   17.852412   22.098543   21.675021   24.151546   11.542194   16.360405
    1482       1   15.320948   22.472668   14.081935   20.042066   16.480797   24.473916
    1482       2   11.861499   14.875969   12.926106   15.529608   10.577277   13.939294
    1482       3   12.502149   16.502303   12.377783   15.349881   12.635271   17.651710
    1483       1   20.522667   30.515220   21.683445   29.530415   19.252497   31.508679
    1483       2   23.076975   43.505533    9.503893   12.006289   30.988788   52.364135
    1483       3   16.740690   22.667974   15.259158   18.405592   18.273465   26.274387
    1484       1   16.048324   25.402379   14.911420   23.669087   17.123295   26.894701
    1484       2   12.087645   16.218408   11.220006   14.146787   12.942366   17.987031
    1484       3   12.916253   17.125408   12.062729   15.595542   13.717648   18.410721
    1485       1   65.783210   76.788697   47.350501   43.204344   78.819062   91.303199
    1485       2   64.468476   77.042298   25.210190   21.806126   80.757817   85.417733
    1485       3  167.300742   37.601760  167.300742   37.601760        -nan        -nan
    1486       1   41.713813   58.109171   52.862016   64.133608   13.117978   18.738653
    1486       2   31.117985   38.105546   10.114613   15.060526   38.091132   40.788732
    1486       3   21.890120   26.567496   14.225415   18.554223   26.498762   29.439347
    1487       1   20.889861   36.071616   14.041956   19.785299   25.925523   43.706721
    1487       2   16.429620   21.270325   17.842724   21.380077   14.679647   21.002253
    1487       3   16.772171   23.201261   14.770862   18.009473   18.861428   27.442887
    1488       1   23.784997   34.747884   26.616586   38.317324   20.331148   29.454913
    1488       2   24.195223   42.575213   12.743094   16.128872   32.608019   52.782668
    1488       3   23.290680   40.688248   13.553345   17.239451   30.291351   50.149108
    1489       1   26.657660   39.971679   22.245728   30.369014   30.404640   46.268987
    1489       2   28.388368   31.110586   35.069332   32.916289   11.668408   16.948997
    1489       3   31.691209   53.486107   11.939655   14.594245   42.396948   63.006676
    1490       1   20.182708   34.103864   18.904478   27.454663   21.366164   39.231703
    1490       2   16.631695   24.211550   14.993239   17.795713   18.337027   29.342958
    1490       3   20.914499   37.730989   11.406156   14.691087   27.293112   46.179385
    1491       1   26.747776   48.203802   13.492027   20.072823   35.196078   58.003092
    1491       2   21.106883   24.640493   26.196962   26.574601    9.215882   13.184342
    1491       3   16.066357   19.387740   17.359265   19.679756   14.492507   18.907281
    1492       1   41.646143   56.355193   27.691973   31.102183   50.271536   65.926573
    1492       2   28.866211   34.894378   19.406607   19.344938   34.863476   40.738403
    1492       3   71.574186   46.412201   75.982561   44.599425    6.559335    8.586962
    1493       1   21.665878   32.850131   20.263338   29.650803   23.079683   35.731169
    1493       2   18.926495   28.717930   15.891192   19.005373   21.572620   34.839208
    1493       3   22.579529   42.389966   12.723015   16.003215   30.137350   53.355047
    1494       1   18.470533   26.957026   18.952121   25.908140   17.957106   28.022955
    1494       2   15.199669   19.986363   16.662662   19.725690   13.228406   20.165147
    1494       3   22.691575   36.629799    9.430333   11.438983   29.630245   42.838717
    1495       1   22.108334   34.435392   17.517797   24.721465   26.130438   40.677313
    1495       2   19.835651   25.544361   21.990608   24.966145   17.117895   26.002022
    1495       3   22.299054   38.412371   14.429309   18.249808   28.358061   47.651914
    1496       1   22.521218   34.468302   25.440438   37.137538   19.252372   30.883843
    1496       2   22.898711   39.902839   13.738619   17.163154   29.738779   49.515567
    1496       3   22.419012   39.359938   13.734554   17.767752   29.010645   48.834047
    1497       1   21.058775   39.258399   13.834586   18.934633   26.486406   48.591483
    1497       2   16.046078   22.877256   14.651717   16.838631   17.464347   27.628268
    1497       3   17.234665   22.966317   18.546451   21.385369   15.598618   24.699780
    1498       1   25.395441   36.883308   30.079025   41.573567   19.476684   28.854753
    1498       2   19.638590   25.228065   20.782193   23.091704   18.240853   27.551248
    1498       3   35.054146   58.184299    9.175149   12.051549   45.805011   65.860983
    1499       1   17.901408   28.892535   14.294872   20.740542   20.976735   34.047660
    1499       2   14.362658   18.019724   16.771346   19.256351   10.981232   15.505452
    1499       3   14.112915   18.472935   13.388859   15.970523   14.834803   20.643136
    1500       1   27.094716   41.103468   35.206429   47.970177   13.546314   19.350786
    1500       2   16.131579   20.048673   19.212197   22.374313   11.619793   14.939827
    1500       3   25.257703   32.014373    8.171639   11.451604   31.221979   34.632872
    1501       1   19.421068   28.633054   22.365046   31.268508   15.635952   24.318891
    1501       2   18.219853   27.350041    9.104771   11.921036   23.470543   31.962909
    1501       3   16.420392   23.026132   12.484558   15.205316   19.679867   27.465773
    1502       1   22.689282   36.802667   18.858673   26.356104   26.267975   44.094470
    1502       2   24.112052   43.855049   12.525555   15.743277   32.562731   54.551911
    1502       3   19.985014   29.172142   19.106532   23.169629   20.990676   34.767600
    1503       1   39.807733   60.589858   19.821529   28.610263   50.092191   69.481580
    1503       2   21.888064   23.625982   23.143297   23.602246   20.296964   23.560117
    1503       3   47.529560   41.938949   54.621812   41.330621    6.701190    9.693531
    1504       1   25.875113   36.885545   32.584830   41.880302   13.842604   20.724757
    1504       2   19.793266   27.363892   10.646655   12.767524   25.501078   32.086439
    1504       3   23.987383   34.932503    9.541827   11.687727   31.248147   40.091937
    1505       1   17.163565   24.759565   18.190753   26.515465   16.070655   22.691946
    1505       2   15.816713   21.851247    8.549765   10.883627   20.066323   25.268322
    1505       3   14.886453   19.219899   18.544329   21.625538    9.110736   12.639977
    1506       1   21.195427   35.274695   19.139080   26.830654   23.194992   41.786757
    1506       2   22.417824   38.758507   12.778817   15.564432   29.419313   47.967892
    1506       3   19.269815   28.967880   16.933037   20.711123   21.448550   34.810131
    1507       1   21.876453   36.318771   18.948854   27.441953   24.608783   42.799879
    1507       2   20.933098   34.112313   13.101726   16.396649   26.727429   41.794123
    1507       3   19.104691   29.279654   16.195074   20.472728   21.847560   35.423843
    1508       1   20.952324   31.967241   20.368009   28.945740   21.525641   34.667355
    1508       2   18.343338   26.904147   17.137295   20.824082   19.567609   31.865879
    1508       3   24.027476   44.468683   12.078228   15.146289   31.675190   54.280520
    1509       1   19.264490   30.926072   17.256497   26.266730   21.161198   34.651526
    1509       2   14.857250   19.183779   15.540595   18.192437   14.034601   20.282617
    1509       3   17.777205   27.615959   10.264129   12.694219   22.965864   33.348778
    1510       1   22.548875   31.988196   27.096572   36.939531   16.262272   21.985277
    1510       2   23.277577   29.698875    8.163868   10.287994   29.191637   32.578927
    1510       3   19.089269   23.321403   23.718963   26.113672   10.434332   13.071346
    1511       1   15.859221   23.469889   14.935961   20.485086   16.709756   25.888020
    1511       2   12.106151   16.383528   11.652280   14.691924   12.562298   17.911888
    1511       3   12.337857   16.399356   11.996090   15.279395   12.680651   17.443904
    1512       1   16.643184   24.159954   18.732698   26.950555   14.157955   20.067231
    1512       2   17.092661   24.693027    7.895203   10.341876   22.061485   28.477765
    1512       3   13.472162   17.152053   15.748986   18.818832   10.597800   14.272214
    1513       1   21.038914   34.173995   15.873446   23.155733   25.321032   40.633205
    1513       2   20.404633   33.758323   12.452154   15.526780   26.640341   41.901289
    1513       3   19.522645   24.757680   23.289313   26.124999   14.028911   21.461492
    1514       1   25.837141   44.558707   18.610293   35.050631   30.710499   49.365369
    1514       2   28.346906   34.495195   34.912269   36.774582    7.470837   10.024859
    1514       3   18.014305   24.809882   21.123877   26.478656   13.590086   21.457522
    1515       1   23.499902   37.896139   26.357178   38.617422   20.195936   36.768806
    1515       2   23.047064   40.601058   13.816366   17.452316   29.765736   50.193959
    1515       3   23.177195   41.967197   13.840766   17.130355   30.483242   52.803897
    1516       1   16.629949   23.931340   14.180648   19.467948   18.775960   27.066013
    1516       2   12.477432   15.553574   11.683916   14.502697   13.285360   16.516021
    1516       3   16.716577   21.512390   20.988313   23.997886    7.814109   10.476756
    1517       1   15.873641   24.068014   15.005394   24.493128   16.681547   23.636959
    1517       2   12.787379   16.299426   12.018207   14.320305   13.500234   17.910275
    1517       3   13.920705   17.864720   16.880407   20.400705    9.522541   11.940824
    1518       1   19.011664   32.011115   14.108809   19.739615   23.268743   39.206246
    1518       2   15.632672   22.293050   13.880678   17.364266   17.324400   26.074759
    1518       3   15.884456   23.302953   14.122941   17.555324   17.717871   27.943874
    1519       1   22.126171   36.051957   19.339857   26.861465   24.690437   42.639768
    1519       2   19.343242   23.967008   23.186730   24.850061   12.916889   20.888819
    1519       3   25.262276   44.351521   11.275232   13.937762   33.189911   52.897246
    1520       1   20.964722   36.247569   18.502387   27.119566   23.441875   43.399846
    1520       2   18.672507   29.432958   15.363948   18.925686   21.800833   36.422523
    1520       3   21.093532   37.380854   12.836315   15.725504   27.555062   46.927202
    1521       1   20.520035   29.288687   19.870252   30.597599   21.074112   28.112626
    1521       2   24.332744   36.428736   31.684522   41.056113    7.441231    9.681703
    1521       3   22.397868   32.524931   28.923341   37.211448    9.134187   11.449811
    1522       1   23.222087   35.418846   26.048042   38.415452   19.937869   31.261740
    1522       2   22.733520   40.054397   13.582894   17.208885   29.366638   49.476819
    1522       3   22.058860   38.549365   13.784073   17.623443   28.150023   47.579650
    1523       1   23.306430   39.904696   17.884589   25.324364   28.162961   48.932260
    1523       2   21.964140   36.973284   13.944441   16.922128   28.045010   45.833237
    1523       3   19.784596   26.076320   22.038840   26.862645   16.950252   24.763123
    1524       1   25.474018   41.667859   13.249370   19.094529   33.248795   49.528293
    1524       2   16.978973   20.902222   18.205807   20.632531   15.430163   21.136350
    1524       3   22.374220   27.779348   28.188100   30.449149   10.326715   15.309033
    1525       1   21.458870   33.793012   20.086529   28.613082   22.773442   38.053740
    1525       2   21.266400   37.826349   11.851141   14.901805   28.289830   47.085804
    1525       3   18.788838   27.387812   16.462446   20.113293   21.108261   32.921561
    1526       1   22.549083   34.683170   29.007812   40.642894   11.492616   15.516817
    1526       2   15.122912   19.372629   11.614671   13.742827   17.821200   22.404087
    1526       3   20.085200   27.711101    8.919567   11.275809   25.528913   31.462462
    1527       1   21.811591   38.282746   16.298689   23.706686   26.545719   46.829252
    1527       2   19.183211   30.995319   15.742195   19.105342   22.459650   38.805993
    1527       3   18.389843   28.310770   16.294751   20.762855   20.364867   33.802916
    1528       1   20.507469   33.835997   17.353978   25.704952   23.380717   39.606375
    1528       2   18.992639   31.041032   14.262483   17.210086   22.953628   38.574087
    1528       3   19.089522   31.735430   14.380066   17.534378   23.215818   39.796002
    1529       1   23.196632   38.652300   16.114810   22.558564   28.909430   47.069965
    1529       2   18.857769   27.743879   15.834607   19.006040   21.557583   33.452563
    1529       3   18.668850   26.159317   18.679618   22.684803   18.656424   29.667430
    1530       1   25.014451   33.980138   22.481884   31.425452   26.923036   35.666452
    1530       2   40.194706   43.460492   46.960173   44.454785    6.326737    8.663128
    1530       3   18.046426   21.223558   17.834226   22.087406   18.242499   20.390896
    1531       1   41.807972   57.809561   53.278460   63.960825   15.107120   24.065081
    1531       2   33.629442   43.841989    8.874131   12.242851   42.058194   47.390232
    1531       3   21.199892   27.760754   14.664932   17.782846   25.592959   32.064595
    1532       1   21.379183   35.414146   19.006196   28.644144   23.598333   40.614424
    1532       2   22.788676   40.553358   12.919298   16.252717   30.068522   50.378158
    1532       3   20.060760   32.723845   16.181008   20.418840   23.642070   40.592474
    1533       1   22.031538   36.772741   16.479088   23.780024   26.814035   44.502307
    1533       2   19.454193   26.504590   21.684720   25.755087   16.521464   27.181806
    1533       3   21.622999   36.739471   13.414063   16.816878   28.238327   45.951808
    1534       1   23.492306   36.852010   25.544762   38.005673   21.075616   35.292829
    1534       2   22.906116   40.772169   13.462803   16.426452   30.325862   51.297075
    1534       3   23.432802   42.505572   13.624665   17.139629   30.809312   53.083202
    1535       1   20.749960   31.019841   21.940776   30.727405   19.375744   31.297664
    1535       2   19.191518   30.821754   13.337719   15.757192   23.870871   38.230923
    1535       3   22.167571   38.657905   12.196285   15.071733   28.815094   47.210281
    1536       1   19.073817   28.436224   19.416725   27.868752   18.720466   29.005128
    1536       2   19.774227   30.559453    9.962346   12.247025   25.699123   36.249042
    1536       3   15.399327   20.046480   16.552096   19.051008   14.046076   21.075089
    1537       1   38.783290   56.256403   49.494763   62.882098   13.337893   19.224310
    1537       2   23.524831   30.033831   11.060709   14.154493   29.853203   33.754521
    1537       3   25.907793   33.705054   11.312487   14.540703   32.200223   37.459518
    1538       1   42.216756   54.426760   32.254350   36.691340   50.237033   64.179653
    1538       2   44.995888   62.536458   16.461980   16.659876   56.636436   70.180917
    1538       3   72.521854   45.287029   77.272231   43.168883   10.600281   19.098973
    1539       1   22.016377   35.219067   19.965815   27.749974   24.077217   41.286668
    1539       2   19.485562   29.950032   16.001460   19.891489   22.600139   36.395243
    1539       3   22.302123   37.465156   13.241762   16.777117   29.081555   46.215971
    1540       1   25.507315   44.717968   34.898134   54.477832   11.479632   15.000632
    1540       2   15.444035   19.853969   13.519184   20.600749   16.909499   19.136643
    1540       3   19.011414   32.071542   24.925056   39.294280   10.439712   12.540971
    1541       1   19.209730   28.365292   20.149097   27.459913   18.163121   29.305707
    1541       2   22.803386   35.832555    8.628235   10.363795   29.848521   41.463616
    1541       3   15.881675   19.508312   17.904456   20.355238   13.018513   17.854887
    1542       1   17.526491   28.028899   17.653471   26.231049   17.397204   29.747422
    1542       2   14.025633   20.037505   12.524725   15.691815   15.576903   23.606043
    1542       3   16.017773   25.030015   10.617481   13.512436   20.247962   30.553127
    1543       1   19.838472   31.704462   14.193235   21.289805   24.097159   37.139651
    1543       2   15.892887   19.716382   19.912065   22.131176    9.424973   12.581132
    1543       3   15.728893   21.107422   18.524066   23.293522   11.501018   16.401643
    1544       1   30.385656   46.394226   22.536312   30.076917   36.422811   55.030087
    1544       2   38.354071   38.559817   46.975575   39.566653   12.489559   18.945023
    1544       3   30.103685   48.227897   15.777162   18.759552   39.389066   58.190117
    1545       1   18.566691   28.555736   17.885496   24.851932   19.263039   31.885460
    1545       2   16.201109   23.208183   13.329332   15.970007   18.999178   28.267567
    1545       3   17.925738   28.856363   11.523123   14.344557   22.721400   35.335001
    1546       1   15.651858   24.352221   16.763446   25.965046   14.426950   22.377280
    1546       2   13.470572   18.503250   12.227163   15.268968   14.659260   21.068958
    1546       3   13.334363   18.423500   10.902911   14.144259   15.426543   21.210377
    1547       1   15.976436   23.676140   16.281384   23.050926   15.625229   24.371607
    1547       2   11.988540   15.089000   11.333912   13.393668   12.645791   16.592071
    1547       3   13.318888   18.373469   10.284724   12.839174   15.734502   21.492899
    1548       1   22.092894   34.691147   24.204741   37.068660   19.802768   31.755031
    1548       2   23.237118   41.220933   13.279702   16.035035   30.958203   51.776862
    1548       3   23.024759   40.366163   13.270339   16.903487   30.323521   50.103746
    1549       1   16.454004   25.379343   19.288845   29.553772   12.889654   18.247652
    1549       2   15.166019   21.516202   19.092809   25.052410    8.663088   11.064007
    1549       3   13.170239   16.475504   12.874325   16.392689   13.406066   16.537415
    1550       1   20.676738   33.321387   16.781757   23.279417   23.964756   39.579137
    1550       2   18.266717   27.874290   15.271631   19.391056   21.104321   33.768409
    1550       3   18.667263   28.377830   16.261650   19.469433   21.020528   34.800424
    1551       1   31.424375   37.980253   33.226262   36.167462   29.140351   40.044317
    1551       2   35.189402   32.933198   40.931846   33.554217   10.427496   12.296509
    1551       3   51.989148   60.598132    9.605454   11.330842   60.379571   62.830323
    1552       1   67.035884   78.899730   82.050846   85.447925   24.022007   25.419498
    1552       2   51.644792   47.974229   58.390008   48.792603   13.867135   13.267725
    1552       3   88.235829   64.074909   15.755508   17.303890   92.903269   63.171302
    1553       1   18.531529   27.418896   20.423800   27.325804   16.363132   27.364772
    1553       2   15.159782   20.654084   12.213837   14.853812   17.733171   24.337160
    1553       3   19.114010   31.311348    9.196996   11.291620   25.302582   37.589492
    1554       1   17.097059   25.344050   19.055101   27.519095   14.746978   22.230507
    1554       2   16.351625   24.006886    8.844255   11.407352   21.222441   28.381987
    1554       3   14.115463   19.174925   13.616168   16.489971   14.638790   21.621982
    1555       1   26.809844   46.059750   13.837686   22.663493   34.403930   53.912769
    1555       2   23.804562   28.006188   30.004966   30.238132    8.076038   10.472422
    1555       3   17.049046   20.639463   19.598785   21.955137   13.379909   17.959003
    1556       1   15.637674   25.174418   19.104102   29.248972   11.257068   17.864616
    1556       2   11.068065   14.438974   11.855192   16.140646   10.292657   12.490421
    1556       3   12.109319   16.656892   13.616160   18.781022   10.384329   13.627352
    1557       1   16.564961   22.998790   17.720866   24.573278   15.322722   21.106143
    1557       2   17.249875   22.574198   22.005539   25.417813    7.451096    9.262192
    1557       3   15.105286   19.867743    9.326065   12.625944   18.647390   22.492978
    1558       1   23.458094   38.006283   18.402120   26.398798   27.821727   45.261292
    1558       2   22.837460   38.371527   14.095136   17.627594   29.554595   47.550757
    1558       3   20.965265   27.852556   22.888502   26.830906   18.484982   28.929078
    1559       1   16.095023   24.508148   19.506692   28.538492   11.805407   17.285833
    1559       2   11.949355   15.280373   11.134249   14.613512   12.710095   15.839709
    1559       3   12.205250   16.010664   11.854510   15.851821   12.529659   16.149411
    1560       1   20.924000   33.447525   17.060570   23.594261   24.155943   39.572523
    1560       2   19.736168   23.935159   24.137408   25.784355   11.211593   16.870921
    1560       3   19.846793   31.683127   11.297825   14.398786   25.830708   38.397525
    1561       1   20.665251   34.854555   18.105032   26.001897   23.235730   41.743890
    1561       2   18.527466   26.431349   18.561416   21.683359   18.489298   30.910368
    1561       3   21.754158   37.162715   12.688094   15.834251   28.448310   45.936732
    1562       1   22.364061   37.814698   18.614375   26.109698   25.584051   45.277428
    1562       2   21.931753   38.659576   11.720515   15.084898   29.525637   47.975001
    1562       3   18.738184   28.571783   18.516557   22.416461   18.987104   34.186646
    1563       1   22.524322   34.950709   21.586917   30.763452   23.505863   38.830220
    1563       2   19.882156   31.369019   16.668019   20.680679   22.924247   38.620322
    1563       3   21.943960   36.129932   13.454240   16.522497   28.264044   44.500748
    1564       1   21.150819   34.036232   19.148687   28.032447   23.125115   38.962555
    1564       2   22.119168   39.819058   12.813812   15.708324   28.990007   49.628154
    1564       3   19.751447   30.226489   16.658753   20.903580   22.678596   36.704018
    1565       1   21.913350   36.138491   13.508006   18.042601   28.062714   43.974890
    1565       2   17.351189   21.494661   20.778952   23.471324   11.835018   16.420986
    1565       3   15.891910   21.126005   16.000272   19.339921   15.771055   22.954042
    1566       1   18.201623   27.371218   19.243071   28.083036   16.957941   26.442450
    1566       2   15.931456   23.655065   11.871227   13.912693   19.283786   28.929224
    1566       3   17.680596   26.655854   10.101001   12.380859   22.681242   31.863313
    1567       1   22.590229   35.544597   18.325180   26.116394   26.234405   41.609123
    1567       2   20.374604   26.696564   22.374005   26.165502   17.655655   27.167143
    1567       3   22.022939   36.446494   14.180120   18.081549   28.110526   44.953682
    1568       1   23.197922   41.924105   14.727818   20.345516   29.108300   51.090646
    1568       2   20.030749   24.153781   24.519764   26.269328   11.564452   16.508698
    1568       3   18.129187   26.665133   13.901885   17.465626   21.847942   32.227647
    1569       1   19.700923   29.108268   23.264369   32.348140   15.039452   23.419798
    1569       2   16.139292   22.609612   12.303114   15.310537   19.212035   26.677050
    1569       3   19.977661   32.825346    9.449283   11.856476   26.187564   39.066398
    1570       1   38.168916   57.983875   21.197278   26.089776   48.093693   68.288106
    1570       2   23.201623   25.734719   21.317510   21.677084   24.875796   28.762168
    1570       3   56.479039   44.814871   61.862615   43.900288    8.026857   11.408314
    1571       1   19.484911   32.417511   14.332113   19.462780   23.773795   39.620866
    1571       2   15.636188   22.222164   13.024973   15.665823   18.318870   27.107713
    1571       3   15.860089   20.949669   16.303337   19.751215   15.324865   22.299434
    1572       1   60.820098   67.364264   49.777029   46.416408   70.379771   80.026766
    1572       2   65.598323   77.717756   28.052412   23.530373   81.422578   86.647648
    1572       3  162.098787   30.392179  162.098787   30.392179        -nan        -nan
    1573       1   20.918413   36.977108   18.880781   26.523870   22.935769   44.903365
    1573       2   23.350469   42.069388   11.681058   14.617618   31.260607   51.670130
    1573       3   18.743165   28.827102   16.968806   20.351104   20.663463   35.707499
    1574       1   24.682088   40.319858   18.451401   24.769886   29.852474   49.057582
    1574       2   22.316606   26.259005   28.164018   28.630523   11.227272   15.964149
    1574       3   25.040314   40.913708   11.992386   14.846876   33.139758   49.039823
    1575       1   20.391614   29.826491   14.611417   19.884601   24.801274   34.953161
    1575       2   22.490406   26.176094   28.331640   28.198971    7.636392    9.903028
