   locus      deme_1      deme_2      deme_3
    1177    0.588000    0.421750    0.291500
    1178    0.508250    0.523500    0.552750
    1179    0.546500    0.420500    0.490250
    1180    0.429500    0.639750    0.549000
    1181    0.511000    0.718000    0.315750
    1182    0.400750    0.633750    0.621250
    1183    0.538500    0.434750    0.560250
    1184    0.586250    0.652500    0.000000
    1185    0.346750    0.485500    0.589500
    1186    0.577750    0.399250    0.273500
    1187    0.574000    0.499250    0.424500
    1188    0.549000    0.624500    0.326500
    1189    0.505750    0.495250    0.598250
    1190    0.530250    0.574250    0.414750
    1191    0.630500    0.382750    0.269500
    1192    0.404500    0.694250    0.538750
    1193    0.655500    0.098750    0.298250
    1194    0.560250    0.462750    0.481750
    1195    0.578500    0.539250    0.352000
    1196    0.553750    0.591000    0.253250
    1197    0.465250    0.518750    0.593750
    1198    0.471750    0.696250    0.276500
    1199    0.001000    0.724250    0.705250
    1200    0.516000    0.593500    0.449500
    1201    0.581500    0.431750    0.354250
    1202    0.494250    0.451750    0.638500
    1203    0.737000    0.001250    0.145750
    1204    0.459250    0.409500    0.675750
    1205    0.565250    0.239500    0.606000
    1206    0.247250    0.965000    0.122250
    1207    0.382250    0.679250    0.461500
    1208    0.548750    0.463250    0.520250
    1209    0.505750    0.629250    0.439000
    1210    0.587750    0.217250    0.354500
    1211    0.457500    0.488250    0.586250
    1212    0.430250    0.537750    0.607750
    1213    0.501750    0.508250    0.567750
    1214    0.117500    0.714250    0.864000
    1215    0.538000    0.212500    0.546000
    1216    0.529750    0.571000    0.440000
    1217    0.493250    0.487000    0.596000
    1218    0.479500    0.494000    0.430000
    1219    0.569500    0.436750    0.505500
    1220    0.519250    0.293250    0.356750
    1221    0.507500    0.576000    0.512750
    1222    0.523250    0.484000    0.569250
    1223    0.478500    0.416750    0.634500
    1224    0.580750    0.001500    0.627750
    1225    0.243250    0.617250    0.826500
    1226    0.458500    0.526750    0.612500
    1227    0.556250    0.503500    0.504250
    1228    0.493750    0.611250    0.504250
    1229    0.531750    0.580250    0.475000
    1230    0.523250    0.528250    0.513750
    1231    0.602500    0.406750    0.321000
    1232    0.436000    0.362250    0.699500
    1233    0.454750    0.491250    0.647000
    1234    0.568500    0.362750    0.547000
    1235    0.499500    0.509000    0.549500
    1236    0.550500    0.569000    0.427750
    1237    0.546000    0.049500    0.755500
    1238    0.517500    0.606500    0.461250
    1239    0.510500    0.507750    0.569250
    1240    0.719500    0.211750    0.000000
    1241    0.551000    0.579500    0.383750
    1242    0.505500    0.513000    0.566250
    1243    0.485250    0.617250    0.413500
    1244    0.541250    0.516500    0.497500
    1245    0.632500    0.553750    0.000000
    1246    0.512000    0.474000    0.551000
    1247    0.534000    0.490750    0.542750
    1248    0.499750    0.472250    0.553250
    1249    0.501500    0.316250    0.698000
    1250    0.479750    0.527000    0.422500
    1251    0.598000    0.127000    0.626750
    1252    0.497000    0.577250    0.508750
    1253    0.507000    0.558250    0.502000
    1254    0.631500    0.353750    0.420750
    1255    0.442500    0.561750    0.635250
    1256    0.531750    0.639500    0.340750
    1257    0.543000    0.281500    0.524750
    1258    0.538000    0.551000    0.448250
    1259    0.658500    0.496500    0.104750
    1260    0.469000    0.518750    0.618750
    1261    0.493500    0.571250    0.519750
    1262    0.577250    0.716000    0.094750
    1263    0.451000    0.612750    0.564750
    1264    0.467250    0.572750    0.574250
    1265    0.529250    0.318000    0.542000
    1266    0.486250    0.258500    0.672750
    1267    0.487000    0.527250    0.563500
    1268    0.428750    0.627500    0.556750
    1269    0.519250    0.549750    0.518000
    1270    0.504000    0.569500    0.515500
    1271    0.496000    0.628500    0.416750
    1272    0.530750    0.485000    0.545500
    1273    0.550500    0.523000    0.468500
    1274    0.510750    0.506500    0.566250
    1275    0.504000    0.585750    0.529000
    1276    0.547750    0.281750    0.629250
    1277    0.524500    0.435250    0.567000
    1278    0.521000    0.616000    0.408250
    1279    0.451000    0.580250    0.557000
    1280    0.445250    0.446500    0.528250
    1281    0.524500    0.641250    0.287750
    1282    0.583500    0.411250    0.477750
    1283    0.451500    0.553750    0.570500
    1284    0.533000    0.636000    0.375750
    1285    0.488000    0.401000    0.395250
    1286    0.554000    0.413250    0.555000
    1287    0.586750    0.394250    0.475250
    1288    0.522500    0.523500    0.537500
    1289    0.456250    0.566750    0.580250
    1290    0.540500    0.439250    0.553500
    1291    0.493500    0.506750    0.429000
    1292    0.547250    0.448750    0.532250
    1293    0.351250    0.458000    0.683250
    1294    0.467500    0.577750    0.569250
    1295    0.483750    0.634000    0.491750
    1296    0.586500    0.450250    0.423250
    1297    0.481750    0.488250    0.592250
    1298    0.566750    0.001750    0.660250
    1299    0.455500    0.552500    0.644500
    1300    0.512750    0.583250    0.515250
    1301    0.231500    0.826500    0.600000
    1302    0.532000    0.580250    0.460750
    1303    0.513250    0.814000    0.000000
    1304    0.624250    0.177500    0.496750
    1305    0.542000    0.569250    0.444750
    1306    0.556000    0.527250    0.400500
    1307    0.499250    0.495750    0.506250
    1308    0.543250    0.564750    0.428250
    1309    0.497000    0.509250    0.556000
    1310    0.458750    0.520000    0.594500
    1311    0.440750    0.596250    0.585500
    1312    0.580750    0.633500    0.000000
    1313    0.391500    0.670000    0.577500
    1314    0.473000    0.567000    0.575000
    1315    0.544250    0.399750    0.566250
    1316    0.421500    0.612250    0.576500
    1317    0.489000    0.539000    0.470250
    1318    0.538500    0.487000    0.376750
    1319    0.562750    0.379250    0.541750
    1320    0.478250    0.573250    0.566000
    1321    0.496750    0.395250    0.482000
    1322    0.492750    0.572750    0.537750
    1323    0.501500    0.433250    0.631000
    1324    0.522000    0.480750    0.520250
    1325    0.507500    0.449500    0.503500
    1326    0.501000    0.445000    0.610000
    1327    0.457000    0.569750    0.581000
    1328    0.431250    0.733000    0.415000
    1329    0.457500    0.323500    0.658750
    1330    0.565750    0.478750    0.486500
    1331    0.518250    0.524750    0.571500
    1332    0.466000    0.547750    0.563500
    1333    0.391750    0.681750    0.590750
    1334    0.540000    0.426000    0.563500
    1335    0.631750    0.420750    0.187250
    1336    0.503750    0.550000    0.521250
    1337    0.539250    0.501750    0.505250
    1338    0.509500    0.464500    0.584750
    1339    0.562250    0.585750    0.379500
    1340    0.452500    0.426250    0.603250
    1341    0.463500    0.526500    0.564750
    1342    0.538000    0.476250    0.480250
    1343    0.522000    0.569750    0.507750
    1344    0.510750    0.569250    0.552500
    1345    0.538000    0.555500    0.435000
    1346    0.498250    0.473500    0.566000
    1347    0.509250    0.575750    0.489750
    1348    0.508250    0.435250    0.553500
    1349    0.490500    0.532000    0.590500
    1350    0.467750    0.583750    0.572000
    1351    0.548000    0.410500    0.495750
    1352    0.545500    0.563500    0.422250
    1353    0.450500    0.408250    0.476250
    1354    0.512000    0.316750    0.583000
    1355    0.550250    0.507750    0.524750
    1356    0.467750    0.593500    0.520000
    1357    0.580500    0.569250    0.331250
    1358    0.560250    0.371500    0.436250
    1359    0.300500    0.679000    0.713000
    1360    0.392000    0.249750    0.735250
    1361    0.482000    0.854000    0.000000
    1362    0.489250    0.591500    0.538250
    1363    0.638750    0.145500    0.326500
    1364    0.522500    0.335000    0.426000
    1365    0.547750    0.152750    0.606000
    1366    0.484500    0.451000    0.627750
    1367    0.450000    0.605250    0.538750
    1368    0.485000    0.599000    0.471500
    1369    0.539250    0.576000    0.440000
    1370    0.670500    0.515750    0.001500
    1371    0.543250    0.562750    0.428250
    1372    0.478250    0.753000    0.185000
    1373    0.375750    0.608250    0.464250
    1374    0.531250    0.471500    0.496750
    1375    0.466750    0.666750    0.395750
    1376    0.662750    0.057750    0.297500
    1377    0.511000    0.549500    0.505750
    1378    0.588250    0.364500    0.410750
    1379    0.355500    0.345750    0.634750
    1380    0.598250    0.571000    0.311000
    1381    0.519250    0.473250    0.577250
    1382    0.326000    0.701000    0.669500
    1383    0.349000    0.643000    0.626000
    1384    0.553500    0.531250    0.467750
    1385    0.591000    0.248500    0.567000
    1386    0.545250    0.554500    0.439000
    1387    0.496500    0.515250    0.483000
    1388    0.501750    0.494250    0.398000
    1389    0.471500    0.653250    0.474750
    1390    0.498750    0.296000    0.516250
    1391    0.527250    0.281500    0.585000
    1392    0.509750    0.485500    0.444250
    1393    0.423000    0.638250    0.562750
    1394    0.532500    0.555250    0.441000
    1395    0.452000    0.575500    0.564500
    1396    0.538750    0.571500    0.389750
    1397    0.186750    0.318750    0.894000
    1398    0.533000    0.596750    0.399750
    1399    0.709750    0.090750    0.312750
    1400    0.539250    0.594000    0.350250
    1401    0.463000    0.750000    0.326500
    1402    0.538000    0.565750    0.440500
    1403    0.649000    0.470000    0.000000
    1404    0.603500    0.689750    0.020750
    1405    0.525000    0.537000    0.542750
    1406    0.314000    0.295000    0.868000
    1407    0.552000    0.469250    0.474750
    1408    0.528500    0.559500    0.471500
    1409    0.424000    0.661750    0.423750
    1410    0.499500    0.520750    0.575750
    1411    0.086000    0.934000    0.653500
    1412    0.492500    0.513250    0.571000
    1413    0.526750    0.564000    0.428500
    1414    0.546000    0.375250    0.569750
    1415    0.413000    0.675000    0.450250
    1416    0.489500    0.509250    0.568500
    1417    0.579250    0.000500    0.702500
    1418    0.667500    0.166500    0.103500
    1419    0.487000    0.374500    0.472250
    1420    0.509000    0.331500    0.687250
    1421    0.508000    0.578750    0.517500
    1422    0.322500    0.136500    0.847500
    1423    0.489500    0.532000    0.445000
    1424    0.423250    0.487750    0.413000
    1425    0.444250    0.534250    0.629500
    1426    0.567250    0.447750    0.455750
    1427    0.536500    0.440250    0.571750
    1428    0.461500    0.618500    0.519750
    1429    0.542000    0.575250    0.434000
    1430    0.562750    0.470500    0.390000
    1431    0.556250    0.269500    0.544000
    1432    0.242500    0.793250    0.701500
    1433    0.238500    0.802500    0.532500
    1434    0.566500    0.400500    0.473000
    1435    0.541500    0.512000    0.511500
    1436    0.484750    0.538250    0.605250
    1437    0.629250    0.454000    0.287000
    1438    0.531250    0.436750    0.570750
    1439    0.222000    0.086250    0.953250
    1440    0.466250    0.571250    0.553750
    1441    0.585500    0.403500    0.260750
    1442    0.538000    0.490250    0.528000
    1443    0.519750    0.480250    0.579500
    1444    0.368750    0.411500    0.784750
    1445    0.505000    0.565250    0.509000
    1446    0.560750    0.580250    0.385750
    1447    0.484250    0.667000    0.394250
    1448    0.472250    0.597250    0.531750
    1449    0.380000    0.434500    0.686750
    1450    0.445750    0.414500    0.702500
    1451    0.514250    0.513500    0.576750
    1452    0.470250    0.567000    0.576250
    1453    0.521000    0.537250    0.531000
    1454    0.405250    0.547750    0.625750
    1455    0.382500    0.526000    0.623750
    1456    0.540250    0.500000    0.503250
    1457    0.507500    0.594750    0.447250
    1458    0.528750    0.570000    0.423500
    1459    0.537500    0.399250    0.268500
    1460    0.545500    0.567500    0.443500
    1461    0.500000    0.555500    0.374750
    1462    0.432750    0.632750    0.275250
    1463    0.522000    0.535000    0.519250
    1464    0.528500    0.551250    0.510250
    1465    0.514000    0.585750    0.480500
    1466    0.485250    0.587000    0.524000
    1467    0.414000    0.466500    0.464500
    1468    0.570750    0.398500    0.477500
    1469    0.508250    0.351000    0.440500
    1470    0.510250    0.576250    0.502750
    1471    0.478750    0.578000    0.552750
    1472    0.494250    0.510250    0.589250
    1473    0.476250    0.598500    0.513500
    1474    0.509750    0.477750    0.540500
    1475    0.301750    0.625250    0.500250
    1476    0.558500    0.387250    0.575750
    1477    0.499500    0.571500    0.513000
    1478    0.553500    0.527500    0.477250
    1479    0.660500    0.508250    0.030000
    1480    0.551000    0.511000    0.466750
    1481    0.512500    0.610500    0.377250
    1482    0.516500    0.453250    0.483000
    1483    0.477500    0.631750    0.491500
    1484    0.514000    0.503750    0.515750
    1485    0.585750    0.706750    0.000000
    1486    0.280500    0.750750    0.624500
    1487    0.576250    0.446750    0.489250
    1488    0.450500    0.576500    0.581750
    1489    0.540750    0.285500    0.648500
    1490    0.519250    0.490000    0.598500
    1491    0.610750    0.299750    0.451000
    1492    0.618000    0.612000    0.063500
    1493    0.498000    0.534250    0.566000
    1494    0.484000    0.426000    0.656500
    1495    0.533000    0.442250    0.565000
    1496    0.471750    0.572500    0.568500
    1497    0.571000    0.495750    0.445000
    1498    0.441750    0.450000    0.706500
    1499    0.539750    0.416000    0.500750
    1500    0.374500    0.405750    0.741250
    1501    0.437500    0.634500    0.547000
    1502    0.517000    0.578250    0.466250
    1503    0.660250    0.441000    0.148000
    1504    0.358000    0.615750    0.665500
    1505    0.484500    0.631000    0.387750
    1506    0.507000    0.579250    0.517500
    1507    0.517250    0.574750    0.514750
    1508    0.504750    0.496250    0.609750
    1509    0.514250    0.453750    0.591500
    1510    0.419750    0.718750    0.348500
    1511    0.520500    0.498750    0.499250
    1512    0.456750    0.649250    0.442000
    1513    0.546750    0.560500    0.406750
    1514    0.597250    0.239250    0.412750
    1515    0.463750    0.578750    0.561000
    1516    0.533000    0.495500    0.324250
    1517    0.518000    0.519000    0.402250
    1518    0.535250    0.508750    0.490000
    1519    0.520750    0.374250    0.638250
    1520    0.498500    0.514000    0.561000
    1521    0.539750    0.303250    0.329750
    1522    0.462500    0.579750    0.576000
    1523    0.527500    0.568750    0.443000
    1524    0.611250    0.442000    0.325500
    1525    0.510750    0.572750    0.500750
    1526    0.368750    0.565250    0.672250
    1527    0.538000    0.512250    0.514750
    1528    0.523250    0.544250    0.533000
    1529    0.553500    0.528250    0.464250
    1530    0.570250    0.166500    0.519750
    1531    0.300500    0.746000    0.598000
    1532    0.516750    0.575500    0.520000
    1533    0.537250    0.432000    0.553750
    1534    0.459250    0.560000    0.570750
    1535    0.464250    0.555750    0.600000
    1536    0.492500    0.623500    0.460000
    1537    0.296250    0.663250    0.698750
    1538    0.554000    0.710250    0.071250
    1539    0.498750    0.528000    0.572000
    1540    0.401000    0.567750    0.408250
    1541    0.473000    0.668000    0.414000
    1542    0.495500    0.491750    0.560750
    1543    0.570000    0.383250    0.398000
    1544    0.565250    0.250000    0.606750
    1545    0.494500    0.506500    0.571750
    1546    0.475750    0.511250    0.537500
    1547    0.464750    0.499000    0.556750
    1548    0.479750    0.563250    0.572000
    1549    0.443000    0.376500    0.556500
    1550    0.542250    0.513500    0.505500
    1551    0.441000    0.188250    0.834750
    1552    0.258750    0.151500    0.939500
    1553    0.466000    0.533750    0.615750
    1554    0.454500    0.606500    0.488250
    1555    0.630750    0.282750    0.410000
    1556    0.441750    0.503750    0.466250
    1557    0.482000    0.326750    0.620000
    1558    0.536750    0.565500    0.436750
    1559    0.443000    0.517250    0.519500
    1560    0.544500    0.340500    0.588250
    1561    0.499000    0.470750    0.575250
    1562    0.538000    0.573500    0.471000
    1563    0.488500    0.513750    0.573250
    1564    0.503500    0.575250    0.513750
    1565    0.577500    0.383250    0.472750
    1566    0.455750    0.547750    0.602500
    1567    0.539250    0.423750    0.563000
    1568    0.589000    0.346500    0.532000
    1569    0.433250    0.555250    0.629000
    1570    0.631000    0.529500    0.100000
    1571    0.545750    0.493250    0.453000
    1572    0.536000    0.703500    0.000000
    1573    0.502500    0.596000    0.480250
    1574    0.546500    0.345250    0.617000
    1575    0.567250    0.282250    0.510750
    1576    0.462250    0.383000    0.628750
    1577    0.666500    0.294500    0.320250
    1578    0.460000    0.570750    0.574750
    1579    0.503500    0.409750    0.556750
    1580    0.502250    0.518750    0.517250
    1581    0.657000    0.241750    0.315750
    1582    0.518750    0.459500    0.582000
    1583    0.460000    0.722250    0.305250
    1584    0.512500    0.625000    0.430500
    1585    0.538750    0.397500    0.591500
    1586    0.549250    0.588000    0.325500
    1587    0.610000    0.271000    0.488000
    1588    0.540250    0.499000    0.508000
    1589    0.521000    0.698000    0.000000
    1590    0.310000    0.631500    0.686250
    1591    0.498750    0.454000    0.422000
    1592    0.496250    0.600500    0.520000
    1593    0.546250    0.507250    0.501500
    1594    0.503250    0.571500    0.512000
    1595    0.536000    0.444000    0.565750
    1596    0.259750    0.958250    0.279000
    1597    0.530500    0.905000    0.000000
    1598    0.548750    0.365000    0.606250
    1599    0.458250    0.575000    0.567000
    1600    0.532250    0.572000    0.438250
    1601    0.518750    0.541000    0.503000
    1602    0.476500    0.529750    0.404500
    1603    0.523500    0.448250    0.601750
    1604    0.515250    0.754500    0.057500
    1605    0.545500    0.427250    0.555250
    1606    0.519500    0.396250    0.464750
    1607    0.468500    0.560000    0.568500
    1608    0.468250    0.268250    0.691750
    1609    0.467500    0.571750    0.572500
    1610    0.470000    0.672500    0.400500
    1611    0.425000    0.685750    0.493750
    1612    0.395250    0.622000    0.550750
    1613    0.500500    0.580250    0.503750
    1614    0.515500    0.578500    0.511000
    1615    0.544250    0.554500    0.444750
    1616    0.466000    0.499750    0.605750
    1617    0.449250    0.580000    0.559500
    1618    0.497250    0.175000    0.636250
    1619    0.467500    0.500500    0.617000
    1620    0.586250    0.272250    0.445750
    1621    0.480500    0.843250    0.086250
    1622    0.474250    0.568250    0.554500
    1623    0.511000    0.616000    0.408500
    1624    0.528250    0.563000    0.494750
    1625    0.502500    0.507250    0.575250
    1626    0.525750    0.490250    0.516750
    1627    0.502750    0.499000    0.598500
    1628    0.558500    0.480000    0.398500
    1629    0.468500    0.472750    0.634500
    1630    0.433000    0.567750    0.626500
    1631    0.481750    0.558250    0.553500
    1632    0.444500    0.615500    0.469250
    1633    0.524250    0.010500    0.770250
    1634    0.434250    0.625000    0.572500
    1635    0.538750    0.511750    0.514250
    1636    0.534500    0.436000    0.556750
    1637    0.577750    0.641000    0.002250
    1638    0.368750    0.648250    0.640750
    1639    0.472750    0.597000    0.533250
    1640    0.496750    0.505000    0.547500
    1641    0.528250    0.543750    0.488750
    1642    0.522750    0.595500    0.436000
    1643    0.667250    0.491000    0.000000
    1644    0.544500    0.461750    0.537500
    1645    0.438500    0.646250    0.547000
    1646    0.578750    0.516750    0.363750
    1647    0.383000    0.536250    0.711000
    1648    0.401750    0.609250    0.565500
    1649    0.475250    0.615000    0.525000
    1650    0.522750    0.465250    0.577750
    1651    0.228000    0.646750    0.685500
    1652    0.456000    0.666750    0.465250
    1653    0.725000    0.010750    0.045250
    1654    0.533250    0.534500    0.533500
    1655    0.628500    0.592000    0.014500
    1656    0.555250    0.516250    0.525000
    1657    0.485500    0.445750    0.566750
    1658    0.425000    0.616250    0.609500
    1659    0.499000    0.531750    0.574500
    1660    0.587750    0.439000    0.437500
    1661    0.439000    0.535250    0.642250
    1662    0.595000    0.434250    0.305000
    1663    0.538500    0.545250    0.487750
    1664    0.317000    0.710000    0.659750
    1665    0.490750    0.499000    0.560000
    1666    0.508750    0.510000    0.563750
    1667    0.537250    0.565750    0.430000
    1668    0.676500    0.047000    0.247250
    1669    0.528750    0.526000    0.537000
    1670    0.401000    0.075250    0.878500
    1671    0.477500    0.620750    0.378750
    1672    0.474250    0.640250    0.481250
    1673    0.341250    0.514500    0.757750
    1674    0.507000    0.568750    0.508750
    1675    0.358750    0.841750    0.338750
    1676    0.553000    0.375000    0.556500
    1677    0.548750    0.504000    0.424000
    1678    0.343000    0.301000    0.827000
    1679    0.503750    0.506000    0.549250
    1680    0.463000    0.285750    0.676750
    1681    0.562750    0.638750    0.109000
    1682    0.651500    0.067500    0.473000
    1683    0.584750    0.270250    0.539000
    1684    0.548500    0.506250    0.500750
    1685    0.524500    0.410750    0.500750
    1686    0.505750    0.509250    0.566750
    1687    0.543750    0.456000    0.386750
    1688    0.467250    0.482000    0.650250
    1689    0.608750    0.180500    0.525500
    1690    0.515500    0.582000    0.513750
    1691    0.533500    0.429750    0.552750
    1692    0.529500    0.378750    0.587000
    1693    0.442500    0.424000    0.598250
    1694    0.527000    0.501500    0.408250
    1695    0.462750    0.561250    0.577250
    1696    0.343750    0.780250    0.557000
    1697    0.507000    0.390000    0.389750
    1698    0.535750    0.558500    0.427500
    1699    0.425500    0.568000    0.529500
    1700    0.500000    0.464750    0.590750
    1701    0.575250    0.484250    0.356750
    1702    0.529500    0.549500    0.387500
    1703    0.505000    0.581250    0.495750
    1704    0.635000    0.302750    0.405500
    1705    0.491250    0.324500    0.596750
    1706    0.491500    0.636500    0.446000
    1707    0.579250    0.469500    0.271500
    1708    0.470500    0.578000    0.563500
    1709    0.479250    0.574500    0.505750
    1710    0.535750    0.460500    0.566750
    1711    0.551250    0.329000    0.539750
    1712    0.551500    0.554500    0.373250
    1713    0.534500    0.500250    0.501250
    1714    0.504500    0.561500    0.549500
    1715    0.431000    0.375500    0.620250
    1716    0.473000    0.569500    0.573000
    1717    0.534500    0.601000    0.414000
    1718    0.595250    0.317250    0.467250
    1719    0.475000    0.266750    0.746000
    1720    0.594750    0.478750    0.232500
    1721    0.404500    0.623000    0.462250
    1722    0.449750    0.587750    0.579750
    1723    0.483000    0.188500    0.688750
    1724    0.577500    0.525500    0.321250
    1725    0.484000    0.616750    0.527250
    1726    0.650750    0.156000    0.436250
    1727    0.490500    0.461500    0.573750
    1728    0.553500    0.490250    0.326500
    1729    0.602500    0.538750    0.235000
    1730    0.424000    0.513750    0.638500
    1731    0.468750    0.560500    0.561000
    1732    0.583250    0.008750    0.500000
    1733    0.529250    0.550750    0.539750
    1734    0.469500    0.642500    0.403250
    1735    0.551750    0.615500    0.388500
    1736    0.518000    0.509750    0.468500
    1737    0.417500    0.448750    0.697000
    1738    0.400500    0.474000    0.641500
    1739    0.509500    0.512750    0.585250
    1740    0.462250    0.220000    0.636250
    1741    0.482250    0.616750    0.450250
    1742    0.568250    0.368750    0.475500
    1743    0.510500    0.299250    0.551750
    1744    0.547500    0.505500    0.507000
    1745    0.649000    0.001000    0.492250
    1746    0.531250    0.398000    0.597750
    1747    0.520500    0.456250    0.580750
    1748    0.509250    0.420000    0.659250
    1749    0.547250    0.543000    0.452500
    1750    0.543750    0.462750    0.513750
    1751    0.569500    0.560000    0.269000
    1752    0.479750    0.596500    0.517750
    1753    0.475500    0.405750    0.573000
    1754    0.456000    0.563500    0.557750
    1755    0.381500    0.673000    0.618500
    1756    0.681750    0.364500    0.025000
    1757    0.573250    0.381750    0.506250
    1758    0.458750    0.462250    0.636750
    1759    0.506250    0.560250    0.526750
    1760    0.510000    0.508000    0.574500
    1761    0.518000    0.574750    0.481500
    1762    0.541000    0.557250    0.442500
    1763    0.542750    0.513500    0.517750
    1764    0.275750    0.642000    0.754000
    1765    0.312250    0.563750    0.769250
    1766    0.408500    0.702750    0.429250
    1767    0.501250    0.589250    0.526000
    1768    0.483500    0.533000    0.584500
    1769    0.509500    0.337250    0.438250
    1770    0.540250    0.529000    0.507000
    1771    0.608750    0.353000    0.026250
    1772    0.509500    0.710250    0.287250
    1773    0.364500    0.163250    0.870250
    1774    0.591750    0.637250    0.000000
    1775    0.540750    0.438500    0.569250
    1776    0.484500    0.512750    0.611250
    1777    0.600500    0.566000    0.251000
    1778    0.536250    0.567250    0.433000
    1779    0.329250    0.754000    0.575250
    1780    0.537250    0.525500    0.495000
    1781    0.434250    0.585750    0.634250
    1782    0.494750    0.404250    0.653250
    1783    0.472000    0.589500    0.538250
    1784    0.549750    0.412000    0.541500
    1785    0.443250    0.520750    0.456750
    1786    0.557000    0.515250    0.510500
    1787    0.523250    0.570750    0.475500
    1788    0.421750    0.651750    0.595750
    1789    0.466500    0.606250    0.455500
    1790    0.485250    0.701250    0.335000
    1791    0.499750    0.581750    0.519500
    1792    0.530500    0.429000    0.389000
    1793    0.521000    0.510500    0.567750
    1794    0.485000    0.602500    0.534250
    1795    0.545000    0.469000    0.475250
    1796    0.369250    0.716750    0.591000
    1797    0.453750    0.381500    0.600500
    1798    0.509500    0.689500    0.286500
    1799    0.518250    0.576000    0.453250
    1800    0.568000    0.412250    0.511000
    1801    0.564750    0.428000    0.539750
    1802    0.316000    0.129750    0.861000
    1803    0.535000    0.566250    0.444750
    1804    0.603750    0.051000    0.600750
    1805    0.472000    0.467000    0.519250
    1806    0.627750    0.289250    0.251000
    1807    0.621500    0.311250    0.416500
    1808    0.605000    0.484500    0.286750
    1809    0.459750    0.605500    0.553750
    1810    0.485500    0.588500    0.529750
    1811    0.428750    0.489500    0.631750
    1812    0.564500    0.763500    0.000000
    1813    0.539500    0.407250    0.569750
    1814    0.530000    0.443250    0.563250
    1815    0.463000    0.569500    0.561500
    1816    0.534500    0.439250    0.560750
    1817    0.505250    0.492750    0.497750
    1818    0.517500    0.572250    0.514000
    1819    0.561000    0.533500    0.395750
    1820    0.518750    0.578500    0.502500
    1821    0.552000    0.547250    0.382250
    1822    0.553000    0.550000    0.380500
    1823    0.541250    0.426000    0.577750
    1824    0.734250    0.238000    0.002500
    1825    0.515500    0.285250    0.669000
    1826    0.505250    0.597750    0.450750
    1827    0.471000    0.697000    0.385250
    1828    0.599500    0.107750    0.573000
    1829    0.551500    0.436500    0.339500
    1830    0.526500    0.567500    0.426250
    1831    0.458000    0.633000    0.570750
    1832    0.504500    0.496500    0.572000
    1833    0.555500    0.285000    0.510000
    1834    0.514250    0.613000    0.444500
    1835    0.568000    0.505750    0.389000
    1836    0.516000    0.564250    0.504250
    1837    0.561250    0.259250    0.421250
    1838    0.552250    0.614750    0.353750
    1839    0.415500    0.651750    0.522250
    1840    0.516000    0.572250    0.525750
    1841    0.567000    0.738250    0.000000
    1842    0.452000    0.555000    0.493250
    1843    0.433750    0.168250    0.709500
    1844    0.470500    0.565250    0.568250
    1845    0.493000    0.434500    0.548000
    1846    0.704000    0.013250    0.354250
    1847    0.545750    0.408750    0.534000
    1848    0.494750    0.688750    0.318750
    1849    0.677500    0.001750    0.431750
    1850    0.374500    0.459500    0.752000
    1851    0.675000    0.535500    0.013750
    1852    0.471750    0.565500    0.565750
    1853    0.386750    0.698000    0.505250
    1854    0.534500    0.429750    0.564500
    1855    0.575250    0.551250    0.308750
    1856    0.474250    0.647000    0.478250
    1857    0.522500    0.469000    0.580250
    1858    0.486250    0.435500    0.597000
    1859    0.312500    0.422750    0.727000
    1860    0.659500    0.228750    0.305500
    1861    0.537500    0.251000    0.681500
    1862    0.465750    0.565750    0.564250
    1863    0.521500    0.402000    0.369000
    1864    0.526500    0.518500    0.530250
    1865    0.510250    0.490500    0.430250
    1866    0.549250    0.401000    0.426750
    1867    0.535500    0.440000    0.565250
    1868    0.571000    0.001250    0.598250
    1869    0.457250    0.718500    0.162250
    1870    0.530000    0.448750    0.568250
    1871    0.561500    0.424750    0.101750
    1872    0.503250    0.519500    0.588500
    1873    0.530250    0.565500    0.437250
    1874    0.512750    0.583000    0.480750
    1875    0.487000    0.603000    0.550500
    1876    0.541250    0.510250    0.508750
    1877    0.653250    0.176250    0.292000
    1878    0.508750    0.511750    0.563750
    1879    0.535000    0.608750    0.316250
    1880    0.537500    0.565250    0.445500
    1881    0.489500    0.605500    0.509750
    1882    0.512750    0.206250    0.716250
    1883    0.569000    0.377250    0.462500
    1884    0.497250    0.350000    0.700250
    1885    0.490000    0.600500    0.438000
    1886    0.536750    0.569000    0.420500
    1887    0.275500    0.776250    0.646250
    1888    0.398250    0.543750    0.675750
    1889    0.487000    0.580500    0.497000
    1890    0.545000    0.400250    0.468250
    1891    0.500500    0.567250    0.520250
    1892    0.524500    0.483000    0.442750
    1893    0.575000    0.319000    0.493250
    1894    0.485250    0.393500    0.662750
    1895    0.465250    0.543000    0.598500
    1896    0.472250    0.711250    0.415750
    1897    0.509750    0.246750    0.694500
    1898    0.492750    0.528000    0.529750
    1899    0.495750    0.524750    0.519000
    1900    0.587750    0.478500    0.411250
    1901    0.617000    0.589750    0.000750
    1902    0.458500    0.571250    0.569500
    1903    0.438250    0.300000    0.609250
    1904    0.525750    0.515750    0.563500
    1905    0.771000    0.213250    0.000000
    1906    0.382250    0.299250    0.696500
    1907    0.519750    0.508500    0.569750
    1908    0.489750    0.557250    0.574000
    1909    0.530500    0.423750    0.571250
    1910    0.400750    0.542500    0.688250
    1911    0.696500    0.165750    0.285250
