   locus    deme        mean         std
    1468       2    0.161161    0.042031
    1468       3    0.140309    0.038614
    1469       1    0.554204    0.052603
    1469       2    0.605423    0.057210
    1469       3    0.573200    0.055690
    1470       1    0.020300    0.013217
    1470       2    0.013408    0.012547
    1470       3    0.020914    0.014867
    1471       1    0.023244    0.014110
    1471       2    0.012237    0.012191
    1471       3    0.012687    0.012377
    1472       1    0.020243    0.013420
    1472       2    0.021067    0.015502
    1472       3    0.013746    0.012710
    1473       1    0.102570    0.029953
    1473       2    0.083087    0.029793
    1473       3    0.101505    0.033542
    1474       1    0.151657    0.036596
    1474       2    0.159758    0.041076
    1474       3    0.148655    0.038446
    1475       1    0.859876    0.037956
    1475       2    0.786322    0.049600
    1475       3    0.820487    0.043794
    1476       1    0.016203    0.013093
    1476       2    0.038760    0.022518
    1476       3    0.013508    0.013276
    1477       1    0.019994    0.013331
    1477       2    0.013265    0.012354
    1477       3    0.020557    0.014933
    1478       1    0.020045    0.014089
    1478       2    0.023448    0.016138
    1478       3    0.032074    0.018731
    1479       1    0.181707    0.049672
    1479       2    0.208970    0.053088
    1479       3    0.453398    0.075536
    1480       1    0.057839    0.023456
    1480       2    0.063486    0.026560
    1480       3    0.071886    0.027907
    1481       1    0.103096    0.030390
    1481       2    0.087736    0.031851
    1481       3    0.134495    0.039559
    1482       1    0.321866    0.047523
    1482       2    0.338747    0.052868
    1482       3    0.329106    0.052664
    1483       1    0.098059    0.030102
    1483       2    0.071567    0.029074
    1483       3    0.098768    0.033358
    1484       1    0.224260    0.041872
    1484       2    0.226519    0.046251
    1484       3    0.226208    0.046145
    1485       1    0.044719    0.024352
    1485       2    0.032953    0.021819
    1485       3    0.444536    0.071049
    1486       1    0.381525    0.059907
    1486       2    0.258213    0.056067
    1486       3    0.295275    0.055011
    1487       1    0.047532    0.021850
    1487       2    0.067625    0.028297
    1487       3    0.058861    0.025732
    1488       1    0.023862    0.014442
    1488       2    0.012465    0.012408
    1488       3    0.012927    0.012484
    1489       1    0.045858    0.022213
    1489       2    0.089522    0.038495
    1489       3    0.030297    0.020064
    1490       1    0.053369    0.022570
    1490       2    0.056137    0.024352
    1490       3    0.041117    0.021629
    1491       1    0.165411    0.040581
    1491       2    0.243793    0.053841
    1491       3    0.197280    0.045466
    1492       1    0.162654    0.045501
    1492       2    0.159866    0.045990
    1492       3    0.363027    0.074615
    1493       1    0.020889    0.013944
    1493       2    0.021202    0.015542
    1493       3    0.014101    0.013216
    1494       1    0.135017    0.035078
    1494       2    0.147671    0.041277
    1494       3    0.101690    0.033548
    1495       1    0.013998    0.012351
    1495       2    0.027475    0.018008
    1495       3    0.011702    0.011925
    1496       1    0.023027    0.013790
    1496       2    0.012280    0.012115
    1496       3    0.012518    0.012118
    1497       1    0.066358    0.025520
    1497       2    0.078696    0.030198
    1497       3    0.087313    0.031260
    1498       1    0.085174    0.029354
    1498       2    0.088621    0.032508
    1498       3    0.046007    0.024906
    1499       1    0.154187    0.037286
    1499       2    0.184365    0.044333
    1499       3    0.163261    0.041311
    1500       1    0.480285    0.055464
    1500       2    0.477637    0.059864
    1500       3    0.376631    0.060795
    1501       1    0.239569    0.045535
    1501       2    0.196453    0.045785
    1501       3    0.217273    0.047121
    1502       1    0.024278    0.015027
    1502       2    0.016089    0.013685
    1502       3    0.031951    0.018882
    1503       1    0.183180    0.047432
    1503       2    0.223806    0.052140
    1503       3    0.337325    0.069655
    1504       1    0.222053    0.046699
    1504       2    0.171291    0.043509
    1504       3    0.161287    0.043200
    1505       1    0.325272    0.048300
    1505       2    0.285326    0.051888
    1505       3    0.357259    0.056382
    1506       1    0.020549    0.013228
    1506       2    0.013280    0.012247
    1506       3    0.021082    0.014903
    1507       1    0.020414    0.013420
    1507       2    0.013455    0.012782
    1507       3    0.020865    0.015232
    1508       1    0.033440    0.017460
    1508       2    0.036412    0.020527
    1508       3    0.020830    0.015772
    1509       1    0.116302    0.032042
    1509       2    0.130054    0.036770
    1509       3    0.102558    0.033220
    1510       1    0.430578    0.053391
    1510       2    0.347654    0.059295
    1510       3    0.460101    0.061478
    1511       1    0.196050    0.041001
    1511       2    0.202562    0.044671
    1511       3    0.202839    0.044639
    1512       1    0.274589    0.045375
    1512       2    0.228081    0.049282
    1512       3    0.286225    0.050866
    1513       1    0.036814    0.018903
    1513       2    0.034304    0.020074
    1513       3    0.059633    0.027318
    1514       1    0.329509    0.054129
    1514       2    0.441548    0.066665
    1514       3    0.376470    0.057472
    1515       1    0.022659    0.013662
    1515       2    0.011953    0.011882
    1515       3    0.012553    0.012131
    1516       1    0.411674    0.052338
    1516       2    0.418952    0.056585
    1516       3    0.469958    0.058771
    1517       1    0.311608    0.048505
    1517       2    0.315575    0.052779
    1517       3    0.345606    0.055011
    1518       1    0.053345    0.022113
    1518       2    0.059736    0.025383
    1518       3    0.060811    0.025858
    1519       1    0.065601    0.025290
    1519       2    0.094417    0.034433
    1519       3    0.049652    0.024354
    1520       1    0.020418    0.013378
    1520       2    0.020714    0.014975
    1520       3    0.013761    0.012544
    1521       1    0.662243    0.051633
    1521       2    0.728406    0.053223
    1521       3    0.715426    0.052320
    1522       1    0.023146    0.013951
    1522       2    0.012210    0.012301
    1522       3    0.012519    0.012181
    1523       1    0.013914    0.012069
    1523       2    0.011050    0.011777
    1523       3    0.026798    0.017011
    1524       1    0.124648    0.036351
    1524       2    0.154553    0.040773
    1524       3    0.188224    0.049027
    1525       1    0.020483    0.013107
    1525       2    0.013228    0.012296
    1525       3    0.021026    0.014989
    1526       1    0.393735    0.053172
    1526       2    0.347320    0.054899
    1526       3    0.316193    0.055984
    1527       1    0.016260    0.012681
    1527       2    0.020656    0.015118
    1527       3    0.020810    0.014683
    1528       1    0.026346    0.015692
    1528       2    0.025228    0.016848
    1528       3    0.025529    0.017002
    1529       1    0.020046    0.014168
    1529       2    0.023802    0.015946
    1529       3    0.031546    0.018606
    1530       1    0.439483    0.058995
    1530       2    0.576557    0.068430
    1530       3    0.447099    0.061018
    1531       1    0.387090    0.060935
    1531       2    0.259217    0.056504
    1531       3    0.310197    0.054481
    1532       1    0.020006    0.013717
    1532       2    0.013147    0.012623
    1532       3    0.020833    0.015125
    1533       1    0.013492    0.011600
    1533       2    0.027065    0.017828
    1533       3    0.011237    0.011564
    1534       1    0.023281    0.014338
    1534       2    0.012289    0.012390
    1534       3    0.012614    0.012240
    1535       1    0.059346    0.023533
    1535       2    0.049134    0.023845
    1535       3    0.041854    0.021318
    1536       1    0.139661    0.035116
    1536       2    0.112873    0.035247
    1536       3    0.150331    0.040002
    1537       1    0.418386    0.061762
    1537       2    0.322264    0.058305
    1537       3    0.313410    0.056446
    1538       1    0.089857    0.034960
    1538       2    0.067752    0.031865
    1538       3    0.250663    0.069017
    1539       1    0.020164    0.013670
    1539       2    0.020755    0.014760
    1539       3    0.013539    0.012659
    1540       1    0.874007    0.034491
    1540       2    0.835250    0.042335
    1540       3    0.873830    0.036552
    1541       1    0.188773    0.040731
    1541       2    0.145614    0.040561
    1541       3    0.204134    0.046859
    1542       1    0.140080    0.035031
    1542       2    0.140041    0.037757
    1542       3    0.123161    0.035653
    1543       1    0.285862    0.049735
    1543       2    0.339831    0.055303
    1543       3    0.329678    0.054726
    1544       1    0.019542    0.015767
    1544       2    0.070780    0.037222
    1544       3    0.016069    0.015439
    1545       1    0.088518    0.028013
    1545       2    0.085761    0.030988
    1545       3    0.077515    0.029090
    1546       1    0.210873    0.041514
    1546       2    0.207113    0.045938
    1546       3    0.198718    0.043873
    1547       1    0.277024    0.045175
    1547       2    0.270668    0.049554
    1547       3    0.260029    0.048697
    1548       1    0.022320    0.013804
    1548       2    0.011705    0.012038
    1548       3    0.012200    0.012142
    1549       1    0.678020    0.047075
    1549       2    0.698418    0.052480
    1549       3    0.656551    0.054015
    1550       1    0.015761    0.012243
    1550       2    0.020316    0.014897
    1550       3    0.020315    0.014535
    1551       1    0.279508    0.051167
    1551       2    0.369849    0.069106
    1551       3    0.184386    0.051686
    1552       1    0.550553    0.063546
    1552       2    0.611649    0.067430
    1552       3    0.301372    0.068801
    1553       1    0.161555    0.037598
    1553       2    0.149488    0.039368
    1553       3    0.131384    0.037238
    1554       1    0.251268    0.044773
    1554       2    0.216315    0.046630
    1554       3    0.245951    0.048547
    1555       1    0.207770    0.047020
    1555       2    0.301843    0.058928
    1555       3    0.253897    0.050644
    1556       1    0.620577    0.048704
    1556       2    0.608123    0.054804
    1556       3    0.616942    0.053887
    1557       1    0.420760    0.051507
    1557       2    0.472463    0.060323
    1557       3    0.385628    0.055830
    1558       1    0.013554    0.011615
    1558       2    0.010877    0.011435
    1558       3    0.026710    0.017647
    1559       1    0.463913    0.051902
    1559       2    0.443059    0.056006
    1559       3    0.444496    0.055844
    1560       1    0.092078    0.030377
    1560       2    0.132707    0.040786
    1560       3    0.082498    0.030872
    1561       1    0.023989    0.014976
    1561       2    0.031975    0.018958
    1561       3    0.016566    0.014155
    1562       1    0.024539    0.015000
    1562       2    0.016861    0.014371
    1562       3    0.032467    0.018535
    1563       1    0.019925    0.013101
    1563       2    0.020193    0.014588
    1563       3    0.013145    0.012366
    1564       1    0.020528    0.013274
    1564       2    0.013301    0.012354
    1564       3    0.021036    0.015488
    1565       1    0.115596    0.034045
    1565       2    0.158683    0.043562
    1565       3    0.136652    0.038517
    1566       1    0.127907    0.033939
    1566       2    0.113077    0.035399
    1566       3    0.104686    0.033421
    1567       1    0.013425    0.011819
    1567       2    0.026952    0.017179
    1567       3    0.010908    0.011523
    1568       1    0.068047    0.026059
    1568       2    0.110987    0.037027
    1568       3    0.072252    0.028564
    1569       1    0.153055    0.037252
    1569       2    0.133180    0.038043
    1569       3    0.116337    0.036153
    1570       1    0.154783    0.046036
    1570       2    0.172009    0.047114
    1570       3    0.319325    0.069356
    1571       1    0.077296    0.026850
    1571       2    0.083324    0.029673
    1571       3    0.093040    0.032162
    1572       1    0.022006    0.017013
    1572       2    0.012900    0.013969
    1572       3    0.388910    0.067240
    1573       1    0.034471    0.017834
    1573       2    0.021395    0.016653
    1573       3    0.036339    0.020137
    1574       1    0.053647    0.023541
    1574       2    0.091882    0.035767
    1574       3    0.044132    0.023140
    1575       1    0.221504    0.044703
    1575       2    0.302987    0.059174
    1575       3    0.232732    0.047815
    1576       1    0.334115    0.049146
    1576       2    0.361548    0.056802
    1576       3    0.290506    0.052353
    1577       1    0.097235    0.034969
    1577       2    0.169720    0.047431
    1577       3    0.156261    0.045048
    1578       1    0.022786    0.014049
    1578       2    0.011906    0.012013
    1578       3    0.012396    0.012157
    1579       1    0.280209    0.045967
    1579       2    0.308876    0.053909
    1579       3    0.267480    0.050148
    1580       1    0.110013    0.031315
    1580       2    0.108000    0.033688
    1580       3    0.107540    0.034124
    1581       1    0.270502    0.056202
    1581       2    0.388690    0.063456
    1581       3    0.359629    0.059287
    1582       1    0.024093    0.014804
    1582       2    0.032190    0.018841
    1582       3    0.016832    0.014031
    1583       1    0.300611    0.049553
    1583       2    0.236742    0.052700
    1583       3    0.349198    0.061828
    1584       1    0.091092    0.028777
    1584       2    0.069821    0.028619
    1584       3    0.104775    0.033806
    1585       1    0.070355    0.026124
    1585       2    0.097750    0.034677
    1585       3    0.061762    0.026884
    1586       1    0.018372    0.014660
    1586       2    0.014673    0.014208
    1586       3    0.052713    0.028675
    1587       1    0.122653    0.036520
    1587       2    0.201194    0.052161
    1587       3    0.143299    0.040033
    1588       1    0.016139    0.012369
    1588       2    0.020534    0.015062
    1588       3    0.020576    0.014784
    1589       1    0.021281    0.017194
    1589       2    0.011607    0.013431
    1589       3    0.488067    0.070052
    1590       1    0.084293    0.035871
    1590       2    0.040105    0.022911
    1590       3    0.033075    0.021415
    1591       1    0.434634    0.051674
    1591       2    0.448536    0.055731
    1591       3    0.458467    0.057221
    1592       1    0.103194    0.030663
    1592       2    0.084150    0.031511
    1592       3    0.101707    0.033192
    1593       1    0.016535    0.012714
    1593       2    0.020964    0.015332
    1593       3    0.021327    0.015218
    1594       1    0.020570    0.013591
    1594       2    0.013476    0.012436
    1594       3    0.021015    0.015119
    1595       1    0.013838    0.011827
    1595       2    0.026956    0.017108
    1595       3    0.011629    0.011790
    1596       1    0.559754    0.063378
    1596       2    0.285113    0.069039
    1596       3    0.563142    0.066617
    1597       1    0.258106    0.056944
    1597       2    0.143164    0.046044
    1597       3    0.814630    0.047307
    1598       1    0.030588    0.017790
    1598       2    0.057672    0.028273
    1598       3    0.021740    0.016523
    1599       1    0.023998    0.014944
    1599       2    0.012362    0.012329
    1599       3    0.013144    0.012734
    1600       1    0.013830    0.011719
    1600       2    0.011297    0.011774
    1600       3    0.026394    0.017010
    1601       1    0.117560    0.031980
    1601       2    0.112597    0.034185
    1601       3    0.121767    0.036197
    1602       1    0.488916    0.051498
    1602       2    0.473693    0.057847
    1602       3    0.512014    0.055942
    1603       1    0.057693    0.023111
    1603       2    0.068797    0.028480
    1603       3    0.043903    0.021894
    1604       1    0.304748    0.056797
    1604       2    0.239815    0.057606
    1604       3    0.507946    0.076270
    1605       1    0.013507    0.012048
    1605       2    0.027320    0.018014
    1605       3    0.011442    0.012230
    1606       1    0.428887    0.051042
    1606       2    0.467686    0.057015
    1606       3    0.446181    0.054874
    1607       1    0.022376    0.013655
    1607       2    0.011779    0.012059
    1607       3    0.011964    0.011738
    1608       1    0.359974    0.052662
    1608       2    0.426170    0.064398
    1608       3    0.299095    0.055910
    1609       1    0.023422    0.013989
    1609       2    0.012420    0.012370
    1609       3    0.013060    0.012431
    1610       1    0.065125    0.025670
    1610       2    0.037628    0.022132
    1610       3    0.080744    0.031360
    1611       1    0.255216    0.046371
    1611       2    0.191461    0.045594
    1611       3    0.242364    0.049581
    1612       1    0.385016    0.053862
    1612       2    0.323815    0.054437
    1612       3    0.345632    0.054593
    1613       1    0.020000    0.013287
    1613       2    0.012971    0.012261
    1613       3    0.020391    0.014718
    1614       1    0.019615    0.013085
    1614       2    0.013011    0.012305
    1614       3    0.020363    0.014645
    1615       1    0.013986    0.012264
    1615       2    0.010891    0.011440
    1615       3    0.026553    0.017033
    1616       1    0.064988    0.025167
    1616       2    0.061613    0.026072
    1616       3    0.045878    0.022972
    1617       1    0.023427    0.014628
    1617       2    0.012351    0.012117
    1617       3    0.012885    0.012824
    1618       1    0.419204    0.056796
    1618       2    0.540985    0.069901
    1618       3    0.386433    0.060971
    1619       1    0.165656    0.037348
    1619       2    0.161475    0.041073
    1619       3    0.134601    0.038256
    1620       1    0.299883    0.050252
    1620       2    0.384875    0.058775
    1620       3    0.327402    0.054620
    1621       1    0.180684    0.045013
    1621       2    0.108362    0.041094
    1621       3    0.330084    0.071845
    1622       1    0.023171    0.014087
    1622       2    0.012418    0.012214
    1622       3    0.012514    0.011899
    1623       1    0.170139    0.038749
    1623       2    0.150434    0.039960
    1623       3    0.198043    0.045491
    1624       1    0.030243    0.016985
    1624       2    0.028688    0.017761
    1624       3    0.036624    0.019857
    1625       1    0.020383    0.013279
    1625       2    0.020913    0.015050
    1625       3    0.013736    0.012772
    1626       1    0.105803    0.031079
    1626       2    0.116624    0.035455
    1626       3    0.106811    0.033573
    1627       1    0.033487    0.017405
    1627       2    0.036050    0.019770
    1627       3    0.020850    0.015695
    1628       1    0.163387    0.037872
    1628       2    0.179574    0.042994
    1628       3    0.198303    0.044940
    1629       1    0.199982    0.041293
    1629       2    0.200076    0.046193
    1629       3    0.162169    0.041325
    1630       1    0.048135    0.021913
    1630       2    0.032435    0.019528
    1630       3    0.025301    0.017675
    1631       1    0.064548    0.023945
    1631       2    0.053709    0.024174
    1631       3    0.053994    0.024377
    1632       1    0.372192    0.049691
    1632       2    0.323848    0.054050
    1632       3    0.366279    0.055473
    1633       1    0.076699    0.033859
    1633       2    0.331254    0.071665
    1633       3    0.047435    0.026867
    1634       1    0.048115    0.021152
    1634       2    0.024396    0.017479
    1634       3    0.032587    0.019579
    1635       1    0.015757    0.012167
    1635       2    0.020120    0.014662
    1635       3    0.020249    0.014707
    1636       1    0.013778    0.011714
    1636       2    0.026325    0.016745
    1636       3    0.011290    0.011669
    1637       1    0.011693    0.014078
    1637       2    0.008700    0.011887
    1637       3    0.227494    0.062024
    1638       1    0.085812    0.032115
    1638       2    0.046028    0.024147
    1638       3    0.046702    0.023371
    1639       1    0.127850    0.034121
    1639       2    0.103870    0.033620
    1639       3    0.113876    0.034585
    1640       1    0.144897    0.036130
    1640       2    0.144377    0.038490
    1640       3    0.136074    0.038055
    1641       1    0.030903    0.016927
    1641       2    0.029573    0.018488
    1641       3    0.036441    0.019225
    1642       1    0.048315    0.021482
    1642       2    0.039256    0.021403
    1642       3    0.064793    0.027609
    1643       1    0.021185    0.017848
    1643       2    0.034997    0.022536
    1643       3    0.506479    0.069263
    1644       1    0.039215    0.019935
    1644       2    0.052685    0.024490
    1644       3    0.043817    0.022094
    1645       1    0.125242    0.034761
    1645       2    0.090648    0.032770
    1645       3    0.109103    0.034260
    1646       1    0.054561    0.024329
    1646       2    0.064162    0.027429
    1646       3    0.091713    0.033804
    1647       1    0.175605    0.041414
    1647       2    0.149877    0.041268
    1647       3    0.111953    0.036891
    1648       1    0.303677    0.048515
    1648       2    0.257655    0.049818
    1648       3    0.268415    0.049259
    1649       1    0.113603    0.031945
    1649       2    0.088289    0.031556
    1649       3    0.105639    0.033466
    1650       1    0.063260    0.024629
    1650       2    0.073922    0.029516
    1650       3    0.056228    0.025342
    1651       1    0.731538    0.055025
    1651       2    0.614962    0.062261
    1651       3    0.604287    0.063091
    1652       1    0.213904    0.042718
    1652       2    0.166613    0.042645
    1652       3    0.214151    0.046911
    1653       1    0.092489    0.044503
    1653       2    0.440714    0.072672
    1653       3    0.335865    0.069941
    1654       1    0.026635    0.015478
    1654       2    0.026220    0.017670
    1654       3    0.025790    0.016832
    1655       1    0.022585    0.019354
    1655       2    0.025388    0.019645
    1655       3    0.235408    0.064362
    1656       1    0.016186    0.012548
    1656       2    0.020466    0.015102
    1656       3    0.020535    0.014616
    1657       1    0.219363    0.042697
    1657       2    0.232399    0.046892
    1657       3    0.204875    0.045443
    1658       1    0.084681    0.027801
    1658       2    0.060737    0.026223
    1658       3    0.061355    0.026249
    1659       1    0.069493    0.025336
    1659       2    0.065566    0.026869
    1659       3    0.056941    0.025252
    1660       1    0.115236    0.033751
    1660       2    0.147575    0.040029
    1660       3    0.146092    0.039245
    1661       1    0.052589    0.022404
    1661       2    0.044030    0.022302
    1661       3    0.028958    0.018615
    1662       1    0.286090    0.050079
    1662       2    0.321420    0.054289
    1662       3    0.363990    0.059087
    1663       1    0.086949    0.028096
    1663       2    0.088059    0.030506
    1663       3    0.096897    0.032535
    1664       1    0.298872    0.053925
    1664       2    0.206694    0.049307
    1664       3    0.220541    0.049555
    1665       1    0.163660    0.037288
    1665       2    0.164693    0.042003
    1665       3    0.154772    0.039776
    1666       1    0.020057    0.013082
    1666       2    0.020273    0.014809
    1666       3    0.013350    0.012957
    1667       1    0.013954    0.012018
    1667       2    0.011572    0.012255
    1667       3    0.026946    0.017513
    1668       1    0.506043    0.067741
    1668       2    0.752342    0.062289
    1668       3    0.623103    0.062289
    1669       1    0.025773    0.015535
    1669       2    0.025209    0.017040
    1669       3    0.025353    0.016457
    1670       1    0.310240    0.055907
    1670       2    0.461382    0.073809
    1670       3    0.178283    0.054325
    1671       1    0.408573    0.049958
    1671       2    0.367510    0.055094
    1671       3    0.440603    0.056720
    1672       1    0.047503    0.020542
    1672       2    0.027519    0.018130
    1672       3    0.051396    0.023469
    1673       1    0.240704    0.049329
    1673       2    0.207104    0.048203
    1673       3    0.144523    0.044842
    1674       1    0.020094    0.013164
    1674       2    0.012930    0.012399
    1674       3    0.020452    0.014411
    1675       1    0.185635    0.045686
    1675       2    0.085691    0.037579
    1675       3    0.200287    0.051154
    1676       1    0.096616    0.029695
    1676       2    0.134406    0.040152
    1676       3    0.095465    0.032011
    1677       1    0.136177    0.035359
    1677       2    0.145271    0.039803
    1677       3    0.163247    0.041710
    1678       1    0.503386    0.058465
    1678       2    0.527697    0.064458
    1678       3    0.358560    0.066956
    1679       1    0.078504    0.027110
    1679       2    0.080330    0.028898
    1679       3    0.072805    0.028034
    1680       1    0.396509    0.053184
    1680       2    0.466604    0.063223
    1680       3    0.337606    0.059225
    1681       1    0.248918    0.052358
    1681       2    0.231651    0.053645
    1681       3    0.417299    0.073487
    1682       1    0.209381    0.050614
    1682       2    0.425030    0.077160
    1682       3    0.244459    0.053727
    1683       1    0.166995    0.040254
    1683       2    0.242665    0.054290
    1683       3    0.173842    0.043724
    1684       1    0.016642    0.013055
    1684       2    0.020704    0.015245
    1684       3    0.020586    0.014547
    1685       1    0.348326    0.049036
    1685       2    0.385475    0.055395
    1685       3    0.353597    0.053929
    1686       1    0.020114    0.013652
    1686       2    0.020599    0.015124
    1686       3    0.013818    0.012819
    1687       1    0.380912    0.050500
    1687       2    0.405327    0.056383
    1687       3    0.423729    0.056241
    1688       1    0.112711    0.032689
    1688       2    0.113705    0.035567
    1688       3    0.078552    0.030701
    1689       1    0.136451    0.039696
    1689       2    0.254503    0.061635
    1689       3    0.150379    0.040967
    1690       1    0.019905    0.013433
    1690       2    0.013150    0.012748
    1690       3    0.020602    0.015167
    1691       1    0.013731    0.012081
    1691       2    0.027303    0.017552
    1691       3    0.011273    0.011763
    1692       1    0.088601    0.028449
    1692       2    0.118827    0.036099
    1692       3    0.081268    0.029474
    1693       1    0.537323    0.052792
    1693       2    0.543152    0.056980
    1693       3    0.492165    0.059045
    1694       1    0.291726    0.047589
    1694       2    0.294266    0.052547
    1694       3    0.322575    0.052851
    1695       1    0.023668    0.014968
    1695       2    0.012513    0.012715
    1695       3    0.012733    0.012337
    1696       1    0.236508    0.049361
    1696       2    0.138186    0.043320
    1696       3    0.192167    0.045850
    1697       1    0.644870    0.050367
    1697       2    0.680486    0.054108
    1697       3    0.677863    0.053801
    1698       1    0.013040    0.011671
    1698       2    0.010772    0.011884
    1698       3    0.026643    0.017465
    1699       1    0.404189    0.050348
    1699       2    0.371496    0.054502
    1699       3    0.381394    0.055149
    1700       1    0.143457    0.035407
    1700       2    0.153680    0.040464
    1700       3    0.126086    0.036590
    1701       1    0.183427    0.040528
    1701       2    0.201982    0.045697
    1701       3    0.234277    0.051442
    1702       1    0.202983    0.040878
    1702       2    0.198467    0.045087
    1702       3    0.237813    0.048304
    1703       1    0.020773    0.013431
    1703       2    0.013554    0.012683
    1703       3    0.021157    0.014715
    1704       1    0.069451    0.029047
    1704       2    0.130942    0.042396
    1704       3    0.106182    0.035727
    1705       1    0.389457    0.051229
    1705       2    0.448750    0.060935
    1705       3    0.363024    0.055917
    1706       1    0.038019    0.018918
    1706       2    0.023467    0.016965
    1706       3    0.047586    0.022554
    1707       1    0.324214    0.052363
    1707       2    0.349411    0.055615
    1707       3    0.417762    0.062948
    1708       1    0.022922    0.014273
    1708       2    0.012043    0.012301
    1708       3    0.012394    0.012434
    1709       1    0.121287    0.033086
    1709       2    0.102858    0.033769
    1709       3    0.120510    0.036845
    1710       1    0.013789    0.012111
    1710       2    0.027083    0.018313
    1710       3    0.011342    0.011496
    1711       1    0.212945    0.043327
    1711       2    0.269573    0.052508
    1711       3    0.215572    0.046729
    1712       1    0.026050    0.016648
    1712       2    0.028438    0.018292
    1712       3    0.055112    0.026740
    1713       1    0.053828    0.023312
    1713       2    0.060091    0.026357
    1713       3    0.060428    0.026021
    1714       1    0.035805    0.017829
    1714       2    0.029599    0.018188
    1714       3    0.029593    0.017767
    1715       1    0.488856    0.053307
    1715       2    0.509672    0.059184
    1715       3    0.433833    0.058974
    1716       1    0.022425    0.013906
    1716       2    0.011669    0.011751
    1716       3    0.012013    0.011944
    1717       1    0.027849    0.016511
    1717       2    0.018816    0.015036
    1717       3    0.042949    0.022205
    1718       1    0.214038    0.045181
    1718       2    0.284548    0.055814
    1718       3    0.242045    0.049850
    1719       1    0.174518    0.041407
    1719       2    0.228434    0.054010
    1719       3    0.116977    0.040035
    1720       1    0.304635    0.052308
    1720       2    0.329601    0.055521
    1720       3    0.414521    0.065310
    1721       1    0.488423    0.053588
    1721       2    0.430546    0.057053
    1721       3    0.473064    0.056865
    1722       1    0.053877    0.022337
    1722       2    0.036927    0.020594
    1722       3    0.038002    0.020905
    1723       1    0.496844    0.055389
    1723       2    0.599678    0.065479
    1723       3    0.439351    0.062300
    1724       1    0.146910    0.037402
    1724       2    0.152614    0.041442
    1724       3    0.205986    0.049345
    1725       1    0.083952    0.027860
    1725       2    0.064306    0.026486
    1725       3    0.081674    0.030288
    1726       1    0.068425    0.030727
    1726       2    0.183564    0.057356
    1726       3    0.095851    0.034792
    1727       1    0.219632    0.042779
    1727       2    0.232746    0.047368
    1727       3    0.204787    0.044387
    1728       1    0.343973    0.050729
    1728       2    0.354832    0.053526
    1728       3    0.408874    0.058524
    1729       1    0.224938    0.047229
    1729       2    0.235986    0.049253
    1729       3    0.332768    0.063565
    1730       1    0.293484    0.047506
    1730       2    0.273772    0.050610
    1730       3    0.244400    0.049568
    1731       1    0.023390    0.014146
    1731       2    0.012550    0.012232
    1731       3    0.012531    0.011802
    1732       1    0.407021    0.061907
    1732       2    0.733362    0.064555
    1732       3    0.419628    0.066158
    1733       1    0.026562    0.015669
    1733       2    0.025353    0.016918
    1733       3    0.026043    0.017528
    1734       1    0.163713    0.038002
    1734       2    0.134930    0.038877
    1734       3    0.182902    0.044524
    1735       1    0.051504    0.022070
    1735       2    0.041332    0.021835
    1735       3    0.076581    0.030273
    1736       1    0.162006    0.037544
    1736       2    0.165685    0.041603
    1736       3    0.175875    0.042880
    1737       1    0.211671    0.043646
    1737       2    0.212914    0.047201
    1737       3    0.154110    0.042903
    1738       1    0.521880    0.054113
    1738       2    0.509796    0.057460
    1738       3    0.457804    0.058232
    1739       1    0.019815    0.012985
    1739       2    0.020554    0.014634
    1739       3    0.013288    0.012703
    1740       1    0.514491    0.054845
    1740       2    0.603966    0.064444
    1740       3    0.473116    0.061501
    1741       1    0.178215    0.037938
    1741       2    0.151197    0.039129
    1741       3    0.189360    0.044042
    1742       1    0.171258    0.039479
    1742       2    0.217592    0.048476
    1742       3    0.195775    0.044948
    1743       1    0.439779    0.052908
    1743       2    0.506550    0.059910
    1743       3    0.432170    0.057284
    1744       1    0.016353    0.012441
    1744       2    0.020358    0.014837
    1744       3    0.020537    0.014508
    1745       1    0.352836    0.059924
    1745       2    0.794758    0.055147
    1745       3    0.393185    0.065172
    1746       1    0.071187    0.026261
    1746       2    0.098419    0.034357
    1746       3    0.061928    0.026708
    1747       1    0.115011    0.032557
    1747       2    0.130462    0.038620
    1747       3    0.103167    0.033450
    1748       1    0.050848    0.021919
    1748       2    0.064416    0.027631
    1748       3    0.031462    0.019904
    1749       1    0.013605    0.011493
    1749       2    0.011058    0.011507
    1749       3    0.026629    0.017109
    1750       1    0.039348    0.019902
    1750       2    0.051743    0.023793
    1750       3    0.043576    0.021567
    1751       1    0.309567    0.050621
    1751       2    0.306751    0.055369
    1751       3    0.396387    0.062092
    1752       1    0.029361    0.015978
    1752       2    0.017090    0.014670
    1752       3    0.024618    0.016006
    1753       1    0.409497    0.051157
    1753       2    0.429391    0.056350
    1753       3    0.382481    0.055431
    1754       1    0.023708    0.014257
    1754       2    0.012649    0.012620
    1754       3    0.012799    0.012322
    1755       1    0.101493    0.033984
    1755       2    0.053611    0.025380
    1755       3    0.063192    0.027405
    1756       1    0.190773    0.052972
    1756       2    0.260295    0.057836
    1756       3    0.495787    0.074625
    1757       1    0.092218    0.030141
    1757       2    0.133587    0.039353
    1757       3    0.103098    0.033158
    1758       1    0.170060    0.037947
    1758       2    0.175901    0.043690
    1758       3    0.137269    0.038884
    1759       1    0.020664    0.013422
    1759       2    0.013582    0.012983
