   locus        mean         std         KLD
     777    1.306789    1.382484    0.006536
     778    1.338421    1.280222    0.006550
     779    1.243018    1.220959    0.000518
     780    1.209595    1.175659    0.001071
     781    1.189912    1.197757    0.000452
     782    1.144499    1.124830    0.002571
     783    1.284234    1.339366    0.003571
     784    1.324655    1.324722    0.003215
     785    1.144721    1.119411    0.002806
     786    1.179481    1.142589    0.001923
     787    1.213573    1.145860    0.004045
     788    1.252485    1.265796    0.000421
     789    1.143160    1.133256    0.002368
     790    1.255694    1.195406    0.003294
     791    1.210975    1.288133    0.005302
     792    1.224469    1.281936    0.002857
     793    1.153149    1.155548    0.001744
     794    1.164027    1.072204    0.009291
     795    1.309334    1.274172    0.003247
     796    1.397662    1.359811    0.010151
     797    1.128719    1.163111    0.004401
     798    1.123066    1.115188    0.003651
     799    1.304141    1.253587    0.003985
     800    1.233391    1.180968    0.002347
     801    1.214547    1.211537    0.000036
     802    1.181613    1.159623    0.001048
     803    1.246582    1.208323    0.001372
     804    1.575549    1.606606    0.035273
     805    1.119066    1.152805    0.005078
     806    1.345571    1.268235    0.008894
     807    1.451050    1.395064    0.017260
     808    1.922737    1.795046    0.124987
     809    1.093159    1.044414    0.008698
     810    1.338037    1.351053    0.004225
     811    1.090660    1.141077    0.009165
     812    1.233801    1.113297    0.012423
     813    1.163541    1.178606    0.001480
     814    1.141399    1.220103    0.008516
     815    1.131405    1.191000    0.006601
     816    1.319690    1.335962    0.003116
     817    1.466871    1.416827    0.018924
     818    1.083212    1.073931    0.007249
     819    1.163468    1.127228    0.002498
     820    1.243624    1.243140    0.000129
     821    1.512009    1.552102    0.024930
     822    1.694307    1.570801    0.065995
     823    1.627265    1.647541    0.044928
     824    1.269738    1.271253    0.000687
     825    1.641424    1.612602    0.048014
     826    1.235547    1.294766    0.003024
     827    1.621552    1.672830    0.044874
     828    1.194570    1.234808    0.001770
     829    1.235550    1.186444    0.002069
     830    1.108797    1.082377    0.005440
     831    1.307589    1.203411    0.010455
     832    1.322305    1.360343    0.004152
     833    1.185648    1.198761    0.000662
     834    1.149896    1.165907    0.002162
     835    1.129912    1.119450    0.003213
     836    1.183652    1.226292    0.002242
     837    1.171568    1.134173    0.002241
     838    1.142818    1.150536    0.002358
     839    1.096659    1.056441    0.007530
     840    1.123472    1.167883    0.005593
     841    1.026572    1.024366    0.014591
     842    1.184087    1.156983    0.001205
     843    1.216447    1.138861    0.005267
     844    1.281572    1.310450    0.001744
     845    1.377106    1.430133    0.009167
     846    1.335075    1.277152    0.006308
     847    1.262360    1.292618    0.001238
     848    1.471954    1.471680    0.018130
     849    1.293559    1.285534    0.001608
     850    1.314965    1.382474    0.006054
     851    1.283805    1.416399    0.014867
     852    1.276610    1.347147    0.004854
     853    1.189177    1.132469    0.003331
     854    1.190363    1.159217    0.001253
     855    1.166476    1.101136    0.005176
     856    1.296692    1.267505    0.002345
     857    1.261487    1.206161    0.002931
     858    1.315405    1.348377    0.003487
     859    1.629979    1.583520    0.046307
     860    1.715320    1.786082    0.066180
     861    1.288547    1.277172    0.001444
     862    1.232414    1.277929    0.001799
     863    1.238218    1.250532    0.000201
     864    1.739158    1.705266    0.070124
     865    1.546483    1.458180    0.033833
     866    1.537052    1.618622    0.031692
     867    1.395056    1.527150    0.020486
     868    1.485481    1.506898    0.020311
     869    1.747184    1.771077    0.071847
     870    1.331320    1.352493    0.003977
     871    1.356788    1.384250    0.006041
     872    1.184323    1.158236    0.001149
     873    1.270828    1.214026    0.003282
     874    1.251246    1.270519    0.000561
     875    1.249274    1.310747    0.003351
     876    1.198302    1.193079    0.000244
     877    1.378413    1.356371    0.007679
     878    1.141176    1.159529    0.002734
     879    1.285008    1.312523    0.001810
     880    1.212879    1.124992    0.006828
     881    1.679812    1.685902    0.055893
     882    1.603068    1.520349    0.043356
     883    1.407312    1.480507    0.013726
     884    1.179837    1.111032    0.005046
     885    1.473418    1.518855    0.019573
     886    1.079688    1.126253    0.009954
     887    1.463546    1.544986    0.020996
     888    1.100572    1.111013    0.005566
     889    1.461755    1.456381    0.016765
     890    1.669164    1.719757    0.054732
     891    1.218998    1.215920    0.000015
     892    1.154476    1.132346    0.002136
     893    1.414288    1.406486    0.011013
     894    1.057906    1.084490    0.010949
     895    1.146898    1.143154    0.002077
     896    1.229656    1.134010    0.007840
     897    1.337200    1.375947    0.005136
     898    1.172122    1.151635    0.001305
     899    1.257721    1.169619    0.006715
     900    1.197429    1.184814    0.000374
     901    1.493096    1.489904    0.021148
     902    1.568074    1.551538    0.033547
     903    1.127725    1.231550    0.014163
     904    1.155404    1.173755    0.001960
     905    1.392399    1.381188    0.008769
     906    1.155252    1.144299    0.001744
     907    1.106714    1.133951    0.005692
     908    1.273214    1.284694    0.000901
     909    1.486131    1.545303    0.022189
     910    1.210388    1.285919    0.005094
     911    1.117888    1.125431    0.004044
     912    1.162502    1.148655    0.001478
     913    1.221998    1.185925    0.001112
     914    1.038676    1.114220    0.019579
     915    1.225853    1.286301    0.003153
     916    1.377675    1.442039    0.010122
     917    1.328345    1.360619    0.004222
     918    1.314697    1.366838    0.004669
     919    1.181299    1.225866    0.002472
     920    1.425162    1.449009    0.012573
     921    1.115202    1.119025    0.004210
     922    1.223937    1.207048    0.000238
     923    1.238607    1.284306    0.001844
     924    1.186301    1.204735    0.000801
     925    1.142433    1.158520    0.002581
     926    1.174450    1.158172    0.001079
     927    1.238393    1.235790    0.000074
     928    1.182912    1.175632    0.000619
     929    1.146838    1.151422    0.002092
     930    1.346893    1.321219    0.005195
     931    1.330735    1.368404    0.004651
     932    1.331532    1.267598    0.006618
     933    1.186396    1.158851    0.001163
     934    1.091151    1.109165    0.006704
     935    1.286191    1.304848    0.001533
     936    1.324147    1.410532    0.008681
     937    1.162834    1.094193    0.005778
     938    1.221477    1.212841    0.000062
     939    1.160180    1.137995    0.001865
     940    1.210777    1.088979    0.013208
     941    1.187931    1.176733    0.000549
     942    1.192632    1.203643    0.000447
     943    1.131637    1.152238    0.003429
     944    1.124813    1.147381    0.003994
     945    1.172186    1.178927    0.000964
     946    1.135248    1.098422    0.004100
     947    1.336914    1.406558    0.007534
     948    1.296789    1.358136    0.004610
     949    1.384208    1.414911    0.008544
     950    1.170532    1.185343    0.001192
     951    1.161564    1.173583    0.001486
     952    1.115068    1.153941    0.005787
     953    1.236557    1.182829    0.002475
     954    1.172811    1.168759    0.000909
     955    1.196446    1.139082    0.003209
     956    1.191329    1.216217    0.000934
     957    1.250394    1.303152    0.002544
     958    1.247614    1.211101    0.001277
     959    1.176266    1.149412    0.001438
     960    1.212264    1.187339    0.000580
     961    1.305739    1.309483    0.002154
     962    1.351109    1.404732    0.007104
     963    1.298928    1.269456    0.002459
     964    1.201845    1.245991    0.001920
     965    1.252869    1.280210    0.000902
     966    1.184390    1.307407    0.014393
     967    1.280286    1.372986    0.007795
     968    1.162989    1.133527    0.002096
     969    1.284464    1.296725    0.001309
     970    1.170611    1.139369    0.001882
     971    1.193156    1.156093    0.001552
     972    1.231505    1.160693    0.004279
     973    1.181279    1.201966    0.001025
     974    1.146066    1.116496    0.002958
     975    1.162986    1.141195    0.001724
     976    1.211161    1.177623    0.001031
     977    1.141470    1.205455    0.006441
     978    1.038534    1.043303    0.012805
     979    1.256107    1.212875    0.001855
     980    1.118968    1.062205    0.007208
     981    1.192882    1.279913    0.007193
     982    1.799857    1.727373    0.087013
     983    1.190575    1.208184    0.000668
     984    1.067226    1.074870    0.009036
     985    1.236880    1.248403    0.000173
     986    1.225613    1.285632    0.003110
     987    1.239450    1.207830    0.000908
     988    1.109014    1.092869    0.004967
     989    1.352961    1.425946    0.008967
     990    1.184176    1.136072    0.002653
     991    1.279808    1.274190    0.001036
     992    1.378174    1.502916    0.017879
     993    1.244891    1.234426    0.000232
     994    1.522140    1.504063    0.025784
     995    1.186439    1.274571    0.007595
     996    1.155461    1.127736    0.002354
     997    1.051244    1.109864    0.015020
     998    1.333750    1.399909    0.006993
     999    1.287445    1.243160    0.002816
    1000    1.358399    1.428450    0.009077
    1001    1.253402    1.227767    0.000816
    1002    1.278033    1.303705    0.001482
    1003    1.101351    1.052335    0.007916
    1004    1.132623    1.120731    0.003063
    1005    1.203370    1.245330    0.001726
    1006    1.280424    1.295337    0.001217
    1007    1.330366    1.381340    0.005489
    1008    1.479922    1.463820    0.019388
    1009    1.055243    0.998257    0.014220
    1010    1.120072    1.162968    0.005722
    1011    1.409121    1.374487    0.011183
    1012    1.355419    1.341737    0.005518
    1013    1.281935    1.233385    0.002927
    1014    1.441500    1.502567    0.016485
    1015    1.493097    1.555308    0.023399
    1016    1.260148    1.292180    0.001277
    1017    1.280669    1.307790    0.001634
    1018    1.945577    1.869863    0.128086
    1019    1.205713    1.175950    0.000885
    1020    1.962060    2.064274    0.134694
    1021    1.563680    1.601055    0.033375
    1022    1.212683    1.261038    0.002109
    1023    1.239840    1.198701    0.001491
    1024    1.198856    1.269584    0.004714
    1025    1.286122    1.336789    0.003269
    1026    1.436440    1.447359    0.013614
    1027    1.191126    1.166860    0.000890
    1028    1.288121    1.270062    0.001577
    1029    1.303831    1.340666    0.003089
    1030    1.331075    1.345542    0.003784
    1031    1.387081    1.406069    0.008421
    1032    1.240757    1.245690    0.000117
    1033    1.800195    1.868599    0.086901
    1034    1.211268    1.210458    0.000054
    1035    1.308091    1.322503    0.002427
    1036    1.351517    1.363667    0.005197
    1037    1.591708    1.593467    0.037763
    1038    1.784255    1.762848    0.081072
    1039    1.540900    1.632144    0.033223
    1040    1.164606    1.146043    0.001531
    1041    1.533999    1.516747    0.027695
    1042    1.419717    1.476263    0.013644
    1043    1.663074    1.608042    0.053611
    1044    1.649038    1.711586    0.051091
    1045    1.280035    1.188116    0.007686
    1046    1.928505    1.934393    0.121025
    1047    1.208659    1.219155    0.000180
    1048    1.221614    1.198869    0.000439
    1049    1.119016    1.065142    0.006873
    1050    1.177250    1.183268    0.000782
    1051    1.176105    1.212005    0.001999
    1052    1.298963    1.250779    0.003569
    1053    1.109392    1.167782    0.008257
    1054    1.141374    1.132765    0.002449
    1055    1.221559    1.187467    0.000994
    1056    1.252547    1.301308    0.002241
    1057    1.171170    1.158228    0.001106
    1058    1.244371    1.363928    0.012009
    1059    1.255512    1.270722    0.000525
    1060    1.210521    1.182670    0.000732
    1061    1.220315    1.221005    0.000005
    1062    1.313034    1.340377    0.003101
    1063    1.153759    1.196764    0.003515
    1064    1.067072    1.085527    0.009380
    1065    1.215113    1.255865    0.001492
    1066    1.050599    1.040395    0.011199
    1067    1.283027    1.203445    0.006093
    1068    1.187630    1.214139    0.001102
    1069    1.348986    1.317443    0.005587
    1070    1.223211    1.294260    0.004364
    1071    1.231287    1.217521    0.000173
    1072    1.115771    1.049292    0.008723
    1073    1.267657    1.232919    0.001581
    1074    1.251895    1.237285    0.000427
    1075    1.219280    1.205773    0.000159
    1076    2.104245    1.987993    0.181322
    1077    1.206495    1.128874    0.005443
    1078    1.104587    1.124228    0.005501
    1079    1.541231    1.520717    0.028965
    1080    1.174681    1.145000    0.001642
    1081    1.348429    1.327330    0.005159
    1082    1.161700    1.229297    0.005716
    1083    1.222653    1.182571    0.001373
    1084    1.080724    1.090172    0.007530
    1085    1.147522    1.122412    0.002638
    1086    1.170182    1.202319    0.001978
    1087    1.176677    1.219696    0.002503
    1088    1.109332    1.070555    0.006236
    1089    1.168015    1.126691    0.002675
    1090    1.252829    1.199869    0.002567
    1091    1.224192    1.142861    0.005698
    1092    1.191569    1.209027    0.000640
    1093    1.183153    1.199666    0.000825
    1094    3.835411    2.559746    1.142466
    1095    1.127101    1.101579    0.003952
    1096    1.166281    1.251398    0.008015
    1097    1.142943    1.170075    0.003027
    1098    1.119810    1.110241    0.003924
    1099    1.651415    1.704411    0.051064
    1100    1.639769    1.603862    0.047890
    1101    1.227507    1.252644    0.000556
    1102    1.198015    1.199495    0.000229
    1103    1.248604    1.190344    0.002998
    1104    1.298930    1.242923    0.004192
    1105    1.153471    1.169296    0.001972
    1106    1.123949    1.094991    0.004371
    1107    1.160511    1.118381    0.003075
    1108    1.309119    1.233597    0.006606
    1109    1.171914    1.248975    0.006513
    1110    1.243288    1.224210    0.000420
    1111    1.251202    1.262054    0.000348
    1112    1.298427    1.397787    0.009333
    1113    1.244360    1.210636    0.001073
    1114    5.858304    2.367908    2.764271
    1115    1.364752    1.403553    0.007213
    1116    1.149628    1.197657    0.004186
    1117    1.167036    1.166091    0.001114
    1118    1.235265    1.198602    0.001166
    1119    1.234079    1.248901    0.000227
    1120    5.428934    2.574419    2.352387
    1121    1.155857    1.162219    0.001647
    1122    1.181333    1.179072    0.000622
    1123    1.249215    1.182773    0.003852
    1124    6.101510    2.285071    2.990289
    1125    2.854439    2.557243    0.499533
    1126    1.251347    1.292063    0.001629
    1127    1.253893    1.301833    0.002197
    1128    2.844198    2.559702    0.493664
    1129    3.904143    2.507919    1.205701
    1130    3.142278    2.511501    0.677858
    1131    1.075171    1.024157    0.010933
    1132    1.149670    1.146144    0.001927
    1133    1.126425    1.078663    0.005655
    1134    1.228983    1.218705    0.000094
    1135    1.165903    1.195894    0.002025
    1136    1.673544    1.789591    0.060698
    1137    1.423393    1.430682    0.012036
    1138    1.498263    1.424330    0.025041
    1139    1.584183    1.534813    0.037591
    1140    1.162067    1.138745    0.001829
    1141    1.095906    1.053044    0.007840
    1142    1.144377    1.183573    0.003735
    1143    1.222755    1.163757    0.002992
    1144    1.095920    1.091637    0.005897
    1145    1.132538    1.104233    0.003726
    1146    1.167706    1.156487    0.001201
    1147    1.168088    1.135297    0.002075
    1148    1.519624    1.481253    0.026018
    1149    1.257127    1.209943    0.002166
    1150    2.637416    2.248718    0.415644
    1151    1.405711    1.341992    0.012690
    1152    1.139578    1.162281    0.003010
    1153    1.220769    1.242009    0.000403
    1154    1.470977    1.500731    0.018534
    1155    1.188587    1.161834    0.001066
    1156    3.329230    2.511949    0.799968
    1157    1.125526    1.079075    0.005597
    1158    1.641546    1.609768    0.048125
    1159    1.339368    1.329816    0.004252
    1160    1.176741    1.171128    0.000788
    1161    1.419265    1.381049    0.012454
    1162    4.287621    2.275419    1.564728
    1163    1.250477    1.286895    0.001341
    1164    1.257743    1.182532    0.004985
    1165    1.205627    1.169404    0.001264
    1166    1.541177    1.433072    0.035092
    1167    1.610754    1.564048    0.042500
    1168    1.781382    1.635008    0.088901
    1169    1.666306    1.639915    0.053226
    1170    1.515735    1.475389    0.025494
    1171    1.591392    1.474821    0.044638
    1172    1.542458    1.583851    0.029893
    1173    1.293869    1.308862    0.001755
    1174    1.183122    1.168916    0.000747
    1175    1.218064    1.209251    0.000075
    1176    1.529805    1.659492    0.036104
    1177    1.652537    1.689791    0.050626
    1178    1.597160    1.539431    0.040468
    1179    1.210697    1.251764    0.001558
    1180    1.258539    1.208733    0.002400
    1181    1.275826    1.216540    0.003649
    1182    1.204286    1.291381    0.006878
    1183    1.174796    1.178376    0.000840
    1184    1.147440    1.201111    0.004874
    1185    1.229223    1.235239    0.000043
    1186    1.647589    1.686328    0.049640
    1187    1.165304    1.172616    0.001238
    1188    1.466109    1.427259    0.018226
    1189    1.382303    1.335771    0.009166
    1190    1.249316    1.268294    0.000519
    1191    1.365928    1.368348    0.006261
    1192    1.232368    1.256047    0.000511
    1193    1.323623    1.379995    0.005507
    1194    1.433297    1.458691    0.013572
    1195    1.555982    1.552413    0.031276
    1196    1.790053    1.724903    0.084080
    1197    1.218720    1.214831    0.000020
    1198    1.331247    1.285161    0.005169
    1199    1.259762    1.196425    0.003672
    1200    1.192144    1.200155    0.000404
    1201    1.104992    1.107525    0.005056
    1202    1.322416    1.438565    0.013008
    1203    1.300138    1.346091    0.003491
    1204    1.173144    1.225626    0.003481
    1205    1.389712    1.343288    0.009852
    1206    1.167387    1.139176    0.001841
    1207    1.432642    1.485588    0.014857
    1208    1.094364    1.044155    0.008732
    1209    1.215213    1.238738    0.000519
    1210    1.283678    1.168511    0.011596
    1211    1.170211    1.132837    0.002293
    1212    1.679073    1.857237    0.070172
    1213    1.094085    1.042354    0.008928
    1214    1.316559    1.295044    0.003066
    1215    1.187370    1.217118    0.001277
    1216    1.291569    1.292578    0.001477
    1217    1.181018    1.228374    0.002718
    1218    1.166347    1.129151    0.002439
    1219    1.172919    1.088901    0.007523
    1220    1.124870    1.186446    0.007340
    1221    1.196509    1.187199    0.000328
    1222    1.203500    1.239046    0.001280
    1223    1.101271    1.071363    0.006319
    1224    1.160694    1.141278    0.001733
    1225    1.024351    1.023955    0.014937
    1226    1.054409    1.034605    0.011021
    1227    1.116705    1.099817    0.004361
    1228    1.270388    1.313189    0.002184
    1229    1.099124    1.064681    0.006831
    1230    1.211125    1.194938    0.000278
    1231    1.088240    1.023899    0.011142
    1232    1.053206    1.092815    0.012574
    1233    1.029750    0.968934    0.018587
    1234    1.171189    1.089500    0.007239
    1235    1.195607    1.270409    0.005330
    1236    1.123182    1.223982    0.013948
    1237    1.062749    1.045028    0.009861
    1238    1.269188    1.286377    0.000913
    1239    1.092003    1.102403    0.006382
    1240    1.156170    1.134927    0.002015
    1241    1.185530    1.240681    0.003309
    1242    1.175450    1.161781    0.000972
    1243    1.129622    1.110203    0.003500
    1244    1.265813    1.192462    0.004900
    1245    1.139475    1.064787    0.008039
    1246    1.160249    1.173556    0.001577
    1247    1.136091    1.076600    0.006231
    1248    1.126878    1.037506    0.011460
    1249    1.250672    1.288335    0.001420
    1250    1.186857    1.240286    0.003097
    1251    1.151390    1.205351    0.004676
    1252    1.204715    1.205761    0.000125
    1253    1.332079    1.338449    0.003724
    1254    1.431064    1.466904    0.013714
    1255    1.167870    1.231928    0.004975
    1256    1.262910    1.299964    0.001623
    1257    1.248293    1.224234    0.000666
    1258    1.120929    1.243468    0.019095
    1259    1.209306    1.133624    0.005123
    1260    1.167946    1.143589    0.001628
    1261    1.050708    1.062068    0.011225
    1262    1.200255    1.120059    0.005953
    1263    1.169278    1.179531    0.001130
    1264    1.237475    1.170120    0.003875
    1265    1.273565    1.213589    0.003651
    1266    1.402990    1.411304    0.009815
    1267    1.376743    1.346327    0.007824
    1268    1.576048    1.714312    0.044760
    1269    1.384567    1.446209    0.010505
    1270    1.285212    1.286489    0.001217
    1271    1.186883    1.185443    0.000468
    1272    1.133654    1.168522    0.004094
    1273    1.283296    1.263562    0.001438
    1274    1.120228    1.147945    0.004605
    1275    1.228357    1.129125    0.008457
    1276    1.280533    1.328687    0.002879
    1277    1.172459    1.167254    0.000931
    1278    1.261931    1.219027    0.001951
    1279    1.253082    1.283983    0.001077
    1280    1.224480    1.228849    0.000019
    1281    1.315496    1.259655    0.004980
    1282    1.242682    1.208145    0.001100
    1283    1.155964    1.164422    0.001673
    1284    1.132205    1.221091    0.010898
    1285    1.220504    1.214889    0.000029
    1286    1.115904    1.164311    0.006581
    1287    1.141017    1.017341    0.017690
    1288    1.177607    1.159789    0.001021
    1289    1.235779    1.188547    0.001918
    1290    1.205707    1.175673    0.000900
    1291    1.417611    1.416569    0.011346
    1292    1.421312    1.509575    0.016747
    1293    1.169689    1.134953    0.002135
    1294    0.970443    1.076153    0.040189
    1295    1.191729    1.165707    0.000955
    1296    1.178829    1.111305    0.004921
    1297    1.145239    1.138739    0.002196
    1298    1.266706    1.297745    0.001385
    1299    1.199896    1.060429    0.017799
    1300    1.235653    1.200456    0.001080
    1301    1.212861    1.211890    0.000041
    1302    1.225571    1.209147    0.000225
    1303    1.358566    1.330064    0.006202
    1304    1.300617    1.312129    0.001993
    1305    1.168481    1.235675    0.005335
    1306    1.362776    1.362939    0.005991
    1307    1.660660    1.599022    0.053455
    1308    1.319664    1.308764    0.002995
    1309    1.228693    1.266538    0.001246
    1310    1.181478    1.224562    0.002346
    1311    1.178828    1.167417    0.000810
    1312    1.183761    1.184130    0.000550
    1313    1.215603    1.155142    0.003203
    1314    1.188835    1.261316    0.005224
    1315    1.125855    1.074235    0.006089
    1316    1.172953    1.112756    0.004278
    1317    1.163220    1.213442    0.003691
    1318    1.222917    1.207958    0.000187
    1319    1.106007    0.995451    0.017942
    1320    1.202277    1.263562    0.003524
    1321    1.081425    1.017347    0.011876
    1322    1.123654    1.121240    0.003553
    1323    1.136888    1.161548    0.003271
    1324    1.191646    1.225486    0.001407
    1325    1.030613    1.040829    0.014091
    1326    1.099375    1.120916    0.006060
    1327    1.124533    1.172103    0.005809
    1328    1.132312    1.093239    0.004469
    1329    1.076529    1.053102    0.008488
    1330    1.205301    1.161783    0.001784
    1331    1.169181    1.186747    0.001329
    1332    1.168319    1.230849    0.004772
    1333    1.283425    1.253863    0.001820
    1334    1.493837    1.527986    0.021939
    1335    1.080847    1.083173    0.007420
    1336    1.161380    1.107462    0.004118
    1337    1.307010    1.260058    0.003858
    1338    1.125995    1.073634    0.006157
    1339    1.084060    1.100608    0.007379
    1340    1.253531    1.277869    0.000786
    1341    1.592828    1.583986    0.038009
    1342    1.161385    1.216512    0.004272
    1343    1.303009    1.310271    0.002047
    1344    1.135451    1.091002    0.004706
    1345    1.117540    1.068524    0.006477
    1346    1.156523    1.078715    0.007417
    1347    1.247423    1.246948    0.000183
    1348    1.218258    1.320502    0.009083
    1349    1.336335    1.355439    0.004251
    1350    1.180580    1.140561    0.002109
    1351    1.324811    1.292779    0.003967
    1352    1.293736    1.310455    0.001792
    1353    1.105183    1.074950    0.005984
    1354    1.134245    1.131866    0.002825
    1355    1.164031    1.200562    0.002521
    1356    1.103086    1.090139    0.005388
    1357    1.337527    1.431320    0.010408
    1358    1.301386    1.346214    0.003470
    1359    1.140928    1.186358    0.004468
    1360    1.148002    1.164362    0.002275
    1361    1.102553    1.082151    0.005697
    1362    1.135525    1.069923    0.007039
    1363    1.090237    1.096374    0.006479
    1364    1.059858    1.040964    0.010274
    1365    1.124699    1.133314    0.003553
    1366    1.188542    1.280485    0.008140
    1367    1.198645    1.178003    0.000589
    1368    1.266475    1.198742    0.004273
    1369    1.186005    1.268442    0.006725
    1370    1.258083    1.258244    0.000384
    1371    1.172066    1.177339    0.000951
    1372    1.106242    1.065477    0.006676
    1373    1.265726    1.185743    0.005723
    1374    1.185453    1.170544    0.000701
    1375    1.067035    1.035343    0.010113
    1376    1.039431    1.013826    0.013415
    1377    1.124910    1.102826    0.003945
    1378    1.434254    1.413666    0.013530
    1379    1.190220    1.179787    0.000480
    1380    1.160091    1.065814    0.009960
    1381    1.204168    1.140968    0.003675
    1382    1.057177    1.064014    0.010273
    1383    1.266243    1.308326    0.002026
    1384    1.209803    1.210991    0.000069
    1385    1.073747    1.082339    0.008289
    1386    1.023536    0.994065    0.016124
    1387    1.069531    1.009718    0.012719
    1388    1.072867    1.026662    0.010682
    1389    1.186519    1.254221    0.004688
    1390    1.223353    1.203250    0.000340
    1391    1.150093    1.047341    0.012246
    1392    1.052402    1.056986    0.010868
    1393    1.094378    1.071652    0.006573
    1394    1.082794    1.029023    0.010374
    1395    1.178450    1.208273    0.001546
    1396    1.232610    1.309301    0.005029
    1397    1.374418    1.372173    0.006999
    1398    1.377688    1.404273    0.007782
    1399    1.317198    1.284843    0.003533
    1400    1.252186    1.249337    0.000269
    1401    1.236744    1.190024    0.001882
    1402    1.150096    1.122908    0.002603
    1403    1.177832    1.197307    0.001088
    1404    1.185182    1.211209    0.001144
    1405    1.176676    1.101478    0.006033
    1406    1.121586    1.133282    0.003847
    1407    1.145825    1.106446    0.003634
    1408    1.094755    1.025926    0.011090
    1409    1.071832    1.087823    0.008718
    1410    1.196299    1.243494    0.002282
    1411    1.123333    1.122688    0.003572
    1412    1.314516    1.272437    0.003922
    1413    1.063290    1.014030    0.012201
    1414    1.278001    1.252015    0.001473
    1415    1.108739    1.047296    0.008679
    1416    1.173565    1.216893    0.002643
    1417    1.178608    1.162869    0.000924
    1418    1.113505    1.090671    0.004861
    1419    1.196756    1.201748    0.000274
    1420    1.134210    1.080657    0.005687
    1421    1.092439    1.084841    0.006275
    1422    1.201640    1.288498    0.006908
    1423    1.237259    1.203863    0.000987
    1424    1.156846    1.049394    0.012753
    1425    1.159806    1.202833    0.003212
    1426    1.130009    1.132013    0.003106
    1427    1.170105    1.193632    0.001527
    1428    1.166606    1.194331    0.001871
    1429    1.183353    1.139933    0.002283
    1430    1.250810    1.271627    0.000605
    1431    1.196298    1.145040    0.002613
    1432    1.227938    1.236028    0.000065
    1433    1.218711    1.159826    0.003009
    1434    1.175671    1.105555    0.005381
    1435    1.124647    1.096712    0.004260
    1436    1.105269    1.083314    0.005522
    1437    1.112550    1.157304    0.006510
    1438    1.118150    1.100041    0.004291
    1439    1.187941    1.229737    0.002052
    1440    1.203801    1.251715    0.002196
    1441    1.379284    1.331661    0.008962
    1442    1.182800    1.129951    0.003139
    1443    1.218556    1.197005    0.000404
    1444    1.183469    1.142432    0.002095
    1445    1.072777    1.124690    0.011350
    1446    1.125574    1.075144    0.005987
    1447    1.123807    1.130742    0.003590
    1448    1.143333    1.097457    0.004329
    1449    1.117518    1.078898    0.005537
    1450    1.194121    1.246312    0.002781
    1451    1.135963    1.199807    0.006799
    1452    1.113471    1.099984    0.004514
    1453    1.144108    1.115563    0.003012
    1454    1.320046    1.300432    0.003211
    1455    1.121190    1.221083    0.013947
    1456    1.052524    0.994270    0.014769
    1457    1.254560    1.233585    0.000661
    1458    1.166303    1.155613    0.001246
    1459    1.287458    1.269839    0.001538
    1460    1.151163    1.174958    0.002400
    1461    1.134562    1.128043    0.002840
    1462    1.272626    1.241483    0.001533
    1463    1.197942    1.233149    0.001356
    1464    1.201561    1.183992    0.000436
    1465    1.225418    1.208805    0.000231
    1466    1.116806    1.153034    0.005439
    1467    1.184400    1.126065    0.003650
    1468    1.116914    1.102329    0.004270
    1469    1.136416    1.090213    0.004801
    1470    1.200218    1.167091    0.001159
    1471    1.172752    1.176855    0.000916
    1472    1.180916    1.191000    0.000730
    1473    1.189664    1.149310    0.001869
    1474    1.180202    1.129035    0.003064
    1475    1.098334    1.061134    0.007117
    1476    1.566475    1.655085    0.037264
    1477    1.215489    1.216422    0.000025
    1478    1.165306    1.133918    0.002107
    1479    1.188215    1.200303    0.000572
    1480    1.250716    1.278548    0.000887
    1481    1.215966    1.201890    0.000188
    1482    1.149846    1.118799    0.002835
    1483    1.152990    1.092883    0.005241
    1484    1.113224    1.083066    0.005286
    1485    1.149856    1.179147    0.002756
    1486    1.145146    1.133779    0.002284
    1487    1.109309    1.100751    0.004748
    1488    1.175619    1.156055    0.001147
    1489    1.234485    1.208150    0.000614
    1490    1.173495    1.090950    0.007265
    1491    1.131951    1.124527    0.003023
    1492    1.167822    1.181127    0.001256
    1493    1.170760    1.184581    0.001157
    1494    1.135448    1.177117    0.004497
    1495    1.309262    1.219805    0.008355
    1496    1.153092    1.087093    0.005960
    1497    1.104344    1.083080    0.005573
    1498    1.098345    1.082211    0.005921
    1499    1.106581    1.038206    0.009833
    1500    1.211276    1.261242    0.002265
    1501    1.225396    1.153501    0.004437
    1502    1.224208    1.155344    0.004075
    1503    1.243655    1.181359    0.003355
    1504    1.258616    1.340104    0.005811
    1505    1.163178    1.093230    0.005934
    1506    1.130818    1.113375    0.003345
    1507    1.140886    1.167273    0.003111
    1508    1.120571    1.063291    0.007137
    1509    1.108697    1.064932    0.006724
    1510    1.100203    1.101081    0.005480
    1511    1.179772    1.087706    0.008546
    1512    1.108012    1.095078    0.004956
    1513    1.198689    1.192128    0.000250
    1514    1.230199    1.256410    0.000610
    1515    1.162893    1.249845    0.008495
    1516    1.308837    1.190713    0.012869
    1517    1.102338    1.083806    0.005640
    1518    1.117862    1.080006    0.005449
    1519    1.273584    1.236537    0.001881
    1520    1.261406    1.254889    0.000492
    1521    1.209626    1.205184    0.000084
    1522    1.154945    1.076081    0.007670
    1523    1.128122    1.121808    0.003268
