   locus    deme        mean         std  mean_all_1   std_all_1  mean_all_2   std_all_2
     483       1    1.181328    1.921185    0.953919    1.359855    1.401575    2.318641
     483       2    1.152214    1.966017    1.396137    2.414955    0.885837    1.257561
     483       3    1.246435    2.268512    1.532073    2.731947    0.898729    1.450855
     483       4    1.130533    1.901033    0.884297    1.524388    1.372861    2.182940
     484       1    1.113242    1.598118    1.089987    1.593110    1.135495    1.602581
     484       2    1.416062    2.530962    0.751540    1.136155    1.859077    3.053696
     484       3    1.176830    1.857877    1.199374    1.980389    1.154376    1.726947
     484       4    1.267792    2.036141    1.530736    2.387305    0.946416    1.435111
     485       1    1.251747    2.242969    1.569173    2.851444    0.906488    1.196029
     485       2    1.437261    2.432293    1.921789    3.027254    0.813029    1.019386
     485       3    1.308405    2.053538    0.872822    1.303878    1.613608    2.398850
     485       4    1.160985    1.736417    0.975112    1.490860    1.353673    1.940034
     486       1    1.053114    1.566184    1.146847    1.686233    0.948260    1.412563
     486       2    1.397664    3.005899    1.937300    3.867136    0.751288    1.085659
     486       3    1.124930    1.740593    0.724793    1.141165    1.430502    2.033023
     486       4    1.027673    1.525435    0.942557    1.463183    1.110770    1.579434
     487       1    1.241483    1.720133    1.249722    1.703231    1.233375    1.736569
     487       2    1.478670    2.819502    1.994578    3.538796    0.822060    1.165718
     487       3    1.227089    1.967004    0.991982    1.495665    1.428173    2.275369
     487       4    1.358853    2.277629    1.038554    1.657218    1.617757    2.647814
     488       1    1.011280    1.530843    0.896149    1.296230    1.117982    1.713042
     488       2    1.129399    1.964677    0.715998    0.984050    1.448978    2.420963
     488       3    1.049349    1.606283    1.068844    1.565617    1.029219    1.646976
     488       4    1.112746    2.015372    1.367024    2.369523    0.801961    1.410001
     489       1    1.331892    2.253090    1.555013    2.663567    1.031256    1.483114
     489       2    1.229932    2.021611    1.096605    1.938712    1.357008    2.089674
     489       3    1.223787    2.034475    1.220321    2.116920    1.227366    1.945681
     489       4    1.390240    3.179788    1.633495    4.023729    1.128817    1.856265
     490       1    1.155879    1.825415    0.911872    1.330444    1.388448    2.170286
     490       2    1.070857    1.648483    0.997372    1.416013    1.146128    1.853647
     490       3    1.236398    2.310199    0.850012    1.231058    1.536311    2.845602
     490       4    1.185266    2.043420    1.414972    2.422156    0.897617    1.381608
     491       1    1.016243    1.655158    1.211145    1.934807    0.786522    1.207776
     491       2    1.058425    1.621854    1.053543    1.560426    1.063387    1.681962
     491       3    1.127859    1.896440    1.375693    2.253727    0.836923    1.303477
     491       4    1.137477    2.006947    0.851348    1.242244    1.386169    2.460569
     492       1    1.235310    1.973881    1.457807    2.293700    0.982385    1.491461
     492       2    1.176121    1.823773    1.157655    1.845120    1.196613    1.799567
     492       3    1.169018    1.973564    1.465944    2.396104    0.807572    1.187191
     492       4    1.165090    1.872216    0.891771    1.333906    1.396050    2.201620
     493       1    1.114393    1.765150    1.290999    2.064743    0.919977    1.334356
     493       2    1.231583    2.155590    0.982376    1.669585    1.466274    2.506743
     493       3    1.218958    1.796250    1.454265    2.071846    0.931361    1.331616
     493       4    1.148125    1.806412    1.303397    2.128154    0.973030    1.333326
     494       1    1.044731    1.537802    0.960764    1.351429    1.119193    1.682424
     494       2    1.257025    2.037203    0.712025    0.943755    1.643649    2.470287
     494       3    1.137307    1.635293    1.085203    1.571900    1.188176    1.693351
     494       4    1.151846    1.818374    1.400000    2.194190    0.886223    1.247348
     495       1    1.056680    1.592514    0.956626    1.374374    1.157942    1.780652
     495       2    1.185531    1.853326    0.785185    1.141726    1.482651    2.193020
     495       3    1.099911    1.640198    1.224387    1.821932    0.980795    1.434969
     495       4    1.193871    2.070482    1.456075    2.476873    0.887303    1.397087
     496       1    1.120251    1.861933    1.280868    2.189241    0.954411    1.429528
     496       2    1.001920    1.631579    1.011525    1.627510    0.993195    1.635218
     496       3    1.134951    1.933669    1.376507    2.260374    0.840907    1.383341
     496       4    1.171823    2.103810    0.873294    1.470340    1.420051    2.484535
     497       1    1.029578    1.723376    1.130232    1.965056    0.927708    1.430809
     497       2    1.180920    2.209105    1.483195    2.721910    0.796206    1.182191
     497       3    1.110502    2.010380    0.729530    1.084698    1.400255    2.454861
     497       4    1.082706    1.729086    1.095207    1.777665    1.071396    1.683846
     498       1    1.170132    1.888234    1.408040    2.227994    0.873414    1.289402
     498       2    1.202778    1.977125    1.049937    1.856062    1.345567    2.073729
     498       3    1.279767    2.148576    1.395942    2.440072    1.146638    1.746551
     498       4    1.302537    2.528815    1.453286    2.930170    1.134578    1.974905
     499       1    0.983158    1.527236    1.028100    1.506200    0.938036    1.546755
     499       2    1.161750    1.975989    1.393570    2.348594    0.848110    1.246345
     499       3    1.149887    1.763767    0.880155    1.332800    1.360105    2.012473
     499       4    1.073818    1.624914    1.026943    1.601276    1.120880    1.646964
     500       1    1.236583    1.974405    1.452350    2.243685    0.961971    1.522494
     500       2    1.161183    1.946936    1.230105    2.135835    1.097562    1.752206
     500       3    1.202884    2.108848    1.468056    2.540185    0.896565    1.398467
     500       4    1.496519    2.894147    0.946365    1.693106    1.927031    3.502176
     501       1    1.018563    1.512905    0.919829    1.356858    1.113424    1.643404
     501       2    1.046998    1.677236    0.783673    1.131006    1.241629    1.964121
     501       3    1.080132    1.617514    1.020399    1.475020    1.143815    1.754506
     501       4    1.075068    1.698399    1.308958    2.011281    0.798280    1.170314
     502       1    1.118034    1.823632    0.820720    1.304844    1.356421    2.121148
     502       2    0.987663    1.655792    1.056380    1.783621    0.918945    1.514115
     502       3    1.042775    1.958800    1.316935    2.470476    0.748137    1.110713
     502       4    1.019037    1.720136    1.038517    1.759742    0.998436    1.676986
     503       1    1.159466    1.929755    0.810736    1.296875    1.434582    2.272296
     503       2    1.100974    1.861104    1.388272    2.237965    0.704229    1.029101
     503       3    1.048727    1.853655    0.879956    1.536590    1.218174    2.111388
     503       4    1.095545    2.118980    0.854693    1.202938    1.306574    2.657240
     504       1    1.195747    1.986911    0.782342    1.049072    1.507614    2.422717
     504       2    1.217040    2.088306    1.491773    2.540449    0.882609    1.268727
     504       3    1.105872    1.827556    1.021075    1.670247    1.183211    1.956850
     504       4    1.250221    2.180296    1.025903    1.694403    1.474538    2.556510
     505       1    1.274900    2.092607    0.768210    1.227976    1.657140    2.491009
     505       2    1.114462    1.701797    1.069230    1.704568    1.159694    1.697816
     505       3    1.249089    1.960770    1.479788    2.287925    0.991020    1.470914
     505       4    1.219196    1.962077    1.295496    2.149940    1.126690    1.702224
     506       1    1.128249    1.807370    1.297255    2.103222    0.933019    1.363449
     506       2    1.074382    1.721827    0.860352    1.286842    1.248791    1.990828
     506       3    1.074680    1.693951    1.142523    1.881066    1.011804    1.497093
     506       4    1.091154    1.739208    1.158206    1.819456    1.017341    1.643189
     507       1    1.057550    1.636340    1.266732    1.949470    0.782513    1.033500
     507       2    1.042769    1.582756    1.111792    1.700314    0.968887    1.442719
     507       3    1.110616    1.643580    1.083997    1.653494    1.136090    1.633631
     507       4    1.186320    1.987921    0.815439    1.146578    1.502254    2.445676
     508       1    1.120882    1.707435    0.735843    0.913423    1.423412    2.083840
     508       2    1.115397    1.734564    0.889945    1.254087    1.305142    2.034326
     508       3    1.111088    1.622362    1.135499    1.555005    1.085984    1.688464
     508       4    1.401629    2.403290    1.668435    2.786000    1.027075    1.657574
     509       1    0.994628    1.547217    0.904581    1.389729    1.074801    1.670945
     509       2    0.995249    1.624326    1.037860    1.749414    0.947005    1.468417
     509       3    0.961424    1.532226    1.031248    1.745326    0.885781    1.257005
     509       4    1.042801    1.860472    1.239885    2.312320    0.857938    1.273660
     510       1    1.032244    1.514917    1.173488    1.663993    0.868427    1.302060
     510       2    1.109954    1.770787    0.832496    1.427413    1.354035    1.993604
     510       3    0.934418    1.276255    0.892352    1.205012    0.978730    1.345812
     510       4    1.064752    1.620570    1.097139    1.596269    1.031177    1.644710
     511       1    1.060835    1.652652    1.089311    1.762440    1.031078    1.528962
     511       2    1.489341    3.590826    1.934620    4.489535    0.840569    1.266354
     511       3    1.175470    1.935850    1.060381    1.814056    1.285164    2.039158
     511       4    1.348260    2.576966    0.897690    1.460022    1.700845    3.144213
     512       1    1.165531    2.099775    1.322322    2.584376    0.999708    1.398155
     512       2    1.289717    2.094106    1.048882    1.597666    1.505874    2.435455
     512       3    1.293633    2.004141    1.450743    2.180430    1.127471    1.784005
     512       4    1.217303    1.821084    1.402168    1.921078    1.013796    1.680886
     513       1    1.128735    1.760365    1.384877    2.085188    0.770628    1.064210
     513       2    1.178028    2.006896    1.425600    2.479748    0.901084    1.228473
     513       3    1.175489    1.760078    1.182592    1.785337    1.168330    1.734215
     513       4    1.294385    2.343267    0.817357    1.245811    1.639819    2.838850
     514       1    1.138442    1.730132    0.833440    1.287058    1.395139    1.993560
     514       2    1.124692    1.703942    1.166991    1.776712    1.082054    1.626184
     514       3    1.299023    2.354143    1.540110    2.894677    1.021643    1.460792
     514       4    1.105389    1.676705    1.117750    1.674225    1.092159    1.679254
     515       1    1.166453    1.986359    1.525049    2.427594    0.717401    1.069613
     515       2    1.221831    1.986953    1.470225    2.346650    0.933737    1.409080
     515       3    1.077614    1.655188    1.075577    1.579298    1.079848    1.734581
     515       4    1.383759    2.827672    0.775809    1.345057    1.801020    3.437154
     516       1    1.235393    1.912922    1.504028    2.236768    0.861361    1.244095
     516       2    1.212660    1.911170    1.474753    2.224759    0.830791    1.231648
     516       3    1.092832    1.650979    1.110332    1.577958    1.078222    1.709417
     516       4    1.504284    2.660897    0.910011    1.395291    1.965558    3.252402
     517       1    1.164061    1.775710    0.893996    1.282008    1.383244    2.066663
     517       2    1.143603    1.837727    1.123369    1.852392    1.162889    1.823431
     517       3    1.323180    2.348259    1.615209    2.787778    0.906401    1.413222
     517       4    1.155212    1.934844    1.209283    2.089690    1.105300    1.778534
     518       1    1.095138    1.921181    1.362186    2.332664    0.786653    1.221227
     518       2    1.253565    2.005246    0.918172    1.607929    1.511788    2.230021
     518       3    1.145720    1.934488    1.276319    2.230500    1.008149    1.551337
     518       4    1.058328    1.680711    1.193895    1.896881    0.905454    1.381520
     519       1    0.973375    1.646750    1.117177    1.924330    0.784302    1.159966
     519       2    0.990973    1.742907    0.891151    1.562398    1.094041    1.906004
     519       3    1.067391    1.723904    1.091184    1.816708    1.042429    1.620459
     519       4    1.061495    1.753089    0.909440    1.388022    1.205844    2.029566
     520       1    1.244086    1.930712    0.841264    1.145909    1.569695    2.332849
     520       2    1.082499    1.590980    1.060255    1.625467    1.105283    1.554532
     520       3    1.164714    1.873081    1.386982    2.267260    0.949446    1.354108
     520       4    1.144235    1.989542    1.220472    2.114668    1.063281    1.843975
     521       1    1.111411    1.748597    1.175717    1.845543    1.046067    1.641664
     521       2    1.428771    2.452048    0.871652    1.355765    1.809562    2.916955
     521       3    1.141088    1.832759    1.178514    1.897190    1.100866    1.760003
     521       4    1.270779    2.062801    1.536638    2.440334    0.931038    1.369986
     522       1    1.098737    1.761072    1.272609    2.020094    0.884501    1.345907
     522       2    1.142421    1.971055    1.085127    1.843503    1.192419    2.074677
     522       3    1.149522    1.768490    1.381842    2.035176    0.881151    1.349592
     522       4    1.129683    1.807374    1.116970    1.779512    1.143075    1.836171
     523       1    1.234682    2.087161    1.529286    2.559462    0.880379    1.219426
     523       2    1.370217    2.406315    0.988024    1.588888    1.681660    2.869766
     523       3    1.195286    1.836010    1.240969    1.847713    1.145796    1.821955
     523       4    1.384895    2.464733    1.568195    2.818934    1.173152    1.956881
     524       1    1.134874    1.924571    1.090916    1.949857    1.176940    1.899106
     524       2    1.055641    1.726362    1.225432    1.984545    0.855517    1.333058
     524       3    1.112978    1.914585    1.315205    2.259403    0.891249    1.411938
     524       4    1.032177    1.688663    0.983910    1.532650    1.082014    1.834558
     525       1    1.232019    2.099419    0.924801    1.629882    1.500115    2.404451
     525       2    1.226622    2.362604    1.362337    2.837996    1.079597    1.691738
     525       3    1.155752    2.094160    1.338411    2.504918    0.936078    1.423095
     525       4    1.126535    1.947297    1.178937    2.073345    1.074759    1.812684
     526       1    1.022232    1.510911    1.202123    1.758982    0.815262    1.126724
     526       2    1.101874    1.703272    1.010449    1.583393    1.181337    1.797221
     526       3    1.028077    1.472550    1.128688    1.569447    0.928666    1.362818
     526       4    1.096884    1.824239    0.928761    1.463947    1.237811    2.068177
     527       1    1.063947    1.710541    0.913357    1.571032    1.189164    1.808890
     527       2    1.058955    1.676674    1.161526    1.785349    0.932062    1.522059
     527       3    1.015969    1.547380    0.838017    1.283021    1.165737    1.724830
     527       4    1.078678    1.762487    1.315739    2.102487    0.811353    1.220525
     528       1    0.932746    1.383038    0.950512    1.447209    0.912224    1.304687
     528       2    0.943463    1.452987    1.032419    1.629424    0.857996    1.254488
     528       3    0.947999    1.459750    0.904003    1.318816    0.994530    1.593994
     528       4    1.077375    1.964079    0.792416    1.326772    1.320118    2.348635
     529       1    1.227092    2.017189    0.975314    1.371669    1.443303    2.417936
     529       2    1.209901    2.057149    1.283947    2.331052    1.125389    1.687203
     529       3    1.228056    2.438708    1.492643    3.047143    0.907274    1.308751
     529       4    1.313387    2.120910    1.283488    1.978803    1.341097    2.244237
     530       1    1.014009    1.674816    0.971827    1.545780    1.050378    1.777767
     530       2    1.100318    2.049465    1.302456    2.551172    0.890769    1.311965
     530       3    1.128396    1.864498    1.259766    2.050999    0.971673    1.600010
     530       4    1.069693    1.715768    0.991734    1.636655    1.149226    1.789388
     531       1    1.145765    1.866376    1.089802    1.800398    1.199105    1.925647
     531       2    1.107690    1.701033    1.243142    2.022730    0.971150    1.284069
     531       3    1.158612    2.131171    1.421879    2.592015    0.869956    1.412802
     531       4    1.106829    1.794036    1.033610    1.853052    1.171759    1.737447
     532       1    0.931317    1.501444    0.861553    1.452199    0.997546    1.543828
     532       2    1.045129    1.769964    1.214467    2.087281    0.873060    1.352891
     532       3    0.995852    1.725827    0.751910    1.123847    1.190654    2.064680
     532       4    1.052470    1.787058    1.203771    2.164513    0.877690    1.188947
     533       1    1.639957    2.857005    0.788470    1.160991    2.202901    3.445512
     533       2    1.362602    2.257082    1.500390    2.655514    1.216291    1.724656
     533       3    1.298222    2.091441    1.241200    1.889207    1.358529    2.284393
     533       4    1.266111    2.357555    1.472918    2.744926    1.014364    1.742579
     534       1    1.068665    1.814489    0.805798    1.075040    1.259017    2.180214
     534       2    1.001709    1.566133    0.941346    1.421295    1.065550    1.703663
     534       3    1.066591    1.569989    1.297815    1.801005    0.824964    1.239686
     534       4    1.089080    1.930319    0.896354    1.361247    1.256589    2.300834
     535       1    1.221592    2.034694    1.405673    2.410425    1.027683    1.518996
     535       2    1.178882    1.814128    1.329875    2.072929    1.002341    1.434243
     535       3    1.134224    1.769186    1.021737    1.431080    1.244926    2.042098
     535       4    1.129770    1.657148    1.151894    1.584360    1.105415    1.733420
     536       1    1.305677    2.140586    0.797445    1.246736    1.651616    2.519431
     536       2    1.416909    3.121634    1.901933    3.931115    0.749857    1.060398
     536       3    1.396487    2.427164    1.750538    2.930132    0.929075    1.396374
     536       4    1.271829    1.942631    0.988461    1.476444    1.516148    2.240350
     537       1    1.130186    1.815754    0.932343    1.315392    1.301453    2.142429
     537       2    1.103037    1.542384    1.111520    1.513614    1.094656    1.570249
     537       3    1.190722    1.851520    1.362524    2.154041    0.996209    1.408872
     537       4    1.199896    1.748636    0.983429    1.338934    1.389559    2.022139
     538       1    1.176043    1.738997    1.132202    1.687781    1.217329    1.784904
     538       2    1.257740    2.022666    1.352269    2.225404    1.154096    1.768145
     538       3    1.293986    2.085346    1.504591    2.426749    1.040704    1.542262
     538       4    1.207982    2.228858    1.200415    2.424283    1.215339    2.020758
     539       1    1.084376    1.702902    1.060808    1.744622    1.109704    1.656521
     539       2    1.047062    1.552786    0.760378    1.124998    1.291275    1.804802
     539       3    1.003143    1.516911    1.016092    1.563101    0.990296    1.469543
     539       4    1.061223    1.843826    1.142543    2.095590    0.961429    1.471227
     540       1    0.967698    1.340799    0.927969    1.354026    1.008718    1.325755
     540       2    1.129829    1.783807    0.904583    1.514161    1.328775    1.970539
     540       3    1.059769    1.632237    1.002007    1.503620    1.116614    1.747742
     540       4    1.125636    2.178851    1.268289    2.623520    0.965417    1.516719
     541       1    1.144861    1.823255    0.850524    1.262521    1.379907    2.140463
     541       2    1.116461    1.756719    1.328580    2.079883    0.897443    1.308229
     541       3    1.151921    1.944094    1.271459    2.240243    1.026503    1.564816
     541       4    1.199739    1.936715    1.315607    2.012396    1.074216    1.843038
     542       1    1.144961    1.713699    1.404021    2.009431    0.832144    1.195136
     542       2    1.106742    1.731655    1.055671    1.582983    1.160971    1.875152
     542       3    1.177566    1.816578    0.921069    1.473462    1.371855    2.016794
     542       4    1.197950    1.807738    1.271314    1.916314    1.111130    1.665985
     543       1    1.002501    1.511448    0.872397    1.196137    1.118806    1.737528
     543       2    1.074802    1.740434    0.814287    1.202730    1.304899    2.077015
     543       3    0.978858    1.382577    1.012133    1.457339    0.941636    1.292823
     543       4    1.024835    1.762814    1.144702    1.986538    0.888027    1.454314
     544       1    1.260580    2.279610    1.068912    2.216700    1.431919    2.321052
     544       2    1.225694    2.095883    1.443954    2.480350    0.952378    1.433577
     544       3    1.257351    2.076870    1.423663    2.465724    1.075730    1.523545
     544       4    1.208494    1.884991    1.105672    1.736174    1.301523    2.005626
     545       1    1.031384    1.590897    1.054951    1.646403    1.004270    1.524087
     545       2    1.190163    1.960610    0.914343    1.455618    1.406000    2.255631
     545       3    1.051769    1.713933    0.938285    1.470365    1.154445    1.901868
     545       4    1.046999    1.711037    1.238895    2.037557    0.808634    1.142237
     546       1    1.104952    1.807974    0.856438    1.242297    1.326220    2.168205
     546       2    1.098321    1.630052    1.302651    1.801161    0.851592    1.355300
     546       3    1.072873    1.656706    1.098907    1.664825    1.047457    1.648344
     546       4    1.182022    1.887186    0.871288    1.364843    1.418355    2.173506
     547       1    1.176075    1.578864    1.079311    1.433609    1.266476    1.698438
     547       2    1.334554    2.040057    1.632892    2.368674    0.881411    1.273092
     547       3    1.177444    1.627408    1.188553    1.553670    1.167149    1.692816
     547       4    1.316607    2.213188    0.860911    1.358178    1.668884    2.640856
     548       1    1.350671    2.329492    1.755436    2.833463    0.811928    1.206225
     548       2    1.541052    2.727951    0.727773    1.063485    2.037401    3.262384
     548       3    1.170428    1.868692    1.114219    1.712266    1.225303    2.008180
     548       4    1.369752    2.375529    1.803352    2.962758    0.886651    1.306750
     549       1    1.010499    1.597801    0.975069    1.479390    1.046935    1.710285
     549       2    1.147788    2.290930    0.738288    1.036554    1.463067    2.869390
     549       3    1.044283    1.930602    1.125907    2.040792    0.961343    1.808013
     549       4    1.084612    1.953008    1.344370    2.349944    0.788144    1.303823
     550       1    1.249642    2.009776    1.408793    2.283371    1.091126    1.678972
     550       2    1.396979    2.321441    0.948951    1.483269    1.749001    2.759184
     550       3    1.321427    2.203696    1.444138    2.439001    1.180810    1.888752
     550       4    1.304516    2.375284    1.364136    2.733759    1.243203    1.936773
     551       1    1.038178    1.568526    1.021657    1.515593    1.056005    1.623518
     551       2    1.237216    2.199450    0.850998    1.236450    1.518042    2.656335
     551       3    1.079482    1.741823    1.046477    1.515366    1.110814    1.931881
     551       4    1.183542    2.044860    1.331940    2.308158    1.009336    1.667267
     552       1    1.141626    1.947873    0.804028    1.224712    1.413410    2.340004
     552       2    1.162407    2.049152    1.299260    2.336941    1.009929    1.657870
     552       3    1.215163    2.084811    1.200065    2.171833    1.229787    1.996809
     552       4    1.208526    2.321244    1.368357    2.718506    1.003446    1.656632
     553       1    1.028062    1.705060    1.100525    1.900658    0.959546    1.493558
     553       2    1.022537    1.618234    1.095061    1.678973    0.948549    1.550332
     553       3    1.042490    1.654938    1.172366    1.872805    0.909990    1.385622
     553       4    1.094253    1.767755    1.206914    2.038196    0.980232    1.434365
     554       1    1.061069    1.667667    0.816496    1.155174    1.265254    1.974150
     554       2    1.147248    1.923689    1.400356    2.303433    0.875236    1.353744
     554       3    1.088032    1.913276    1.159111    2.162455    1.011948    1.600735
     554       4    1.204602    2.192127    1.289592    2.441092    1.117547    1.899714
     555       1    1.132331    1.738343    1.091222    1.702388    1.170737    1.770412
     555       2    1.132913    1.950577    1.217753    2.170440    1.034117    1.652725
     555       3    1.100544    1.661453    1.196525    1.796223    0.996980    1.495645
     555       4    1.081236    1.623520    1.122266    1.683748    1.039041    1.558031
     556       1    1.127679    1.664848    1.098841    1.534806    1.150990    1.762621
     556       2    1.309558    2.639837    1.637114    3.341908    0.941667    1.412847
     556       3    1.308113    2.371295    1.587004    2.869980    1.017840    1.654507
     556       4    1.545528    2.978539    0.881692    1.273847    2.077793    3.747975
     557       1    1.221794    1.915769    1.178685    1.826496    1.263378    1.997227
     557       2    1.296687    2.223287    1.500065    2.550259    1.054061    1.724171
     557       3    1.232047    2.071689    1.543024    2.479686    0.816441    1.228092
     557       4    1.338491    2.290483    1.009782    1.594572    1.632337    2.735009
     558       1    1.043309    1.552312    1.039974    1.557499    1.046425    1.547444
     558       2    1.209396    2.115167    1.568854    2.613286    0.819985    1.276989
     558       3    1.113452    1.933573    1.377745    2.342670    0.794318    1.200042
     558       4    1.150333    2.024105    0.848753    1.294006    1.403129    2.446942
     559       1    1.231552    2.167727    1.600053    2.650002    0.764451    1.167718
     559       2    1.418784    2.740101    0.652089    0.970505    1.927788    3.349346
     559       3    1.133910    1.933869    1.261971    2.236155    1.001685    1.550452
     559       4    1.144816    1.854161    1.263833    2.108456    1.013797    1.515211
     560       1    1.098138    1.646845    1.165180    1.689033    1.035755    1.604080
     560       2    1.218434    2.156632    1.490790    2.627751    0.902548    1.360507
     560       3    1.182075    1.882228    1.409872    2.192968    0.912499    1.382072
     560       4    1.198842    2.143808    0.969645    1.564560    1.391739    2.514427
     561       1    1.881737    3.018336    0.703856    1.121756    2.499406    3.481209
     561       2    1.811370    4.084856    2.351451    5.017252    0.926434    1.232575
     561       3    1.773726    3.282790    2.360041    4.018362    1.027508    1.716724
     561       4    1.761884    3.110377    1.150112    1.726779    2.161306    3.693257
     562       1    1.892606    3.116463    0.745753    1.059260    2.532129    3.655155
     562       2    1.831659    3.843993    2.510719    4.753720    0.813070    1.146606
     562       3    1.603242    3.161680    1.969653    3.801277    1.055910    1.686308
     562       4    1.820761    3.200665    1.151304    1.946209    2.321684    3.806455
     563       1    1.381281    2.191310    0.925681    1.278558    1.722185    2.626808
     563       2    1.235835    2.226372    1.382987    2.637231    1.058865    1.579932
     563       3    1.210329    1.930735    1.152224    1.843601    1.273024    2.018668
     563       4    1.215112    2.028181    1.415778    2.323629    1.008747    1.645380
     564       1    1.996295    3.133587    0.795416    1.213952    2.668863    3.637782
     564       2    1.943004    3.846045    2.545543    4.652774    0.917060    1.202992
     564       3    1.823876    3.416579    2.358588    4.197910    1.109261    1.681997
     564       4    1.754126    2.936406    1.134639    1.692219    2.258935    3.570396
     565       1    1.160009    1.854894    0.832472    1.110624    1.415278    2.238755
     565       2    1.180330    2.176813    1.464234    2.682537    0.837515    1.247490
     565       3    1.124953    1.827242    1.225328    2.001958    1.009468    1.595038
     565       4    1.163227    1.930317    1.292560    2.214397    1.041915    1.609753
     566       1    1.422970    2.658950    0.704706    1.223881    1.895857    3.189872
     566       2    1.388355    2.742599    1.801236    3.397177    0.860733    1.374688
     566       3    1.192594    2.217068    1.504586    2.725075    0.836509    1.346118
     566       4    1.212858    2.019346    1.324265    2.292434    1.083125    1.635628
     567       1    1.160392    1.876062    1.307326    2.155762    0.994033    1.480105
     567       2    1.297048    2.603614    1.567268    3.196829    0.994768    1.660299
     567       3    1.184829    2.022076    0.880010    1.268239    1.454058    2.474873
     567       4    1.251446    2.065197    1.023903    1.673953    1.448424    2.334057
     568       1    1.215750    1.867091    1.017551    1.575734    1.369591    2.051943
     568       2    1.259650    2.071377    1.417768    2.258200    1.076260    1.813789
     568       3    1.216933    2.142241    1.378617    2.513426    1.030159    1.589919
     568       4    1.346056    2.408264    1.374848    2.574855    1.314739    2.212448
     569       1    1.222452    2.043389    0.884803    1.426998    1.508923    2.410713
     569       2    1.189895    2.367301    1.433740    3.010322    0.926786    1.318946
     569       3    1.102385    1.723510    1.157380    1.904674    1.039618    1.487585
     569       4    1.100678    1.839320    1.056936    1.881464    1.148832    1.790546
     570       1    1.023513    1.617897    1.113081    1.784076    0.932502    1.423623
     570       2    1.019742    1.614988    0.828729    1.182620    1.187102    1.899480
     570       3    1.081747    1.725616    1.263773    2.002714    0.844357    1.237275
     570       4    1.138052    1.891678    1.201153    2.110586    1.063679    1.592348
     571       1    1.213410    2.070347    0.778419    1.238897    1.560777    2.492347
     571       2    1.100908    1.707224    1.124977    1.766381    1.078602    1.650193
     571       3    1.191318    2.006679    1.325590    2.220637    1.039905    1.721502
     571       4    1.253539    2.226990    1.507236    2.701877    0.948432    1.404996
     572       1    1.198856    2.048365    1.347846    2.307188    1.014537    1.655210
     572       2    1.307800    2.433864    1.515926    2.952886    1.068342    1.612389
     572       3    1.164432    2.112434    0.790240    1.206707    1.488358    2.615081
     572       4    1.367772    2.553718    1.077101    1.698548    1.625537    3.099168
     573       1    1.180263    2.106311    1.516586    2.624993    0.821703    1.253434
     573       2    1.175361    2.032416    1.415257    2.399689    0.884514    1.415215
     573       3    1.107151    1.982281    0.794017    1.234567    1.362318    2.396758
     573       4    1.074143    1.600096    1.089787    1.650146    1.056359    1.541037
     574       1    1.271783    2.276361    1.424789    2.653586    1.102671    1.752680
     574       2    1.202686    1.967573    1.375643    2.158812    1.013808    1.715004
     574       3    1.284248    2.176809    0.950912    1.571323    1.558081    2.537038
     574       4    1.303516    2.485578    0.967011    1.685361    1.581072    2.959834
     575       1    1.099093    1.626552    0.973731    1.526701    1.200425    1.696231
     575       2    1.101314    1.705576    0.892593    1.335000    1.279114    1.949386
     575       3    1.306956    2.218353    1.736153    2.724682    0.735694    1.009126
     575       4    1.099142    1.814955    1.096540    1.778345    1.101440    1.846684
     576       1    1.356376    2.272799    0.780168    1.082539    1.784016    2.774944
     576       2    1.185097    2.058459    1.319451    2.328973    1.052345    1.740429
     576       3    1.287594    2.284242    1.331496    2.245164    1.247070    2.318992
     576       4    1.276170    2.444383    1.504684    2.964689    1.025620    1.664092
     577       1    1.089188    1.760365    0.832851    1.153163    1.301474    2.112933
     577       2    1.185405    1.968469    0.899469    1.510916    1.425086    2.254631
     577       3    1.349471    2.378467    1.776731    2.938677    0.776122    1.042210
     577       4    1.115294    1.654938    1.032713    1.585925    1.193375    1.713987
     578       1    1.260820    2.298536    0.961605    1.638735    1.500731    2.690141
     578       2    1.312002    2.240131    1.031773    1.554286    1.554588    2.672857
     578       3    1.299980    2.082089    1.437787    2.319741    1.141429    1.756283
     578       4    1.234099    1.963806    1.450215    2.283849    1.001842    1.513748
     579       1    1.298138    2.202432    0.987053    1.670108    1.564205    2.541706
     579       2    1.170676    2.132502    1.321744    2.543899    1.005040    1.544578
     579       3    1.051295    1.837251    1.050230    1.878152    1.052436    1.792436
     579       4    1.105761    1.782995    1.265547    1.987799    0.945975    1.534839
     580       1    1.160635    1.669015    0.954264    1.338680    1.335022    1.886472
     580       2    1.174576    2.146271    0.807046    1.137326    1.505772    2.713026
     580       3    1.133801    1.980379    1.240907    1.964518    1.013988    1.991156
     580       4    1.053941    1.853575    1.170396    2.119969    0.923669    1.489791
     581       1    1.255342    2.173438    0.996955    1.594634    1.484478    2.558554
     581       2    1.366173    2.650718    1.063214    1.515655    1.615052    3.282359
     581       3    1.277864    2.107181    1.457326    2.311569    1.049457    1.788183
     581       4    1.265150    2.086984    1.467374    2.438771    1.052979    1.611578
     582       1    1.319422    2.186321    1.485706    2.450609    1.126561    1.813667
     582       2    1.228059    2.013854    1.440040    2.405459    0.973123    1.362077
