   locus    deme        mean         std
     610       3    0.878669    0.030761
     610       4    0.860014    0.031443
     611       1    0.713283    0.043775
     611       2    0.784161    0.036758
     611       3    0.880273    0.030657
     611       4    0.857858    0.032613
     612       1    0.989757    0.009820
     612       2    0.806204    0.038087
     612       3    0.926417    0.024222
     612       4    0.900898    0.026770
     613       1    0.977119    0.014333
     613       2    0.923063    0.024940
     613       3    0.784492    0.038939
     613       4    0.847034    0.033164
     614       1    0.709008    0.042277
     614       2    0.718038    0.041735
     614       3    0.876138    0.031997
     614       4    0.821747    0.035321
     615       1    0.294047    0.041924
     615       2    0.282597    0.042409
     615       3    0.127224    0.031837
     615       4    0.181680    0.034486
     616       1    0.865484    0.031398
     616       2    0.953226    0.019760
     616       3    0.894191    0.029291
     616       4    0.966952    0.016978
     617       1    0.426912    0.047008
     617       2    0.330435    0.045882
     617       3    0.231616    0.039931
     617       4    0.209363    0.038375
     618       1    0.573741    0.046794
     618       2    0.673792    0.044809
     618       3    0.772544    0.038286
     618       4    0.792136    0.038419
     619       1    0.879598    0.031251
     619       2    0.912413    0.027578
     619       3    0.956360    0.019520
     619       4    0.821993    0.035495
     620       1    0.426875    0.045998
     620       2    0.299963    0.042889
     620       3    0.231350    0.039797
     620       4    0.207507    0.037614
     621       1    0.573406    0.048080
     621       2    0.702595    0.042185
     621       3    0.770737    0.039223
     621       4    0.796018    0.036677
     622       1    0.940660    0.022986
     622       2    0.849291    0.035415
     622       3    0.579497    0.044217
     622       4    0.729241    0.042571
     623       1    0.574239    0.045207
     623       2    0.712299    0.043293
     623       3    0.774165    0.040111
     623       4    0.794346    0.038026
     624       1    0.425125    0.046811
     624       2    0.290857    0.043523
     624       3    0.230074    0.040312
     624       4    0.207911    0.037425
     625       1    0.985592    0.011231
     625       2    0.887753    0.030258
     625       3    0.924298    0.024488
     625       4    0.989331    0.010473
     626       1    0.988305    0.011152
     626       2    0.786102    0.037193
     626       3    0.925729    0.024508
     626       4    0.864996    0.032000
     627       1    0.942318    0.021663
     627       2    0.847512    0.035730
     627       3    0.576333    0.045506
     627       4    0.729071    0.041322
     628       1    0.426760    0.046808
     628       2    0.290209    0.041133
     628       3    0.230643    0.039850
     628       4    0.207975    0.040025
     629       1    0.427081    0.047158
     629       2    0.291530    0.042208
     629       3    0.230247    0.039103
     629       4    0.208703    0.037306
     630       1    0.507610    0.047026
     630       2    0.552938    0.045120
     630       3    0.719248    0.043627
     630       4    0.529767    0.046080
     631       1    0.901009    0.028252
     631       2    0.963591    0.017968
     631       3    0.947373    0.020846
     631       4    0.961868    0.017929
     632       1    0.985201    0.012199
     632       2    0.889168    0.028918
     632       3    0.931285    0.024059
     632       4    0.989536    0.010119
     633       1    0.982826    0.012318
     633       2    0.884376    0.029050
     633       3    0.921436    0.024941
     633       4    0.970098    0.016498
     634       1    0.922534    0.025043
     634       2    0.845182    0.033636
     634       3    0.603041    0.044599
     634       4    0.701956    0.042814
     635       1    0.603408    0.048104
     635       2    0.804577    0.038930
     635       3    0.510649    0.046931
     635       4    0.621147    0.045439
     636       1    0.406720    0.046342
     636       2    0.206717    0.037728
     636       3    0.503628    0.047349
     636       4    0.398837    0.044774
     637       1    0.993521    0.007376
     637       2    0.965782    0.017735
     637       3    0.826703    0.035904
     637       4    0.963859    0.018198
     638       1    0.596281    0.046571
     638       2    0.814042    0.036472
     638       3    0.501315    0.046080
     638       4    0.616057    0.047052
     639       1    0.993443    0.007948
     639       2    0.966516    0.016175
     639       3    0.825663    0.036009
     639       4    0.964586    0.017402
     640       1    0.595051    0.048629
     640       2    0.796386    0.038081
     640       3    0.501091    0.046648
     640       4    0.619988    0.046125
     641       1    0.982743    0.013132
     641       2    0.887226    0.029701
     641       3    0.920511    0.025470
     641       4    0.970634    0.016274
     642       1    0.772762    0.039395
     642       2    0.669839    0.043633
     642       3    0.488514    0.047895
     642       4    0.580274    0.046751
     643       1    0.682541    0.044754
     643       2    0.958736    0.018643
     643       3    0.907136    0.026857
     643       4    0.921197    0.024999
     644       1    0.772322    0.040680
     644       2    0.674167    0.044669
     644       3    0.490734    0.047363
     644       4    0.576917    0.044327
     645       1    0.680582    0.044898
     645       2    0.958436    0.018280
     645       3    0.908415    0.026026
     645       4    0.921248    0.024765
     646       1    0.990666    0.009938
     646       2    0.830253    0.037196
     646       3    0.962220    0.017809
     646       4    0.885505    0.028893
     647       1    0.328885    0.044683
     647       2    0.044688    0.019638
     647       3    0.095694    0.028089
     647       4    0.081445    0.026664
     648       1    0.238975    0.040859
     648       2    0.350108    0.045692
     648       3    0.514425    0.049571
     648       4    0.435995    0.045404
     649       1    0.928614    0.025130
     649       2    0.881065    0.030862
     649       3    0.813415    0.035486
     649       4    0.779169    0.039146
     650       1    0.250011    0.040423
     650       2    0.352142    0.044273
     650       3    0.515567    0.048566
     650       4    0.436782    0.046530
     651       1    0.454939    0.046839
     651       2    0.637885    0.045436
     651       3    0.412387    0.046618
     651       4    0.466934    0.045574
     652       1    0.860628    0.033023
     652       2    0.878605    0.031061
     652       3    0.958036    0.019138
     652       4    0.878765    0.030338
     653       1    0.901616    0.029324
     653       2    0.707530    0.042900
     653       3    0.855685    0.032295
     653       4    0.877896    0.030348
     654       1    0.451161    0.046886
     654       2    0.596647    0.047598
     654       3    0.354131    0.045217
     654       4    0.341596    0.044846
     655       1    0.733700    0.044099
     655       2    0.996583    0.005705
     655       3    0.996670    0.005609
     655       4    0.995399    0.006418
     656       1    0.447218    0.047793
     656       2    0.595198    0.046971
     656       3    0.354899    0.045557
     656       4    0.337821    0.043772
     657       1    0.552098    0.047495
     657       2    0.404943    0.046051
     657       3    0.649065    0.045739
     657       4    0.660789    0.045216
     658       1    0.565320    0.047230
     658       2    0.425346    0.046377
     658       3    0.653542    0.046054
     658       4    0.671010    0.045406
     659       1    0.985671    0.010788
     659       2    0.966615    0.017614
     659       3    0.828169    0.035399
     659       4    0.990422    0.009253
     660       1    0.554279    0.046224
     660       2    0.405772    0.047935
     660       3    0.649372    0.046287
     660       4    0.662843    0.045648
     661       1    0.861047    0.032672
     661       2    0.878250    0.030075
     661       3    0.956841    0.019892
     661       4    0.835371    0.035161
     662       1    0.450004    0.046935
     662       2    0.595134    0.047481
     662       3    0.354441    0.045109
     662       4    0.341436    0.042834
     663       1    0.995172    0.007006
     663       2    0.968714    0.015926
     663       3    0.828451    0.036054
     663       4    0.991774    0.009006
     664       1    0.995320    0.006167
     664       2    0.968930    0.015902
     664       3    0.828075    0.034586
     664       4    0.992285    0.009168
     665       1    0.441617    0.045848
     665       2    0.578154    0.047434
     665       3    0.352957    0.044436
     665       4    0.347937    0.043905
     666       1    0.990656    0.009536
     666       2    0.804308    0.036342
     666       3    0.944448    0.020844
     666       4    0.902199    0.027367
     667       1    0.890003    0.029591
     667       2    0.935483    0.023562
     667       3    0.960006    0.018652
     667       4    0.899281    0.028058
     668       1    0.553993    0.047056
     668       2    0.421993    0.046599
     668       3    0.651347    0.045351
     668       4    0.655299    0.042025
     669       1    0.596092    0.047574
     669       2    0.438254    0.046982
     669       3    0.770072    0.039726
     669       4    0.688162    0.043430
     670       1    0.604907    0.046071
     670       2    0.457505    0.046808
     670       3    0.771656    0.039145
     670       4    0.697717    0.041571
     671       1    0.405581    0.046862
     671       2    0.565133    0.045837
     671       3    0.233276    0.039453
     671       4    0.316105    0.043449
     672       1    0.687829    0.043841
     672       2    0.458799    0.048550
     672       3    0.774244    0.039075
     672       4    0.704607    0.042541
     673       1    0.151197    0.034760
     673       2    0.278851    0.043293
     673       3    0.602208    0.046807
     673       4    0.266522    0.041221
     674       1    0.991534    0.009179
     674       2    0.804792    0.038442
     674       3    0.946368    0.021399
     674       4    0.936170    0.021901
     675       1    0.984817    0.012079
     675       2    0.940883    0.022767
     675       3    0.827199    0.034942
     675       4    0.989676    0.009913
     676       1    0.806662    0.038210
     676       2    0.686247    0.044350
     676       3    0.796356    0.037170
     676       4    0.853082    0.033108
     677       1    0.149511    0.033852
     677       2    0.306114    0.045029
     677       3    0.566951    0.045838
     677       4    0.264908    0.041833
     678       1    0.862118    0.032775
     678       2    0.880274    0.030356
     678       3    0.964776    0.017828
     678       4    0.831501    0.034095
     679       1    0.604772    0.045721
     679       2    0.975736    0.015181
     679       3    0.923009    0.025113
     679       4    0.880195    0.030634
     680       1    0.948439    0.021316
     680       2    0.868093    0.031343
     680       3    0.860645    0.032689
     680       4    0.834520    0.034647
     681       1    0.859023    0.032853
     681       2    0.879121    0.030390
     681       3    0.965323    0.017613
     681       4    0.829683    0.034779
     682       1    0.851112    0.033916
     682       2    0.697019    0.041921
     682       3    0.435706    0.048603
     682       4    0.740714    0.040914
     683       1    0.694653    0.044808
     683       2    0.675325    0.043496
     683       3    0.789861    0.039174
     683       4    0.746886    0.040494
     684       1    0.984761    0.011673
     684       2    0.938883    0.023012
     684       3    0.825939    0.036536
     684       4    0.988748    0.011198
     685       1    0.695299    0.044513
     685       2    0.676931    0.045484
     685       3    0.791406    0.038614
     685       4    0.743478    0.040439
     686       1    0.860953    0.033637
     686       2    0.860749    0.032166
     686       3    0.964024    0.018059
     686       4    0.821862    0.035665
     687       1    0.662798    0.043945
     687       2    0.760478    0.040119
     687       3    0.864418    0.032151
     687       4    0.778668    0.038686
     688       1    0.655701    0.044308
     688       2    0.907543    0.026682
     688       3    0.750150    0.040434
     688       4    0.867072    0.032077
     689       1    0.983951    0.012548
     689       2    0.981373    0.013983
     689       3    0.896960    0.028672
     689       4    0.920718    0.024934
     690       1    0.686496    0.041955
     690       2    0.978872    0.014005
     690       3    0.927070    0.023879
     690       4    0.935425    0.022541
     691       1    0.794833    0.039297
     691       2    0.765288    0.039751
     691       3    0.524773    0.047884
     691       4    0.660673    0.042564
     692       1    0.700580    0.044187
     692       2    0.975972    0.015623
     692       3    0.923794    0.024695
     692       4    0.881106    0.029591
     693       1    0.984912    0.011925
     693       2    0.931045    0.023379
     693       3    0.829194    0.032443
     693       4    0.989005    0.010581
     694       1    0.851321    0.034868
     694       2    0.778091    0.038398
     694       3    0.946250    0.020980
     694       4    0.858372    0.033358
     695       1    0.709410    0.042509
     695       2    0.978228    0.014632
     695       3    0.925952    0.024994
     695       4    0.934691    0.022369
     696       1    0.834673    0.035178
     696       2    0.807016    0.036942
     696       3    0.857068    0.032233
     696       4    0.695800    0.044569
     697       1    0.483177    0.047913
     697       2    0.567719    0.047057
     697       3    0.451075    0.045618
     697       4    0.771973    0.040069
     698       1    0.446209    0.045367
     698       2    0.403794    0.045488
     698       3    0.380171    0.045929
     698       4    0.673065    0.043996
     699       1    0.747507    0.042516
     699       2    0.551665    0.048376
     699       3    0.456305    0.046151
     699       4    0.716847    0.042892
     700       1    0.515830    0.048538
     700       2    0.224825    0.040548
     700       3    0.372948    0.046122
     700       4    0.650462    0.044092
     701       1    0.486185    0.047959
     701       2    0.778481    0.040018
     701       3    0.629874    0.044946
     701       4    0.354095    0.046756
     702       1    0.742402    0.043466
     702       2    0.996990    0.005015
     702       3    0.996511    0.005362
     702       4    0.994862    0.006885
     703       1    0.486965    0.049161
     703       2    0.778189    0.040097
     703       3    0.630449    0.044609
     703       4    0.350332    0.043475
     704       1    0.514407    0.048358
     704       2    0.226807    0.039803
     704       3    0.374579    0.044810
     704       4    0.650311    0.042087
     705       1    0.696912    0.043954
     705       2    0.861586    0.032328
     705       3    0.921693    0.026042
     705       4    0.925970    0.025170
     706       1    0.486694    0.048528
     706       2    0.775506    0.039709
     706       3    0.631200    0.046790
     706       4    0.349003    0.045305
     707       1    0.878395    0.030878
     707       2    0.974302    0.016061
     707       3    0.905000    0.027143
     707       4    0.765295    0.038123
     708       1    0.610632    0.046349
     708       2    0.826217    0.035685
     708       3    0.858744    0.032884
     708       4    0.821492    0.035926
     709       1    0.994964    0.006798
     709       2    0.934114    0.023460
     709       3    0.828117    0.035977
     709       4    0.991350    0.009048
     710       1    0.925314    0.025014
     710       2    0.961117    0.017751
     710       3    0.933968    0.023796
     710       4    0.893393    0.028764
     711       1    0.582678    0.047175
     711       2    0.687937    0.043302
     711       3    0.654859    0.046096
     711       4    0.762728    0.039917
     712       1    0.555627    0.046457
     712       2    0.414288    0.046113
     712       3    0.412416    0.047081
     712       4    0.372979    0.044994
     713       1    0.619173    0.048190
     713       2    0.493634    0.048779
     713       3    0.473398    0.045182
     713       4    0.466975    0.047306
     714       1    0.578115    0.047826
     714       2    0.687982    0.042833
     714       3    0.643801    0.045767
     714       4    0.760080    0.038663
     715       1    0.404314    0.046551
     715       2    0.245387    0.039543
     715       3    0.185928    0.036811
     715       4    0.231197    0.040171
     716       1    0.984541    0.012163
     716       2    0.991982    0.008837
     716       3    0.896684    0.028637
     716       4    0.923945    0.024370
     717       1    0.995347    0.006978
     717       2    0.933497    0.022965
     717       3    0.829443    0.033056
     717       4    0.990854    0.010535
     718       1    0.853536    0.033640
     718       2    0.825484    0.035740
     718       3    0.756645    0.039864
     718       4    0.849213    0.032750
     719       1    0.555423    0.046015
     719       2    0.396939    0.045128
     719       3    0.421998    0.045898
     719       4    0.372723    0.045858
     720       1    0.934158    0.023915
     720       2    0.915624    0.025388
     720       3    0.934160    0.023574
     720       4    0.898357    0.029254
     721       1    0.413746    0.047532
     721       2    0.228853    0.038667
     721       3    0.183889    0.036899
     721       4    0.229878    0.037891
     722       1    0.416397    0.048211
     722       2    0.228222    0.039197
     722       3    0.184100    0.036653
     722       4    0.228815    0.039797
     723       1    0.586223    0.046008
     723       2    0.771670    0.038695
     723       3    0.818400    0.036327
     723       4    0.774045    0.038919
     724       1    0.928332    0.025248
     724       2    0.979013    0.014114
     724       3    0.928750    0.024449
     724       4    0.895038    0.028807
     725       1    0.215287    0.037943
     725       2    0.190175    0.037741
     725       3    0.294477    0.041914
     725       4    0.237875    0.040889
     726       1    0.922386    0.026660
     726       2    0.614390    0.048356
     726       3    0.781114    0.040370
     726       4    0.955511    0.020749
     727       1    0.495833    0.046642
     727       2    0.865899    0.032628
     727       3    0.684574    0.044887
     727       4    0.468301    0.045602
     728       1    0.750693    0.040823
     728       2    0.491653    0.046348
     728       3    0.617428    0.045993
     728       4    0.741167    0.041460
     729       1    0.928207    0.024768
     729       2    0.978468    0.014398
     729       3    0.928441    0.023656
     729       4    0.894442    0.027676
     730       1    0.992969    0.008595
     730       2    0.930621    0.023288
     730       3    0.826107    0.035034
     730       4    0.980828    0.013760
     731       1    0.890385    0.030216
     731       2    0.715955    0.042250
     731       3    0.839090    0.035898
     731       4    0.869160    0.031352
     732       1    0.115212    0.030710
     732       2    0.354331    0.045741
     732       3    0.337491    0.043504
     732       4    0.151967    0.033586
     733       1    0.116118    0.031491
     733       2    0.353191    0.043725
     733       3    0.339010    0.044350
     733       4    0.152584    0.032618
     734       1    0.993885    0.007664
     734       2    0.930143    0.023402
     734       3    0.826940    0.036968
     734       4    0.980190    0.013427
     735       1    0.794227    0.039338
     735       2    0.705722    0.043932
     735       3    0.706152    0.043218
     735       4    0.788211    0.037081
     736       1    0.898974    0.028561
     736       2    0.660756    0.044407
     736       3    0.776565    0.039170
     736       4    0.872474    0.030924
     737       1    0.927685    0.023889
     737       2    0.979653    0.013877
     737       3    0.945284    0.022000
     737       4    0.893061    0.027970
     738       1    0.724178    0.043733
     738       2    0.996598    0.005699
     738       3    0.996802    0.005773
     738       4    0.995395    0.007010
     739       1    0.794831    0.038732
     739       2    0.706494    0.042880
     739       3    0.707708    0.043141
     739       4    0.788226    0.039265
     740       1    0.746414    0.040916
     740       2    0.617111    0.045213
     740       3    0.563541    0.046842
     740       4    0.538270    0.044618
     741       1    0.948994    0.021455
     741       2    0.799391    0.037097
     741       3    0.817270    0.037760
     741       4    0.909159    0.025637
     742       1    0.967605    0.017267
     742       2    0.911685    0.026437
     742       3    0.861442    0.030838
     742       4    0.772174    0.037751
     743       1    0.993598    0.008420
     743       2    0.932206    0.024296
     743       3    0.825437    0.036937
     743       4    0.980794    0.012990
     744       1    0.934921    0.023828
     744       2    0.835243    0.035591
     744       3    0.801014    0.037694
     744       4    0.770042    0.037787
     745       1    0.971870    0.016002
     745       2    0.927326    0.023237
     745       3    0.821052    0.036840
     745       4    0.949313    0.020760
     746       1    0.053218    0.020876
     746       2    0.204235    0.037759
     746       3    0.185737    0.036759
     746       4    0.095141    0.028638
     747       1    0.975289    0.015076
     747       2    0.871418    0.030482
     747       3    0.992042    0.009055
     747       4    0.955748    0.019052
     748       1    0.949787    0.020754
     748       2    0.797905    0.037078
     748       3    0.817198    0.036262
     748       4    0.907602    0.028092
     749       1    0.029409    0.016989
     749       2    0.075954    0.025604
     749       3    0.178185    0.036132
     749       4    0.052913    0.021623
     750       1    0.976213    0.015088
     750       2    0.869806    0.032137
     750       3    0.992160    0.008684
     750       4    0.956176    0.019256
     751       1    0.039276    0.018919
     751       2    0.077393    0.025003
     751       3    0.181708    0.037662
     751       4    0.080825    0.026074
     752       1    0.962929    0.018741
     752       2    0.924595    0.025491
     752       3    0.818687    0.035963
     752       4    0.923277    0.024586
     753       1    0.756852    0.041697
     753       2    0.460205    0.046754
     753       3    0.591573    0.046850
     753       4    0.766271    0.040532
     754       1    0.960694    0.018049
     754       2    0.923827    0.025092
     754       3    0.822316    0.035524
     754       4    0.922287    0.025256
     755       1    0.844353    0.034245
     755       2    0.780809    0.038411
     755       3    0.720712    0.042795
     755       4    0.601528    0.046130
     756       1    0.595681    0.046672
     756       2    0.938887    0.023078
     756       3    0.902948    0.028534
     756       4    0.892174    0.028960
     757       1    0.040278    0.019132
     757       2    0.078678    0.024514
     757       3    0.181646    0.035816
     757       4    0.080629    0.025989
     758       1    0.962013    0.018449
     758       2    0.924885    0.025444
     758       3    0.819668    0.035230
     758       4    0.921560    0.025075
     759       1    0.983339    0.012406
     759       2    0.929318    0.025029
     759       3    0.826597    0.033963
     759       4    0.978707    0.013878
     760       1    0.961010    0.019554
     760       2    0.924731    0.023963
     760       3    0.820388    0.035128
     760       4    0.924155    0.024062
     761       1    0.058930    0.022379
     761       2    0.079993    0.026342
     761       3    0.184159    0.036962
     761       4    0.116003    0.030850
     762       1    0.963578    0.018609
     762       2    0.925586    0.025297
     762       3    0.823598    0.034560
     762       4    0.948676    0.020591
     763       1    0.059353    0.023048
     763       2    0.080753    0.027018
     763       3    0.183776    0.036903
     763       4    0.115635    0.028834
     764       1    0.960863    0.019038
     764       2    0.923290    0.025198
     764       3    0.818862    0.036910
     764       4    0.887583    0.030008
     765       1    0.959980    0.019701
     765       2    0.922744    0.026514
     765       3    0.817109    0.037678
     765       4    0.887036    0.028352
     766       1    0.959947    0.019373
     766       2    0.923323    0.023525
     766       3    0.818968    0.035695
     766       4    0.888357    0.028511
     767       1    0.650743    0.044845
     767       2    0.588701    0.047573
     767       3    0.392349    0.046790
     767       4    0.391720    0.046898
     768       1    0.654213    0.046236
     768       2    0.585290    0.046826
     768       3    0.394331    0.044336
     768       4    0.395023    0.046731
     769       1    0.338837    0.043034
     769       2    0.412664    0.045780
     769       3    0.606947    0.045878
     769       4    0.612971    0.044575
     770       1    0.655563    0.045591
     770       2    0.587608    0.046560
     770       3    0.393818    0.045755
     770       4    0.400968    0.047075
     771       1    0.938211    0.023609
     771       2    0.710585    0.043548
     771       3    0.812490    0.037435
     771       4    0.905175    0.028320
     772       1    0.826207    0.036889
     772       2    0.775564    0.039516
     772       3    0.896512    0.028099
     772       4    0.810805    0.035525
     773       1    0.492627    0.047168
     773       2    0.355058    0.046604
     773       3    0.294876    0.042952
     773       4    0.208065    0.039011
     774       1    0.716992    0.044976
     774       2    0.996928    0.005885
     774       3    0.996220    0.006497
     774       4    0.995856    0.006308
     775       1    0.493232    0.049677
     775       2    0.354777    0.044578
     775       3    0.298133    0.044409
     775       4    0.210336    0.037685
     776       1    0.681239    0.046218
     776       2    0.579248    0.047599
     776       3    0.397803    0.044230
     776       4    0.429585    0.047469
     777       1    0.987380    0.010587
     777       2    0.994504    0.007206
     777       3    0.820765    0.035383
     777       4    0.992644    0.008703
     778       1    0.921380    0.026452
     778       2    0.879404    0.029904
     778       3    0.991169    0.009040
     778       4    0.963460    0.017125
     779       1    0.516977    0.046534
     779       2    0.438039    0.045141
     779       3    0.488377    0.047366
     779       4    0.264544    0.041154
     780       1    0.921226    0.026444
     780       2    0.877935    0.030133
     780       3    0.991018    0.009829
     780       4    0.964084    0.017595
     781       1    0.734921    0.041057
     781       2    0.777896    0.039645
     781       3    0.706914    0.041746
     781       4    0.616953    0.046295
     782       1    0.455992    0.048184
     782       2    0.520875    0.046519
     782       3    0.424727    0.047205
     782       4    0.600222    0.045927
     783       1    0.551514    0.047016
     783       2    0.224428    0.039875
     783       3    0.285268    0.043720
     783       4    0.422193    0.045229
     784       1    0.995526    0.006890
     784       2    0.968217    0.016416
     784       3    0.829567    0.034764
     784       4    0.991706    0.009215
     785       1    0.730066    0.042016
     785       2    0.760973    0.040963
     785       3    0.720371    0.041060
     785       4    0.678387    0.043393
     786       1    0.876337    0.031983
     786       2    0.982983    0.013049
     786       3    0.905602    0.026636
     786       4    0.980678    0.013041
     787       1    0.890952    0.029453
     787       2    0.952368    0.020115
     787       3    0.951793    0.021123
     787       4    0.918433    0.025102
     788       1    0.927311    0.024741
     788       2    0.980138    0.013528
     788       3    0.954830    0.019194
     788       4    0.885498    0.029048
     789       1    0.927718    0.024556
     789       2    0.980772    0.012525
     789       3    0.955904    0.019313
     789       4    0.885554    0.029098
     790       1    0.878603    0.029963
     790       2    0.993775    0.007899
     790       3    0.993874    0.007393
     790       4    0.935453    0.022112
     791       1    0.557757    0.048084
     791       2    0.237189    0.040405
     791       3    0.245256    0.041593
     791       4    0.350888    0.044064
     792       1    0.443732    0.047994
     792       2    0.765162    0.040815
     792       3    0.757316    0.039871
     792       4    0.626922    0.045123
     793       1    0.937453    0.023275
     793       2    0.781569    0.037641
     793       3    0.831205    0.035897
     793       4    0.863906    0.031392
     794       1    0.812618    0.039011
     794       2    0.784243    0.038012
     794       3    0.742112    0.040382
     794       4    0.717308    0.041807
     795       1    0.733171    0.041260
     795       2    0.412588    0.046709
     795       3    0.494659    0.046995
     795       4    0.654061    0.042141
     796       1    0.267915    0.041110
     796       2    0.588774    0.046483
     796       3    0.513431    0.046146
     796       4    0.348663    0.043927
     797       1    0.802403    0.037271
     797       2    0.658333    0.044501
     797       3    0.669847    0.043674
     797       4    0.794721    0.039405
     798       1    0.971606    0.015336
     798       2    0.942092    0.023019
     798       3    0.865217    0.032349
     798       4    0.883300    0.028999
     799       1    0.268393    0.043254
     799       2    0.588510    0.046154
     799       3    0.508396    0.046645
     799       4    0.349615    0.044336
     800       1    0.907158    0.028266
     800       2    0.799789    0.037781
     800       3    0.775099    0.040387
     800       4    0.800174    0.038253
     801       1    0.907564    0.029155
     801       2    0.800461    0.038428
     801       3    0.774077    0.040380
     801       4    0.799024    0.037292
     802       1    0.107554    0.029091
     802       2    0.309056    0.044815
     802       3    0.240569    0.040628
     802       4    0.209710    0.038885
     803       1    0.747540    0.041472
     803       2    0.475377    0.047395
     803       3    0.503717    0.047522
     803       4    0.655726    0.044654
     804       1    0.450663    0.046026
     804       2    0.896475    0.029178
     804       3    0.757666    0.040111
     804       4    0.705028    0.041748
     805       1    0.938412    0.023249
     805       2    0.838960    0.035673
     805       3    0.737691    0.040053
     805       4    0.872955    0.031760
     806       1    0.808825    0.038744
     806       2    0.632334    0.045496
     806       3    0.771031    0.039156
     806       4    0.898188    0.028615
     807       1    0.376211    0.046446
     807       2    0.806148    0.037199
     807       3    0.649445    0.044978
     807       4    0.667857    0.044703
     808       1    0.665516    0.044981
     808       2    0.985231    0.011884
     808       3    0.985883    0.011078
     808       4    0.992158    0.008834
     809       1    0.709011    0.044419
     809       2    0.815802    0.035891
     809       3    0.667164    0.045534
     809       4    0.693519    0.044060
     810       1    0.891755    0.030044
     810       2    0.657714    0.043065
     810       3    0.805818    0.038845
     810       4    0.606227    0.045637
     811       1    0.820729    0.036751
     811       2    0.707846    0.043080
     811       3    0.845006    0.032833
     811       4    0.891499    0.028822
     812       1    0.650676    0.045276
     812       2    0.657419    0.044568
     812       3    0.405742    0.046656
     812       4    0.577413    0.046167
     813       1    0.909822    0.027656
     813       2    0.883164    0.029240
     813       3    0.858257    0.032641
     813       4    0.973664    0.015771
     814       1    0.940062    0.022319
     814       2    0.879889    0.029317
     814       3    0.990864    0.009584
     814       4    0.963873    0.017854
     815       1    0.892116    0.029305
     815       2    0.887264    0.029858
     815       3    0.783773    0.038747
     815       4    0.751892    0.040758
     816       1    0.444128    0.047160
     816       2    0.465441    0.047204
     816       3    0.741880    0.040459
     816       4    0.569975    0.046408
     817       1    0.244214    0.040247
     817       2    0.453234    0.046367
     817       3    0.695796    0.042448
     817       4    0.414966    0.045833
     818       1    0.873165    0.031866
     818       2    0.667631    0.044557
     818       3    0.756646    0.041051
     818       4    0.663797    0.043605
     819       1    0.910735    0.027409
     819       2    0.893484    0.029100
     819       3    0.929388    0.023724
     819       4    0.976156    0.015188
     820       1    0.814144    0.037462
     820       2    0.991497    0.008762
     820       3    0.983003    0.012117
     820       4    0.898284    0.028307
     821       1    0.246879    0.041856
     821       2    0.552909    0.048862
     821       3    0.702862    0.044120
     821       4    0.414596    0.045881
     822       1    0.840779    0.035157
     822       2    0.509521    0.047331
     822       3    0.341579    0.044590
     822       4    0.570762    0.046805
     823       1    0.749914    0.042299
     823       2    0.402759    0.047065
     823       3    0.272958    0.043482
     823       4    0.548367    0.048515
     824       1    0.437192    0.048942
     824       2    0.614419    0.045272
     824       3    0.758381    0.040761
     824       4    0.594772    0.046835
     825       1    0.248258    0.041152
     825       2    0.596648    0.046620
     825       3    0.729221    0.041348
     825       4    0.453593    0.045414
     826       1    0.810855    0.036818
     826       2    0.989263    0.010621
     826       3    0.971924    0.015890
     826       4    0.862239    0.031820
     827       1    0.755054    0.041865
     827       2    0.456862    0.049315
     827       3    0.275463    0.041438
     827       4    0.548586    0.046223
     828       1    0.810390    0.037964
     828       2    0.924753    0.024093
     828       3    0.967577    0.016712
     828       4    0.855697    0.033565
     829       1    0.910151    0.027242
     829       2    0.874900    0.032440
     829       3    0.989315    0.010356
     829       4    0.918938    0.026416
     830       1    0.502933    0.048455
     830       2    0.465803    0.047753
     830       3    0.438566    0.046454
     830       4    0.341388    0.044756
     831       1    0.927358    0.025880
     831       2    0.641830    0.045959
     831       3    0.642560    0.044766
     831       4    0.695763    0.042880
     832       1    0.926016    0.025923
     832       2    0.642194    0.044546
     832       3    0.642697    0.044320
     832       4    0.697080    0.044448
     833       1    0.252197    0.042194
     833       2    0.164028    0.034804
     833       3    0.330240    0.045290
     833       4    0.230930    0.040473
     834       1    0.811225    0.036830
     834       2    0.926476    0.024273
     834       3    0.977918    0.014040
     834       4    0.908217    0.027679
     835       1    0.286100    0.042746
     835       2    0.339414    0.044729
     835       3    0.452238    0.047560
     835       4    0.221757    0.037620
     836       1    0.717335    0.043865
     836       2    0.673062    0.044569
     836       3    0.596427    0.046309
     836       4    0.779533    0.037499
     837       1    0.772588    0.040036
     837       2    0.594657    0.046395
     837       3    0.656456    0.045806
     837       4    0.556688    0.046892
     838       1    0.808565    0.038366
     838       2    0.924907    0.025156
     838       3    0.958591    0.018573
     838       4    0.872316    0.030863
     839       1    0.680262    0.045295
     839       2    0.517434    0.047986
     839       3    0.624445    0.045331
     839       4    0.532492    0.046933
     840       1    0.966912    0.016928
     840       2    0.835954    0.033869
     840       3    0.922086    0.025146
     840       4    0.986917    0.011587
     841       1    0.526542    0.046670
     841       2    0.429962    0.047551
     841       3    0.543436    0.048163
     841       4    0.518523    0.046430
     842       1    0.901503    0.028299
     842       2    0.920378    0.024723
     842       3    0.955101    0.020332
     842       4    0.978453    0.014115
     843       1    0.438204    0.049262
     843       2    0.252903    0.039771
