   locus      deme_1      deme_2      deme_3
    4473    0.542000    0.461250    0.520750
    4474    0.499000    0.561000    0.497000
    4475    0.528500    0.503000    0.496750
    4476    0.499500    0.562250    0.511250
    4477    0.470000    0.639000    0.487250
    4478    0.439250    0.742750    0.485750
    4479    0.472000    0.579750    0.561250
    4480    0.459000    0.575000    0.571250
    4481    0.341250    0.838750    0.506250
    4482    0.525000    0.564000    0.411500
    4483    0.529750    0.421500    0.559000
    4484    0.464750    0.672250    0.512500
    4485    0.529250    0.349500    0.575500
    4486    0.547000    0.500250    0.544750
    4487    0.526000    0.460500    0.452750
    4488    0.560750    0.494750    0.393500
    4489    0.535000    0.535250    0.482500
    4490    0.537250    0.534750    0.535500
    4491    0.489500    0.568750    0.526500
    4492    0.504750    0.480000    0.553250
    4493    0.502250    0.574000    0.514000
    4494    0.457750    0.520750    0.516250
    4495    0.356250    0.711500    0.662500
    4496    0.561000    0.544750    0.366750
    4497    0.578750    0.544750    0.357750
    4498    0.448750    0.626750    0.567500
    4499    0.546500    0.521000    0.499000
    4500    0.517250    0.402000    0.558250
    4501    0.345500    0.697500    0.704500
    4502    0.259250    0.836000    0.630000
    4503    0.571000    0.556750    0.334500
    4504    0.553000    0.454000    0.510250
    4505    0.544250    0.390500    0.558750
    4506    0.545750    0.301000    0.604500
    4507    0.600500    0.099250    0.576750
    4508    0.445750    0.651250    0.545500
    4509    0.631000    0.097000    0.515000
    4510    0.524500    0.364250    0.580750
    4511    0.513500    0.284250    0.421750
    4512    0.492500    0.280000    0.441250
    4513    0.529750    0.428000    0.567000
    4514    0.528250    0.561750    0.427250
    4515    0.442000    0.661000    0.558250
    4516    0.542250    0.531750    0.448000
    4517    0.529000    0.570750    0.409000
    4518    0.469250    0.592250    0.585750
    4519    0.490750    0.582500    0.562500
    4520    0.486000    0.530000    0.592750
    4521    0.370750    0.706000    0.617750
    4522    0.579000    0.564750    0.264750
    4523    0.535750    0.481000    0.433750
    4524    0.523500    0.564250    0.426250
    4525    0.283250    0.840000    0.598750
    4526    0.522000    0.553500    0.425750
    4527    0.594000    0.310750    0.272250
    4528    0.519000    0.421500    0.553500
    4529    0.419500    0.642000    0.586000
    4530    0.627750    0.162000    0.331250
    4531    0.566000    0.498750    0.430750
    4532    0.526250    0.574500    0.418750
    4533    0.435500    0.583250    0.584750
    4534    0.493000    0.273250    0.709000
    4535    0.509750    0.493750    0.602250
    4536    0.551750    0.528500    0.389000
    4537    0.469000    0.658750    0.475000
    4538    0.426500    0.596500    0.593250
    4539    0.530500    0.414750    0.566250
    4540    0.493000    0.639000    0.457250
    4541    0.561000    0.416750    0.490000
    4542    0.531000    0.463750    0.526000
    4543    0.526750    0.416000    0.580500
    4544    0.463500    0.552250    0.614250
    4545    0.609750    0.329750    0.360500
    4546    0.582000    0.406500    0.455500
    4547    0.538750    0.361000    0.587500
    4548    0.551750    0.452500    0.529000
    4549    0.507750    0.460250    0.597750
    4550    0.450000    0.647750    0.548750
    4551    0.523750    0.532250    0.529000
    4552    0.488500    0.669500    0.401750
    4553    0.512250    0.494250    0.597000
    4554    0.483000    0.593000    0.496250
    4555    0.503250    0.582250    0.506000
    4556    0.470000    0.642000    0.471500
    4557    0.548000    0.362500    0.588500
    4558    0.511000    0.563750    0.517000
    4559    0.473000    0.438750    0.387500
    4560    0.479000    0.488750    0.291500
    4561    0.455250    0.568000    0.583500
    4562    0.268750    0.822250    0.616750
    4563    0.561500    0.537750    0.345250
    4564    0.531000    0.576250    0.421250
    4565    0.495000    0.473000    0.603500
    4566    0.485000    0.590250    0.507250
    4567    0.669000    0.050250    0.134750
    4568    0.531500    0.524500    0.449000
    4569    0.530750    0.501000    0.504250
    4570    0.494250    0.514750    0.592250
    4571    0.362250    0.704000    0.602250
    4572    0.586750    0.173750    0.595250
    4573    0.468500    0.582250    0.577250
    4574    0.673000    0.207750    0.210500
    4575    0.560000    0.522250    0.448000
    4576    0.532500    0.508250    0.506000
    4577    0.554500    0.239750    0.620000
    4578    0.532750    0.276500    0.378500
    4579    0.552000    0.507250    0.512000
    4580    0.484500    0.542250    0.593500
    4581    0.425250    0.494250    0.573750
    4582    0.487000    0.474000    0.643500
    4583    0.492000    0.618000    0.495750
    4584    0.445250    0.384500    0.467000
    4585    0.518750    0.464750    0.582000
    4586    0.466500    0.589000    0.574500
    4587    0.433250    0.439500    0.442750
    4588    0.554500    0.367250    0.514250
    4589    0.569250    0.393750    0.516750
    4590    0.532750    0.392750    0.563000
    4591    0.378500    0.734750    0.568000
    4592    0.460750    0.568500    0.585750
    4593    0.444000    0.650000    0.525750
    4594    0.480500    0.533000    0.587250
    4595    0.476000    0.469750    0.628000
    4596    0.544250    0.536250    0.408250
    4597    0.501500    0.437500    0.649750
    4598    0.656750    0.217750    0.292000
    4599    0.489500    0.562500    0.541000
    4600    0.331500    0.763000    0.626250
    4601    0.457000    0.596000    0.578750
    4602    0.530250    0.555750    0.435750
    4603    0.528750    0.295750    0.656000
    4604    0.518750    0.517000    0.518000
    4605    0.500250    0.623750    0.373750
    4606    0.586750    0.242000    0.562000
    4607    0.593500    0.232250    0.562000
    4608    0.537750    0.515250    0.525000
    4609    0.546000    0.411000    0.540750
    4610    0.502250    0.580000    0.516000
    4611    0.527250    0.438750    0.593000
    4612    0.299750    0.672250    0.750750
    4613    0.482750    0.617250    0.489250
    4614    0.534000    0.515500    0.462000
    4615    0.383000    0.661750    0.527250
    4616    0.469750    0.579250    0.567500
    4617    0.532500    0.565000    0.415500
    4618    0.504750    0.529500    0.574500
    4619    0.549000    0.528750    0.461250
    4620    0.525750    0.515500    0.534500
    4621    0.484750    0.547000    0.554250
    4622    0.367500    0.611000    0.716250
    4623    0.517000    0.414750    0.565750
    4624    0.466250    0.638000    0.518750
    4625    0.527500    0.553000    0.432500
    4626    0.428000    0.637750    0.533000
    4627    0.459250    0.577000    0.572250
    4628    0.504500    0.617250    0.428500
    4629    0.492250    0.579750    0.536000
    4630    0.498500    0.466000    0.635750
    4631    0.404000    0.597500    0.525500
    4632    0.536250    0.505000    0.501750
    4633    0.501500    0.573000    0.520500
    4634    0.446500    0.643750    0.531250
    4635    0.483750    0.549500    0.589250
    4636    0.671250    0.096500    0.401000
    4637    0.445750    0.597250    0.578250
    4638    0.531000    0.564250    0.422500
    4639    0.464000    0.568000    0.569750
    4640    0.455750    0.230250    0.578000
    4641    0.508500    0.522000    0.529250
    4642    0.552750    0.082750    0.705000
    4643    0.598750    0.042000    0.612250
    4644    0.499750    0.518250    0.571000
    4645    0.436250    0.596000    0.602500
    4646    0.490250    0.488500    0.607750
    4647    0.461750    0.480500    0.644250
    4648    0.470250    0.551250    0.354500
    4649    0.568750    0.451000    0.449250
    4650    0.474000    0.502250    0.617250
    4651    0.472500    0.494250    0.624750
    4652    0.413250    0.501500    0.463500
    4653    0.498750    0.550500    0.505250
    4654    0.526000    0.565250    0.425000
    4655    0.523500    0.556750    0.428500
    4656    0.565250    0.156000    0.620250
    4657    0.501500    0.197500    0.728500
    4658    0.543750    0.514000    0.505750
    4659    0.476500    0.459500    0.517250
    4660    0.499500    0.579500    0.504500
    4661    0.551250    0.519750    0.458500
    4662    0.487000    0.542500    0.557250
    4663    0.465500    0.573500    0.582500
    4664    0.553500    0.559250    0.417500
    4665    0.513500    0.471000    0.541500
    4666    0.434250    0.604750    0.593750
    4667    0.548250    0.504750    0.509000
    4668    0.538750    0.454500    0.524000
    4669    0.541000    0.528750    0.512250
    4670    0.532500    0.545500    0.492500
    4671    0.472000    0.582250    0.584000
    4672    0.459250    0.576250    0.570250
    4673    0.497500    0.579000    0.499750
    4674    0.490750    0.607250    0.371500
    4675    0.523500    0.568500    0.432250
    4676    0.528250    0.432750    0.569250
    4677    0.417750    0.724000    0.435000
    4678    0.518000    0.577250    0.472250
    4679    0.442000    0.640750    0.587000
    4680    0.440500    0.637000    0.572250
    4681    0.411750    0.514750    0.562750
    4682    0.416750    0.596500    0.603750
    4683    0.423250    0.331750    0.732250
    4684    0.535500    0.381750    0.564500
    4685    0.496500    0.591750    0.496000
    4686    0.508000    0.506500    0.471500
    4687    0.527750    0.526000    0.484750
    4688    0.468500    0.577500    0.564000
    4689    0.469250    0.587000    0.574000
    4690    0.574750    0.161500    0.576500
    4691    0.473000    0.574250    0.578500
    4692    0.419750    0.568750    0.631250
    4693    0.518750    0.342500    0.348250
    4694    0.526000    0.585500    0.478500
    4695    0.511750    0.570750    0.503000
    4696    0.532500    0.594000    0.456250
    4697    0.523500    0.523750    0.474500
    4698    0.539750    0.561750    0.434500
    4699    0.440000    0.595750    0.633750
    4700    0.660000    0.136000    0.423500
    4701    0.469750    0.529000    0.609750
    4702    0.596250    0.521250    0.265250
    4703    0.548500    0.471000    0.511250
    4704    0.533000    0.525750    0.533750
    4705    0.497750    0.572500    0.510250
    4706    0.499750    0.615250    0.472000
    4707    0.492750    0.514250    0.575750
    4708    0.587000    0.460250    0.348000
    4709    0.487750    0.612000    0.476750
    4710    0.479500    0.610500    0.481750
    4711    0.504250    0.565750    0.517000
    4712    0.537250    0.442750    0.528000
    4713    0.509750    0.548000    0.498000
    4714    0.581000    0.469250    0.350750
    4715    0.707000    0.085750    0.162250
    4716    0.375750    0.367500    0.742500
    4717    0.489250    0.435000    0.608500
    4718    0.481250    0.607500    0.543500
    4719    0.548000    0.293250    0.586500
    4720    0.611750    0.028250    0.557250
    4721    0.549250    0.409250    0.588750
    4722    0.469750    0.241250    0.587250
    4723    0.505250    0.566750    0.522250
    4724    0.515500    0.457750    0.586250
    4725    0.505500    0.502250    0.568000
    4726    0.582000    0.184500    0.593250
    4727    0.513500    0.576500    0.516000
    4728    0.465750    0.573750    0.583750
    4729    0.343500    0.842250    0.328000
    4730    0.506000    0.444500    0.629000
    4731    0.431750    0.663500    0.289500
    4732    0.405500    0.595250    0.561750
    4733    0.536250    0.421000    0.565500
    4734    0.430750    0.591250    0.346750
    4735    0.455500    0.419000    0.565500
    4736    0.504750    0.596500    0.479500
    4737    0.497750    0.529250    0.613500
    4738    0.529500    0.580750    0.356500
    4739    0.532500    0.599250    0.270250
    4740    0.537250    0.579500    0.361250
    4741    0.555250    0.579500    0.357250
    4742    0.538250    0.579500    0.353000
    4743    0.539000    0.426000    0.566500
    4744    0.522750    0.440000    0.439750
    4745    0.502250    0.520000    0.562750
    4746    0.545250    0.367250    0.620750
    4747    0.581000    0.160000    0.597750
    4748    0.502000    0.505500    0.588000
    4749    0.543750    0.509500    0.502500
    4750    0.483000    0.640000    0.469750
    4751    0.494000    0.580500    0.509750
    4752    0.601250    0.147000    0.558500
    4753    0.504250    0.512250    0.574000
    4754    0.475250    0.597250    0.532750
    4755    0.468000    0.583750    0.529250
    4756    0.514000    0.448000    0.590750
    4757    0.508750    0.391500    0.624250
    4758    0.543000    0.353750    0.578250
    4759    0.493000    0.475250    0.580000
    4760    0.559250    0.514000    0.493250
    4761    0.528750    0.272500    0.666500
    4762    0.526250    0.597750    0.402750
    4763    0.540250    0.502000    0.514250
    4764    0.470500    0.639250    0.507500
    4765    0.508750    0.575750    0.520250
    4766    0.516250    0.592250    0.403500
    4767    0.475000    0.522250    0.632500
    4768    0.597000    0.065750    0.627000
    4769    0.493250    0.582250    0.506750
    4770    0.428000    0.603000    0.611750
    4771    0.461250    0.584750    0.569750
    4772    0.528250    0.596500    0.406750
    4773    0.544000    0.453500    0.517000
    4774    0.470500    0.574750    0.587250
    4775    0.462500    0.576000    0.561750
    4776    0.588000    0.271250    0.523250
    4777    0.588750    0.236250    0.524500
    4778    0.503000    0.579000    0.503500
    4779    0.503250    0.505750    0.584000
    4780    0.563250    0.349500    0.549000
    4781    0.505250    0.601000    0.461500
    4782    0.531250    0.271250    0.635750
    4783    0.544750    0.572000    0.346500
    4784    0.527750    0.598750    0.456500
    4785    0.396000    0.623000    0.491250
    4786    0.558000    0.539250    0.394250
    4787    0.509250    0.223000    0.714500
    4788    0.508750    0.505750    0.580500
    4789    0.516750    0.568250    0.499750
    4790    0.470000    0.526250    0.590000
    4791    0.533000    0.436000    0.553750
    4792    0.528500    0.604250    0.347750
    4793    0.570500    0.298000    0.510750
    4794    0.516250    0.532000    0.547500
    4795    0.574000    0.365500    0.539750
    4796    0.531750    0.251250    0.621500
    4797    0.481000    0.491250    0.582750
    4798    0.526750    0.020750    0.743250
    4799    0.459500    0.573250    0.578500
    4800    0.550500    0.513250    0.464500
    4801    0.511000    0.596750    0.469250
    4802    0.543250    0.512750    0.514500
    4803    0.504250    0.527000    0.529500
    4804    0.491000    0.600250    0.529500
    4805    0.495750    0.479250    0.623250
    4806    0.508000    0.636750    0.380000
    4807    0.581500    0.115250    0.617500
    4808    0.460000    0.575500    0.579500
    4809    0.535750    0.516500    0.521250
    4810    0.560500    0.543000    0.376750
    4811    0.545750    0.603500    0.341000
    4812    0.576000    0.111750    0.646000
    4813    0.552750    0.531250    0.404000
    4814    0.514250    0.592500    0.451000
    4815    0.534250    0.426750    0.561750
    4816    0.485250    0.675750    0.363250
    4817    0.559750    0.301750    0.551500
    4818    0.284500    0.939750    0.346750
    4819    0.488500    0.275000    0.506250
    4820    0.420750    0.615250    0.610000
    4821    0.584500    0.571250    0.262000
    4822    0.534250    0.429500    0.555500
    4823    0.510750    0.525500    0.525250
    4824    0.529250    0.433250    0.564500
    4825    0.512000    0.616250    0.418000
    4826    0.440500    0.685500    0.475500
    4827    0.432750    0.578750    0.625000
    4828    0.532250    0.565250    0.433750
    4829    0.521250    0.487000    0.546500
    4830    0.545500    0.548500    0.384250
    4831    0.493250    0.510500    0.574500
    4832    0.561750    0.516000    0.424000
    4833    0.579250    0.285250    0.544500
    4834    0.562750    0.428750    0.494250
    4835    0.546750    0.512000    0.499750
    4836    0.582500    0.286750    0.564500
    4837    0.584250    0.282500    0.546250
    4838    0.412000    0.434250    0.433000
    4839    0.539750    0.413000    0.561250
    4840    0.542250    0.563250    0.430250
    4841    0.403000    0.858250    0.252250
    4842    0.531000    0.415000    0.553750
    4843    0.439500    0.647000    0.548000
    4844    0.533500    0.507250    0.498500
    4845    0.497750    0.583500    0.510000
    4846    0.555000    0.511750    0.381250
    4847    0.388000    0.611000    0.626500
    4848    0.534000    0.514500    0.502250
    4849    0.545750    0.282250    0.590500
    4850    0.504500    0.401750    0.590500
    4851    0.520750    0.424250    0.596000
    4852    0.594250    0.309250    0.169250
    4853    0.467500    0.507000    0.623750
    4854    0.578250    0.294750    0.528250
    4855    0.581250    0.573750    0.256250
    4856    0.494000    0.482250    0.621750
    4857    0.507500    0.525750    0.519500
    4858    0.474000    0.506250    0.632000
    4859    0.405500    0.656500    0.598500
    4860    0.508500    0.575750    0.500000
    4861    0.576000    0.295250    0.324750
    4862    0.547000    0.446000    0.556000
    4863    0.539000    0.417000    0.563250
    4864    0.537250    0.422250    0.576000
    4865    0.161750    0.799500    0.702750
    4866    0.515250    0.541000    0.488000
    4867    0.415750    0.637250    0.601250
    4868    0.462250    0.559500    0.611750
    4869    0.555000    0.524500    0.416750
    4870    0.561500    0.413000    0.542000
    4871    0.401500    0.645000    0.611750
    4872    0.517250    0.586750    0.472250
    4873    0.571000    0.240000    0.452750
    4874    0.229000    0.703750    0.686750
    4875    0.545250    0.418000    0.565750
    4876    0.536250    0.424750    0.569250
    4877    0.525250    0.428750    0.560750
    4878    0.379750    0.702750    0.580500
    4879    0.532500    0.421750    0.565500
    4880    0.561000    0.494250    0.440500
    4881    0.550750    0.406500    0.519750
    4882    0.496250    0.577750    0.501250
    4883    0.544750    0.468750    0.520500
    4884    0.498000    0.551500    0.555250
    4885    0.544500    0.502000    0.512250
    4886    0.473500    0.569500    0.577500
    4887    0.516250    0.500000    0.577500
    4888    0.516750    0.466750    0.570750
    4889    0.508000    0.511500    0.584500
    4890    0.457500    0.587000    0.577000
    4891    0.503750    0.470750    0.584000
    4892    0.571000    0.427000    0.483000
    4893    0.600750    0.459250    0.365250
    4894    0.558000    0.542500    0.410250
    4895    0.531750    0.428250    0.574500
    4896    0.557000    0.260250    0.448250
    4897    0.563250    0.307250    0.201250
    4898    0.515250    0.597000    0.410750
    4899    0.559750    0.308000    0.236000
    4900    0.544250    0.565750    0.424500
    4901    0.507500    0.648250    0.157500
    4902    0.551250    0.435750    0.211500
    4903    0.563500    0.365250    0.581250
    4904    0.496500    0.510500    0.574750
    4905    0.516250    0.576000    0.517000
    4906    0.562500    0.503500    0.392500
    4907    0.504000    0.506000    0.587250
    4908    0.535250    0.564250    0.418500
    4909    0.493000    0.582250    0.502750
    4910    0.507250    0.509750    0.569000
    4911    0.582250    0.218000    0.570500
    4912    0.528000    0.528000    0.523000
    4913    0.609000    0.275000    0.387000
    4914    0.428250    0.514500    0.692250
    4915    0.531250    0.507500    0.518250
    4916    0.549750    0.382750    0.510000
    4917    0.261250    0.880500    0.601500
    4918    0.509500    0.494500    0.581250
    4919    0.485500    0.533250    0.586250
    4920    0.533250    0.556000    0.445000
    4921    0.366000    0.398750    0.658250
    4922    0.562750    0.425250    0.486000
    4923    0.533500    0.539000    0.484750
    4924    0.543000    0.511250    0.504250
    4925    0.533000    0.567250    0.357000
    4926    0.537000    0.563250    0.411500
    4927    0.504000    0.509750    0.584750
    4928    0.298500    0.676500    0.652750
    4929    0.506750    0.595750    0.467750
    4930    0.433250    0.639500    0.532500
    4931    0.639000    0.336250    0.297500
    4932    0.522250    0.429500    0.566750
    4933    0.416750    0.472250    0.548250
    4934    0.530250    0.435750    0.555500
    4935    0.404250    0.626000    0.614750
    4936    0.453250    0.512250    0.581750
    4937    0.577250    0.345000    0.470750
    4938    0.446000    0.570500    0.574250
    4939    0.491250    0.571500    0.520250
    4940    0.428000    0.632500    0.597000
    4941    0.454000    0.555500    0.572250
    4942    0.458250    0.580000    0.573000
    4943    0.479000    0.501250    0.544000
    4944    0.494750    0.607000    0.486750
    4945    0.519500    0.553000    0.474500
    4946    0.496500    0.579250    0.506500
    4947    0.534500    0.560500    0.423750
    4948    0.491750    0.580250    0.521000
    4949    0.528250    0.558750    0.432000
    4950    0.539250    0.429500    0.560500
    4951    0.490750    0.292500    0.552750
    4952    0.499250    0.591750    0.449500
    4953    0.527500    0.566250    0.435750
    4954    0.527250    0.513750    0.510500
    4955    0.514500    0.499000    0.577000
    4956    0.493250    0.499250    0.627000
    4957    0.526750    0.552750    0.495750
    4958    0.423750    0.368250    0.500250
    4959    0.495250    0.251250    0.429500
    4960    0.446000    0.345250    0.584500
    4961    0.463250    0.654250    0.521250
    4962    0.433250    0.302500    0.629500
    4963    0.552500    0.353750    0.547500
    4964    0.499250    0.586500    0.449250
    4965    0.530000    0.598500    0.425500
    4966    0.459750    0.594750    0.573750
    4967    0.549000    0.557000    0.433750
    4968    0.503750    0.638000    0.403250
    4969    0.420250    0.444500    0.615750
    4970    0.602500    0.305000    0.422750
    4971    0.532250    0.408000    0.562250
    4972    0.487000    0.627750    0.457250
    4973    0.563750    0.469250    0.462750
    4974    0.485000    0.600000    0.542250
    4975    0.540750    0.506250    0.501250
    4976    0.574250    0.425000    0.467000
    4977    0.473750    0.646250    0.493000
    4978    0.506750    0.578500    0.467000
    4979    0.538750    0.402250    0.523250
    4980    0.420250    0.452500    0.620250
    4981    0.540250    0.573250    0.423250
    4982    0.506500    0.590250    0.458250
    4983    0.426750    0.564500    0.628500
    4984    0.523000    0.607000    0.458750
    4985    0.538000    0.571750    0.356000
    4986    0.515250    0.579750    0.458000
    4987    0.515000    0.572500    0.508250
    4988    0.497750    0.574250    0.516750
    4989    0.544000    0.562000    0.424000
    4990    0.516250    0.593750    0.404250
    4991    0.442500    0.675250    0.500750
    4992    0.530250    0.577000    0.422750
    4993    0.414000    0.704000    0.523750
    4994    0.529000    0.558750    0.428250
    4995    0.382000    0.730250    0.557000
    4996    0.404250    0.687500    0.571750
    4997    0.411500    0.644750    0.590750
    4998    0.340250    0.754250    0.582750
    4999    0.352500    0.740750    0.573750
    5000    0.492250    0.585000    0.549750
    5001    0.435500    0.651500    0.532000
    5002    0.477000    0.587500    0.538500
    5003    0.466750    0.615000    0.555250
    5004    0.454250    0.627250    0.556500
    5005    0.459750    0.614750    0.565750
    5006    0.479500    0.571500    0.552250
    5007    0.468750    0.582500    0.569250
    5008    0.520750    0.466250    0.587500
    5009    0.445750    0.631000    0.572000
    5010    0.517000    0.459250    0.580750
    5011    0.519000    0.424750    0.562750
    5012    0.551750    0.599250    0.285500
    5013    0.502750    0.479750    0.585000
    5014    0.523000    0.597500    0.430500
    5015    0.538750    0.568500    0.431000
    5016    0.493000    0.648000    0.411750
    5017    0.515750    0.599250    0.457000
    5018    0.463000    0.307250    0.645250
    5019    0.557750    0.291750    0.603000
    5020    0.494750    0.365750    0.580750
    5021    0.517000    0.420000    0.492500
    5022    0.538250    0.277250    0.605250
    5023    0.509000    0.598750    0.462000
    5024    0.435250    0.622750    0.571000
    5025    0.555750    0.591500    0.389750
    5026    0.486750    0.510500    0.614000
    5027    0.565500    0.530500    0.424500
    5028    0.471750    0.581250    0.567000
    5029    0.519500    0.370750    0.460000
    5030    0.519500    0.603500    0.431750
    5031    0.515750    0.595000    0.381500
    5032    0.461000    0.410750    0.691250
    5033    0.521250    0.576250    0.412750
    5034    0.455750    0.571000    0.563250
    5035    0.483250    0.635000    0.510500
    5036    0.540250    0.548250    0.452250
    5037    0.586000    0.510250    0.389750
    5038    0.524250    0.438500    0.590250
    5039    0.531750    0.424250    0.555750
    5040    0.537000    0.557000    0.441000
    5041    0.541250    0.553000    0.450750
    5042    0.546250    0.590500    0.302000
    5043    0.521000    0.566500    0.441750
    5044    0.498750    0.428500    0.595250
    5045    0.446500    0.439500    0.698250
    5046    0.468500    0.584500    0.579250
    5047    0.513500    0.077000    0.665000
    5048    0.492000    0.544750    0.432500
    5049    0.466250    0.570250    0.581250
    5050    0.511750    0.622250    0.439500
    5051    0.517750    0.602500    0.467500
    5052    0.536250    0.420500    0.559250
    5053    0.504000    0.604500    0.514000
    5054    0.523250    0.339750    0.656750
    5055    0.447000    0.463500    0.681750
    5056    0.464000    0.612500    0.514500
    5057    0.418750    0.590000    0.624000
    5058    0.475750    0.524500    0.580000
    5059    0.523500    0.601000    0.441500
    5060    0.505500    0.597250    0.484000
    5061    0.514750    0.581250    0.470500
    5062    0.499250    0.606500    0.483500
    5063    0.541250    0.394250    0.560000
    5064    0.475000    0.583250    0.566000
    5065    0.464750    0.564500    0.587000
    5066    0.436750    0.600000    0.599000
    5067    0.462750    0.565750    0.627250
    5068    0.506750    0.521750    0.539000
    5069    0.545750    0.482750    0.500500
    5070    0.431000    0.521750    0.704000
    5071    0.511250    0.507750    0.584000
    5072    0.513500    0.331000    0.639000
    5073    0.503250    0.373250    0.659500
    5074    0.542500    0.562750    0.432000
    5075    0.561750    0.475750    0.486750
    5076    0.490250    0.569500    0.516000
    5077    0.469750    0.583750    0.570750
    5078    0.546500    0.455500    0.524750
    5079    0.461250    0.562000    0.557750
    5080    0.521000    0.506000    0.565250
    5081    0.539750    0.505750    0.509000
    5082    0.438500    0.257250    0.793750
    5083    0.468000    0.596250    0.554500
    5084    0.529250    0.588500    0.418000
    5085    0.542500    0.499750    0.506500
    5086    0.541750    0.420250    0.526250
    5087    0.571000    0.562000    0.281500
    5088    0.530250    0.559000    0.425750
    5089    0.546250    0.574500    0.422000
    5090    0.511000    0.517250    0.581000
    5091    0.515250    0.513500    0.533250
    5092    0.527250    0.604750    0.352750
    5093    0.557500    0.286000    0.549500
    5094    0.542750    0.560500    0.424250
    5095    0.538750    0.512000    0.508000
    5096    0.572750    0.400750    0.471000
    5097    0.421250    0.587500    0.583750
    5098    0.524500    0.515500    0.515250
    5099    0.500750    0.579750    0.508250
    5100    0.468500    0.558750    0.556250
    5101    0.444250    0.526500    0.641000
    5102    0.497500    0.586750    0.508500
    5103    0.436000    0.701750    0.448500
    5104    0.559750    0.581000    0.366250
    5105    0.486750    0.577750    0.423500
    5106    0.505000    0.293750    0.681000
    5107    0.497000    0.541000    0.504250
    5108    0.458000    0.568250    0.571750
    5109    0.524000    0.568250    0.465500
    5110    0.536750    0.443000    0.532000
    5111    0.534750    0.461000    0.529500
    5112    0.536750    0.572500    0.443250
    5113    0.532500    0.558500    0.423250
    5114    0.484500    0.438000    0.295750
    5115    0.526250    0.509750    0.500250
    5116    0.499500    0.514750    0.576000
    5117    0.534250    0.559750    0.414000
    5118    0.517500    0.572750    0.414750
    5119    0.436000    0.524500    0.645750
    5120    0.487500    0.503000    0.606750
    5121    0.460000    0.473500    0.648750
    5122    0.508250    0.534750    0.520250
    5123    0.543750    0.504750    0.494500
    5124    0.534250    0.506750    0.492250
    5125    0.562500    0.463500    0.446500
    5126    0.548500    0.427750    0.560750
    5127    0.577250    0.408000    0.454500
    5128    0.547000    0.513750    0.445750
    5129    0.472750    0.601750    0.539000
    5130    0.506750    0.579250    0.527750
    5131    0.481500    0.597000    0.523500
    5132    0.388000    0.688500    0.507000
    5133    0.472000    0.583500    0.536750
    5134    0.504500    0.529500    0.576250
    5135    0.400750    0.262500    0.808250
    5136    0.553500    0.424750    0.537750
    5137    0.399000    0.335250    0.810750
    5138    0.506250    0.651000    0.331250
    5139    0.558500    0.363500    0.545750
    5140    0.511750    0.516250    0.567000
    5141    0.437000    0.691250    0.213750
    5142    0.529500    0.548500    0.424000
    5143    0.460000    0.518500    0.621500
    5144    0.541500    0.590750    0.367500
    5145    0.506250    0.573250    0.506000
    5146    0.563250    0.376750    0.546000
    5147    0.437500    0.347250    0.747250
    5148    0.538250    0.594000    0.388000
    5149    0.557500    0.351250    0.539250
    5150    0.476000    0.580750    0.582500
    5151    0.536500    0.509500    0.503250
    5152    0.529750    0.572250    0.421500
    5153    0.558500    0.394000    0.541500
    5154    0.527500    0.546500    0.488250
    5155    0.508250    0.593500    0.508750
    5156    0.575500    0.446750    0.416250
    5157    0.438500    0.465750    0.676000
    5158    0.679250    0.152000    0.284750
    5159    0.534750    0.510500    0.500000
    5160    0.460750    0.409750    0.393250
    5161    0.454750    0.672750    0.467750
    5162    0.559750    0.309500    0.597000
    5163    0.568000    0.345500    0.535250
    5164    0.487000    0.530250    0.589000
    5165    0.610750    0.231500    0.472500
    5166    0.588000    0.397250    0.418500
    5167    0.535750    0.523750    0.513250
    5168    0.561000    0.454750    0.385000
    5169    0.569000    0.219500    0.547000
    5170    0.533250    0.395000    0.517750
    5171    0.470500    0.525250    0.599750
    5172    0.538500    0.562500    0.390250
    5173    0.505000    0.506750    0.566750
    5174    0.506000    0.642750    0.382250
    5175    0.507500    0.415250    0.650250
    5176    0.498250    0.487750    0.609000
    5177    0.459250    0.575500    0.577250
    5178    0.510000    0.504500    0.567500
    5179    0.501000    0.602750    0.468000
    5180    0.435000    0.754750    0.310750
    5181    0.489000    0.608250    0.555000
    5182    0.499750    0.625500    0.432500
    5183    0.404000    0.660250    0.296000
    5184    0.520750    0.458500    0.573750
    5185    0.538750    0.501500    0.520500
    5186    0.588250    0.541000    0.375750
    5187    0.497000    0.514000    0.573000
    5188    0.515250    0.510000    0.558500
    5189    0.514500    0.622500    0.386500
    5190    0.503000    0.585250    0.505500
    5191    0.539750    0.418250    0.574750
    5192    0.491000    0.615000    0.485500
    5193    0.545750    0.565750    0.421500
    5194    0.488500    0.549250    0.604000
    5195    0.405750    0.674250    0.571250
    5196    0.489000    0.349000    0.668750
    5197    0.447500    0.646500    0.526250
    5198    0.502250    0.519250    0.576250
    5199    0.536750    0.512250    0.512500
    5200    0.528500    0.530000    0.466500
    5201    0.483500    0.553750    0.558250
    5202    0.463500    0.572750    0.576250
    5203    0.527000    0.489500    0.553250
    5204    0.529250    0.531500    0.487750
    5205    0.488000    0.476250    0.569750
    5206    0.533250    0.409250    0.562250
    5207    0.548000    0.461750    0.531000
