   locus    deme        mean         std
    4844       2    0.019743    0.014771
    4844       3    0.019838    0.014380
    4845       1    0.018887    0.012595
    4845       2    0.012324    0.011749
    4845       3    0.019675    0.014782
    4846       1    0.160941    0.038097
    4846       2    0.168153    0.041313
    4846       3    0.198241    0.045563
    4847       1    0.040122    0.020254
    4847       2    0.018986    0.015326
    4847       3    0.019287    0.015497
    4848       1    0.016052    0.012130
    4848       2    0.019529    0.014222
    4848       3    0.019878    0.014686
    4849       1    0.016853    0.014500
    4849       2    0.052847    0.030984
    4849       3    0.013609    0.013988
    4850       1    0.045976    0.020909
    4850       2    0.062326    0.026814
    4850       3    0.038281    0.020769
    4851       1    0.046998    0.021312
    4851       2    0.063308    0.027259
    4851       3    0.039077    0.020849
    4852       1    0.728988    0.053991
    4852       2    0.790554    0.048216
    4852       3    0.835554    0.046887
    4853       1    0.041169    0.019723
    4853       2    0.039098    0.020956
    4853       3    0.025122    0.017913
    4854       1    0.184588    0.040717
    4854       2    0.245879    0.052415
    4854       3    0.192023    0.044813
    4855       1    0.050268    0.023533
    4855       2    0.051032    0.024880
    4855       3    0.105186    0.040977
    4856       1    0.031738    0.017083
    4856       2    0.035129    0.020307
    4856       3    0.019903    0.015209
    4857       1    0.024699    0.014641
    4857       2    0.024323    0.016008
    4857       3    0.024401    0.016032
    4858       1    0.042412    0.019915
    4858       2    0.039926    0.021191
    4858       3    0.025417    0.017365
    4859       1    0.107341    0.032481
    4859       2    0.071163    0.028621
    4859       3    0.080032    0.030106
    4860       1    0.018801    0.012633
    4860       2    0.012478    0.011873
    4860       3    0.019659    0.014572
    4861       1    0.585912    0.055961
    4861       2    0.662744    0.056073
    4861       3    0.650869    0.056390
    4862       1    0.032979    0.017459
    4862       2    0.046635    0.022631
    4862       3    0.030664    0.018703
    4863       1    0.010839    0.010805
    4863       2    0.024360    0.017113
    4863       3    0.008643    0.010495
    4864       1    0.013186    0.011614
    4864       2    0.026106    0.018008
    4864       3    0.010907    0.011790
    4865       1    0.138991    0.053631
    4865       2    0.031866    0.024030
    4865       3    0.041055    0.026691
    4866       1    0.029362    0.016266
    4866       2    0.027759    0.017267
    4866       3    0.034910    0.018915
    4867       1    0.078206    0.027257
    4867       2    0.049305    0.023749
    4867       3    0.057119    0.024822
    4868       1    0.106613    0.030899
    4868       2    0.092296    0.031131
    4868       3    0.084231    0.030491
    4869       1    0.041329    0.019665
    4869       2    0.045254    0.022739
    4869       3    0.061937    0.027153
    4870       1    0.022960    0.015556
    4870       2    0.042124    0.021850
    4870       3    0.025215    0.016923
    4871       1    0.157194    0.039551
    4871       2    0.113945    0.036847
    4871       3    0.123143    0.037428
    4872       1    0.043171    0.019623
    4872       2    0.035915    0.020194
    4872       3    0.052115    0.023870
    4873       1    0.495943    0.055591
    4873       2    0.585936    0.062472
    4873       3    0.517771    0.058114
    4874       1    0.082255    0.041467
    4874       2    0.024647    0.019558
    4874       3    0.024971    0.019649
    4875       1    0.012090    0.010587
    4875       2    0.025042    0.017091
    4875       3    0.010046    0.010850
    4876       1    0.012356    0.010919
    4876       2    0.024989    0.017241
    4876       3    0.010156    0.010849
    4877       1    0.012976    0.011311
    4877       2    0.026024    0.017809
    4877       3    0.010542    0.011100
    4878       1    0.073550    0.030402
    4878       2    0.034685    0.021331
    4878       3    0.050232    0.024394
    4879       1    0.012848    0.011520
    4879       2    0.025479    0.017012
    4879       3    0.010430    0.011426
    4880       1    0.047390    0.021471
    4880       2    0.057478    0.025047
    4880       3    0.065992    0.028180
    4881       1    0.099927    0.030435
    4881       2    0.124626    0.037834
    4881       3    0.105791    0.033664
    4882       1    0.018810    0.012725
    4882       2    0.012760    0.012274
    4882       3    0.019501    0.014532
    4883       1    0.019015    0.013598
    4883       2    0.029768    0.017768
    4883       3    0.022707    0.015892
    4884       1    0.033492    0.016687
    4884       2    0.028207    0.017717
    4884       3    0.028460    0.017293
    4885       1    0.015642    0.011753
    4885       2    0.019780    0.014482
    4885       3    0.019370    0.014032
    4886       1    0.021403    0.013545
    4886       2    0.011936    0.011574
    4886       3    0.012237    0.012286
    4887       1    0.018797    0.012638
    4887       2    0.019641    0.014545
    4887       3    0.012821    0.012460
    4888       1    0.061929    0.023278
    4888       2    0.070783    0.027714
    4888       3    0.054875    0.024193
    4889       1    0.019804    0.013013
    4889       2    0.020167    0.014107
    4889       3    0.013334    0.012239
    4890       1    0.020751    0.013116
    4890       2    0.011146    0.011447
    4890       3    0.011609    0.012097
    4891       1    0.023049    0.014476
    4891       2    0.031097    0.019065
    4891       3    0.015953    0.013675
    4892       1    0.046858    0.020853
    4892       2    0.066072    0.027492
    4892       3    0.056982    0.024721
    4893       1    0.106656    0.032583
    4893       2    0.130911    0.038386
    4893       3    0.151154    0.041655
    4894       1    0.023344    0.015199
    4894       2    0.025215    0.016608
    4894       3    0.041916    0.021775
    4895       1    0.013044    0.010920
    4895       2    0.025925    0.016885
    4895       3    0.010892    0.011176
    4896       1    0.591727    0.051298
    4896       2    0.670860    0.056784
    4896       3    0.616963    0.056113
    4897       1    0.777526    0.047675
    4897       2    0.830060    0.044035
    4897       3    0.861660    0.041266
    4898       1    0.026103    0.015467
    4898       2    0.018480    0.014958
    4898       3    0.041830    0.022635
    4899       1    0.774396    0.047232
    4899       2    0.825584    0.044114
    4899       3    0.846199    0.043538
    4900       1    0.012502    0.011048
    4900       2    0.010214    0.011306
    4900       3    0.025524    0.016980
    4901       1    0.548623    0.055925
    4901       2    0.509255    0.064446
    4901       3    0.661762    0.064590
    4902       1    0.608995    0.056219
    4902       2    0.638153    0.055777
    4902       3    0.709465    0.058534
    4903       1    0.015376    0.012794
    4903       2    0.038035    0.023007
    4903       3    0.012534    0.012530
    4904       1    0.038190    0.018019
    4904       2    0.039436    0.020523
    4904       3    0.032010    0.018685
    4905       1    0.018867    0.012564
    4905       2    0.012725    0.012104
    4905       3    0.019566    0.014121
    4906       1    0.031596    0.018340
    4906       2    0.039992    0.021285
    4906       3    0.057899    0.027495
    4907       1    0.018725    0.012576
    4907       2    0.019607    0.014664
    4907       3    0.012884    0.012134
    4908       1    0.012159    0.011338
    4908       2    0.009732    0.011493
    4908       3    0.025189    0.017843
    4909       1    0.018876    0.012990
    4909       2    0.012697    0.012377
    4909       3    0.019517    0.014462
    4910       1    0.018358    0.012809
    4910       2    0.019178    0.014254
    4910       3    0.012578    0.012166
    4911       1    0.029269    0.018361
    4911       2    0.086524    0.039832
    4911       3    0.029864    0.019224
    4912       1    0.025189    0.014557
    4912       2    0.024829    0.016147
    4912       3    0.024567    0.015695
    4913       1    0.167813    0.042884
    4913       2    0.244804    0.053841
    4913       3    0.208941    0.047295
    4914       1    0.250445    0.046618
    4914       2    0.230236    0.047855
    4914       3    0.192360    0.046556
    4915       1    0.015625    0.011939
    4915       2    0.019275    0.014035
    4915       3    0.019275    0.014043
    4916       1    0.140057    0.035356
    4916       2    0.175206    0.044286
    4916       3    0.146839    0.038874
    4917       1    0.266089    0.056816
    4917       2    0.123131    0.044933
    4917       3    0.196286    0.048962
    4918       1    0.018197    0.012668
    4918       2    0.018746    0.013713
    4918       3    0.012117    0.011913
    4919       1    0.027882    0.015723
    4919       2    0.023752    0.015871
    4919       3    0.016877    0.013661
    4920       1    0.034112    0.018076
    4920       2    0.031134    0.018271
    4920       3    0.047016    0.023250
    4921       1    0.865412    0.035852
    4921       2    0.860925    0.039253
    4921       3    0.808281    0.048596
    4922       1    0.028009    0.016885
    4922       2    0.045252    0.022956
    4922       3    0.036799    0.020187
    4923       1    0.029528    0.016182
    4923       2    0.028090    0.017838
    4923       3    0.035570    0.019514
    4924       1    0.015463    0.011803
    4924       2    0.019522    0.014228
    4924       3    0.019787    0.014469
    4925       1    0.015516    0.012776
    4925       2    0.012443    0.012454
    4925       3    0.037266    0.022975
    4926       1    0.012809    0.011258
    4926       2    0.010375    0.011056
    4926       3    0.025525    0.017447
    4927       1    0.018410    0.012475
    4927       2    0.019672    0.014478
    4927       3    0.012504    0.011523
    4928       1    0.065319    0.032768
    4928       2    0.023566    0.018106
    4928       3    0.024583    0.018727
    4929       1    0.023076    0.014709
    4929       2    0.016047    0.013890
    4929       3    0.030585    0.018351
    4930       1    0.274573    0.046620
    4930       2    0.227786    0.048212
    4930       3    0.255734    0.049847
    4931       1    0.156953    0.041712
    4931       2    0.218986    0.050890
    4931       3    0.229019    0.052309
    4932       1    0.013079    0.011619
    4932       2    0.025744    0.017007
    4932       3    0.010782    0.011498
    4933       1    0.703256    0.046143
    4933       2    0.700732    0.051803
    4933       3    0.680431    0.052421
    4934       1    0.012919    0.011325
    4934       2    0.025440    0.017208
    4934       3    0.010429    0.011194
    4935       1    0.092337    0.030043
    4935       2    0.063993    0.026229
    4935       3    0.064273    0.027049
    4936       1    0.361829    0.048951
    4936       2    0.352047    0.053681
    4936       3    0.333950    0.053045
    4937       1    0.119353    0.034276
    4937       2    0.168684    0.046754
    4937       3    0.137527    0.038500
    4938       1    0.020660    0.013536
    4938       2    0.011189    0.011751
    4938       3    0.011286    0.011659
    4939       1    0.018910    0.012529
    4939       2    0.012841    0.012507
    4939       3    0.019509    0.014432
    4940       1    0.284434    0.048636
    4940       2    0.238964    0.047820
    4940       3    0.247891    0.048343
    4941       1    0.020798    0.013153
    4941       2    0.011604    0.011848
    4941       3    0.011487    0.011544
    4942       1    0.020906    0.013452
    4942       2    0.011153    0.011538
    4942       3    0.011343    0.011453
    4943       1    0.250889    0.043023
    4943       2    0.247399    0.046854
    4943       3    0.239765    0.048023
    4944       1    0.052601    0.021295
    4944       2    0.040491    0.021547
    4944       3    0.056475    0.025113
    4945       1    0.029922    0.016755
    4945       2    0.028007    0.017488
    4945       3    0.035847    0.019576
    4946       1    0.018904    0.012786
    4946       2    0.012607    0.012115
    4946       3    0.019721    0.014588
    4947       1    0.012798    0.011222
    4947       2    0.010435    0.011222
    4947       3    0.025396    0.017458
    4948       1    0.019273    0.012774
    4948       2    0.012912    0.012188
    4948       3    0.020095    0.014901
    4949       1    0.012915    0.011712
    4949       2    0.010685    0.011420
    4949       3    0.025603    0.016594
    4950       1    0.012668    0.011120
    4950       2    0.025875    0.017371
    4950       3    0.010380    0.011315
    4951       1    0.616710    0.050749
    4951       2    0.676402    0.056734
    4951       3    0.601156    0.056516
    4952       1    0.022763    0.014271
    4952       2    0.015765    0.013742
    4952       3    0.030415    0.018293
    4953       1    0.013012    0.011317
    4953       2    0.010461    0.011412
    4953       3    0.025277    0.017005
    4954       1    0.016193    0.012321
    4954       2    0.019920    0.014614
    4954       3    0.019992    0.014537
    4955       1    0.018848    0.012552
    4955       2    0.019843    0.014544
    4955       3    0.012824    0.012195
    4956       1    0.154871    0.037115
    4956       2    0.156506    0.040187
    4956       3    0.130908    0.037664
    4957       1    0.029882    0.016260
    4957       2    0.028214    0.017347
    4957       3    0.035865    0.019884
    4958       1    0.972086    0.016768
    4958       2    0.978091    0.016386
    4958       3    0.963429    0.019694
    4959       1    0.860524    0.035384
    4959       2    0.907360    0.033345
    4959       3    0.869939    0.037901
    4960       1    0.682072    0.047744
    4960       2    0.711494    0.052139
    4960       3    0.651119    0.055684
    4961       1    0.051909    0.021910
    4961       2    0.028710    0.018648
    4961       3    0.043223    0.021848
    4962       1    0.731548    0.046841
    4962       2    0.768412    0.050317
    4962       3    0.682865    0.057807
    4963       1    0.025753    0.016962
    4963       2    0.055301    0.028718
    4963       3    0.026893    0.017546
    4964       1    0.022745    0.014485
    4964       2    0.015636    0.013677
    4964       3    0.030855    0.018719
    4965       1    0.047394    0.020330
    4965       2    0.039420    0.020986
    4965       3    0.063377    0.026970
    4966       1    0.072012    0.024981
    4966       2    0.056598    0.025082
    4966       3    0.057081    0.024834
    4967       1    0.033269    0.017539
    4967       2    0.030726    0.017880
    4967       3    0.047121    0.022812
    4968       1    0.060187    0.023871
    4968       2    0.045744    0.023014
    4968       3    0.080058    0.030741
    4969       1    0.620818    0.051615
    4969       2    0.615971    0.056316
    4969       3    0.574459    0.057381
    4970       1    0.179572    0.042500
    4970       2    0.246906    0.052487
    4970       3    0.213312    0.047723
    4971       1    0.012202    0.011255
    4971       2    0.024764    0.016918
    4971       3    0.009971    0.011172
    4972       1    0.066009    0.024674
    4972       2    0.047146    0.023301
    4972       3    0.072377    0.028272
    4973       1    0.099558    0.029788
    4973       2    0.115121    0.034583
    4973       3    0.115078    0.035232
    4974       1    0.027803    0.015525
    4974       2    0.016601    0.013982
    4974       3    0.023641    0.015858
    4975       1    0.014927    0.011634
    4975       2    0.018835    0.013944
    4975       3    0.018984    0.014058
    4976       1    0.176889    0.039318
    4976       2    0.205763    0.046692
    4976       3    0.195611    0.044362
    4977       1    0.076549    0.026487
    4977       2    0.051917    0.024264
    4977       3    0.076217    0.028039
    4978       1    0.042648    0.019169
    4978       2    0.035796    0.019752
    4978       3    0.050701    0.023787
    4979       1    0.188832    0.041330
    4979       2    0.220121    0.047750
    4979       3    0.192382    0.044741
    4980       1    0.490828    0.051142
    4980       2    0.486425    0.056130
    4980       3    0.437856    0.058799
    4981       1    0.013073    0.011512
    4981       2    0.010202    0.010907
    4981       3    0.025453    0.017105
    4982       1    0.023200    0.014712
    4982       2    0.015952    0.013985
    4982       3    0.030666    0.018483
    4983       1    0.267689    0.047803
    4983       2    0.238279    0.047710
    4983       3    0.220834    0.048179
    4984       1    0.023258    0.014782
    4984       2    0.015759    0.013888
    4984       3    0.031042    0.018902
    4985       1    0.015520    0.013034
    4985       2    0.012496    0.012637
    4985       3    0.038011    0.023976
    4986       1    0.023111    0.014385
    4986       2    0.016363    0.013782
    4986       3    0.030582    0.018076
    4987       1    0.019043    0.012772
    4987       2    0.012442    0.011861
    4987       3    0.019462    0.014267
    4988       1    0.018711    0.012613
    4988       2    0.012732    0.012002
    4988       3    0.019866    0.014460
    4989       1    0.012942    0.010913
    4989       2    0.010375    0.011160
    4989       3    0.025599    0.017215
    4990       1    0.026270    0.015872
    4990       2    0.018125    0.014871
    4990       3    0.041766    0.023005
    4991       1    0.066639    0.025850
    4991       2    0.036961    0.021098
    4991       3    0.059991    0.025925
    4992       1    0.013306    0.011244
    4992       2    0.010627    0.011068
    4992       3    0.025455    0.016590
    4993       1    0.076138    0.027289
    4993       2    0.039120    0.022268
    4993       3    0.063815    0.026885
    4994       1    0.012850    0.011116
    4994       2    0.010565    0.011306
    4994       3    0.025208    0.016639
    4995       1    0.087014    0.030126
    4995       2    0.041792    0.023288
    4995       3    0.065955    0.027389
    4996       1    0.092288    0.030022
    4996       2    0.054782    0.025010
    4996       3    0.071845    0.028553
    4997       1    0.108297    0.033380
    4997       2    0.072202    0.029301
    4997       3    0.080900    0.030330
    4998       1    0.101527    0.035863
    4998       2    0.044231    0.024510
    4998       3    0.069859    0.029741
    4999       1    0.098970    0.034469
    4999       2    0.044584    0.024305
    4999       3    0.070522    0.029356
    5000       1    0.028170    0.016061
    5000       2    0.016679    0.013973
    5000       3    0.023814    0.016099
    5001       1    0.051249    0.021811
    5001       2    0.028026    0.017907
    5001       3    0.042990    0.022045
    5002       1    0.027880    0.015582
    5002       2    0.017060    0.014219
    5002       3    0.024239    0.016300
    5003       1    0.036607    0.018410
    5003       2    0.020651    0.015647
    5003       3    0.028416    0.018146
    5004       1    0.036886    0.017945
    5004       2    0.020503    0.015450
    5004       3    0.027976    0.017271
    5005       1    0.037060    0.018304
    5005       2    0.020824    0.015849
    5005       3    0.028000    0.017259
    5006       1    0.021030    0.013251
    5006       2    0.011470    0.011466
    5006       3    0.012274    0.012414
    5007       1    0.021198    0.013418
    5007       2    0.011573    0.011711
    5007       3    0.012134    0.012199
    5008       1    0.043957    0.020127
    5008       2    0.052392    0.024016
    5008       3    0.036615    0.020483
    5009       1    0.117386    0.032343
    5009       2    0.087424    0.031292
    5009       3    0.097215    0.032320
    5010       1    0.043102    0.019881
    5010       2    0.051763    0.024323
    5010       3    0.036271    0.020265
    5011       1    0.012911    0.011731
    5011       2    0.025754    0.017655
    5011       3    0.010373    0.011556
    5012       1    0.017266    0.014117
    5012       2    0.013741    0.013560
    5012       3    0.052429    0.031213
    5013       1    0.071680    0.025096
    5013       2    0.076495    0.028994
    5013       3    0.060201    0.025634
    5014       1    0.046540    0.020347
    5014       2    0.038545    0.020882
    5014       3    0.063005    0.026518
    5015       1    0.013114    0.011253
    5015       2    0.010664    0.011346
    5015       3    0.025643    0.016909
    5016       1    0.050448    0.021830
    5016       2    0.030910    0.019459
    5016       3    0.063045    0.027502
    5017       1    0.022839    0.014360
    5017       2    0.015798    0.013785
    5017       3    0.030535    0.018018
    5018       1    0.494840    0.053721
    5018       2    0.553981    0.061075
    5018       3    0.452862    0.059701
    5019       1    0.017504    0.014574
    5019       2    0.053310    0.030515
    5019       3    0.014252    0.013701
    5020       1    0.472552    0.051825
    5020       2    0.506272    0.059164
    5020       3    0.444136    0.057952
    5021       1    0.240439    0.044864
    5021       2    0.266956    0.051060
    5021       3    0.247509    0.049071
    5022       1    0.016532    0.014167
    5022       2    0.053474    0.031731
    5022       3    0.013125    0.013485
    5023       1    0.023243    0.014376
    5023       2    0.015995    0.013635
    5023       3    0.030659    0.018220
    5024       1    0.185342    0.040210
    5024       2    0.150370    0.040524
    5024       3    0.160711    0.040226
    5025       1    0.036161    0.019043
    5025       2    0.032767    0.019116
    5025       3    0.057776    0.025818
    5026       1    0.062336    0.023075
    5026       2    0.060606    0.025725
    5026       3    0.045103    0.021899
    5027       1    0.042415    0.020126
    5027       2    0.045726    0.022598
    5027       3    0.062578    0.026312
    5028       1    0.021128    0.013321
    5028       2    0.011857    0.012222
    5028       3    0.011855    0.011760
    5029       1    0.517834    0.051651
    5029       2    0.553701    0.055397
    5029       3    0.530875    0.055065
    5030       1    0.047403    0.021184
    5030       2    0.039169    0.021198
    5030       3    0.063570    0.026615
    5031       1    0.169503    0.037813
    5031       2    0.149628    0.040500
    5031       3    0.199157    0.047329
    5032       1    0.187310    0.040909
    5032       2    0.203767    0.046736
    5032       3    0.145247    0.039670
    5033       1    0.013429    0.011437
    5033       2    0.010750    0.011595
    5033       3    0.025891    0.017474
    5034       1    0.020022    0.013515
    5034       2    0.010676    0.011774
    5034       3    0.010637    0.011633
    5035       1    0.041967    0.019457
    5035       2    0.024614    0.016911
    5035       3    0.039398    0.021088
    5036       1    0.052896    0.022215
    5036       2    0.050657    0.023215
    5036       3    0.067106    0.027649
    5037       1    0.069577    0.026247
    5037       2    0.080548    0.029996
    5037       3    0.099332    0.034391
    5038       1    0.023163    0.014316
    5038       2    0.031283    0.019028
    5038       3    0.016073    0.013848
    5039       1    0.013327    0.011260
    5039       2    0.026182    0.017577
    5039       3    0.010962    0.011541
    5040       1    0.052632    0.021452
    5040       2    0.050750    0.023462
    5040       3    0.067102    0.027056
    5041       1    0.053086    0.022388
    5041       2    0.051278    0.024442
    5041       3    0.067109    0.027430
    5042       1    0.017623    0.014674
    5042       2    0.014032    0.013777
    5042       3    0.052055    0.030373
    5043       1    0.053015    0.022503
    5043       2    0.050946    0.023502
    5043       3    0.067304    0.026681
    5044       1    0.251663    0.043661
    5044       2    0.269447    0.051143
    5044       3    0.229459    0.047510
    5045       1    0.177354    0.039082
    5045       2    0.186733    0.044446
    5045       3    0.130161    0.038631
    5046       1    0.021684    0.013869
    5046       2    0.011886    0.011511
    5046       3    0.012051    0.011847
    5047       1    0.026320    0.021357
    5047       2    0.143416    0.058148
    5047       3    0.017247    0.018138
    5048       1    0.506708    0.051567
    5048       2    0.491755    0.055312
    5048       3    0.521906    0.055274
    5049       1    0.021021    0.012677
    5049       2    0.011447    0.011426
    5049       3    0.011524    0.011274
    5050       1    0.035977    0.017829
    5050       2    0.023611    0.017131
    5050       3    0.046220    0.022789
    5051       1    0.022919    0.014132
    5051       2    0.015610    0.013721
    5051       3    0.029737    0.017448
    5052       1    0.012268    0.011158
    5052       2    0.025515    0.017515
    5052       3    0.010254    0.011464
    5053       1    0.032061    0.017273
    5053       2    0.020518    0.015944
    5053       3    0.034477    0.019507
    5054       1    0.041863    0.020210
    5054       2    0.072034    0.031265
    5054       3    0.028034    0.019307
    5055       1    0.193535    0.041964
    5055       2    0.193909    0.045071
    5055       3    0.148663    0.041496
    5056       1    0.110292    0.031963
    5056       2    0.086466    0.030878
    5056       3    0.103609    0.033358
    5057       1    0.254188    0.046578
    5057       2    0.224385    0.046869
    5057       3    0.215294    0.046787
    5058       1    0.136340    0.034686
    5058       2    0.128225    0.036204
    5058       3    0.120022    0.035653
    5059       1    0.077017    0.026605
    5059       2    0.063528    0.026474
    5059       3    0.088199    0.030930
    5060       1    0.071702    0.025762
    5060       2    0.059275    0.025949
    5060       3    0.075862    0.028431
    5061       1    0.043073    0.019884
    5061       2    0.035749    0.020347
    5061       3    0.050966    0.022907
    5062       1    0.032006    0.016984
    5062       2    0.020293    0.015879
    5062       3    0.034715    0.019635
    5063       1    0.056060    0.022688
    5063       2    0.079332    0.030220
    5063       3    0.053495    0.024058
    5064       1    0.020993    0.013821
    5064       2    0.011388    0.011777
    5064       3    0.011519    0.011726
    5065       1    0.020397    0.013012
    5065       2    0.011275    0.011428
    5065       3    0.011366    0.011460
    5066       1    0.029917    0.017046
    5066       2    0.015320    0.013658
    5066       3    0.015650    0.013853
    5067       1    0.066629    0.026168
    5067       2    0.052436    0.024394
    5067       3    0.044392    0.022758
    5068       1    0.090947    0.028958
    5068       2    0.087963    0.030715
    5068       3    0.088043    0.030690
    5069       1    0.024055    0.015365
    5069       2    0.033634    0.019460
    5069       3    0.033483    0.019105
    5070       1    0.181489    0.040974
    5070       2    0.166292    0.042273
    5070       3    0.128980    0.038613
    5071       1    0.019160    0.013076
    5071       2    0.019903    0.014906
    5071       3    0.012883    0.012448
    5072       1    0.042883    0.021237
    5072       2    0.073547    0.032854
    5072       3    0.028092    0.019144
    5073       1    0.074672    0.026847
    5073       2    0.097933    0.034454
    5073       3    0.053544    0.025310
    5074       1    0.034201    0.017999
    5074       2    0.031547    0.018306
    5074       3    0.047296    0.022868
    5075       1    0.024174    0.015486
    5075       2    0.034025    0.019380
    5075       3    0.033882    0.019059
    5076       1    0.067150    0.024857
    5076       2    0.055978    0.025343
    5076       3    0.064586    0.026662
    5077       1    0.063093    0.024204
    5077       2    0.051249    0.023625
    5077       3    0.052535    0.024291
    5078       1    0.019699    0.013820
    5078       2    0.030805    0.018412
    5078       3    0.022774    0.016034
    5079       1    0.020813    0.013549
    5079       2    0.011119    0.011670
    5079       3    0.011321    0.011843
    5080       1    0.058889    0.022792
    5080       2    0.060394    0.025461
    5080       3    0.052638    0.023350
    5081       1    0.015796    0.012382
    5081       2    0.019404    0.014485
    5081       3    0.019449    0.014261
    5082       1    0.313277    0.050115
    5082       2    0.370966    0.062800
    5082       3    0.229246    0.054886
    5083       1    0.077576    0.026471
    5083       2    0.060251    0.025770
    5083       3    0.068403    0.027535
    5084       1    0.066011    0.024900
    5084       2    0.057901    0.025288
    5084       3    0.083411    0.030538
    5085       1    0.014886    0.011668
    5085       2    0.019049    0.014048
    5085       3    0.018980    0.013968
    5086       1    0.023006    0.015135
    5086       2    0.041869    0.021927
    5086       3    0.025239    0.016734
    5087       1    0.140642    0.037826
    5087       2    0.138953    0.039574
    5087       3    0.204980    0.052633
    5088       1    0.012825    0.011199
    5088       2    0.010424    0.011444
    5088       3    0.025005    0.016758
    5089       1    0.013180    0.011420
    5089       2    0.010683    0.011361
    5089       3    0.024928    0.016530
    5090       1    0.018867    0.012987
    5090       2    0.019388    0.014307
    5090       3    0.012493    0.011927
    5091       1    0.044063    0.019547
    5091       2    0.044424    0.021804
    5091       3    0.043977    0.021500
    5092       1    0.028512    0.017170
    5092       2    0.020319    0.016003
    5092       3    0.054750    0.027713
    5093       1    0.027934    0.017938
    5093       2    0.069420    0.033701
    5093       3    0.029200    0.018863
    5094       1    0.013151    0.011757
    5094       2    0.010619    0.011484
    5094       3    0.025839    0.017659
    5095       1    0.034197    0.017464
    5095       2    0.039223    0.020714
    5095       3    0.038927    0.020743
    5096       1    0.074924    0.027070
    5096       2    0.102001    0.034530
    5096       3    0.092553    0.032023
    5097       1    0.030496    0.017773
    5097       2    0.015013    0.013407
    5097       3    0.015543    0.013684
    5098       1    0.016080    0.012243
    5098       2    0.019685    0.014118
    5098       3    0.019597    0.014376
    5099       1    0.019127    0.012637
    5099       2    0.012895    0.012231
    5099       3    0.019906    0.014198
    5100       1    0.021600    0.013305
    5100       2    0.012162    0.012166
    5100       3    0.012194    0.011679
    5101       1    0.051696    0.022704
    5101       2    0.044227    0.021893
    5101       3    0.029471    0.018971
    5102       1    0.019088    0.012870
    5102       2    0.012600    0.012094
    5102       3    0.019788    0.014653
    5103       1    0.318070    0.049947
    5103       2    0.256131    0.052277
    5103       3    0.318620    0.052709
    5104       1    0.015438    0.012943
    5104       2    0.012656    0.012928
    5104       3    0.037877    0.022882
    5105       1    0.290901    0.045955
    5105       2    0.270550    0.049187
    5105       3    0.308979    0.051541
    5106       1    0.191880    0.041593
    5106       2    0.246386    0.054829
    5106       3    0.161180    0.042749
    5107       1    0.202030    0.040054
    5107       2    0.195252    0.044760
    5107       3    0.204325    0.044653
    5108       1    0.021534    0.013865
    5108       2    0.011997    0.012002
    5108       3    0.012461    0.012398
    5109       1    0.023211    0.014602
    5109       2    0.015844    0.013751
    5109       3    0.030573    0.018376
    5110       1    0.090842    0.028430
    5110       2    0.108348    0.034521
    5110       3    0.090190    0.030081
    5111       1    0.019199    0.013770
    5111       2    0.030456    0.018438
    5111       3    0.022334    0.015540
    5112       1    0.033289    0.017232
    5112       2    0.030505    0.018561
    5112       3    0.046609    0.022592
    5113       1    0.012470    0.010764
    5113       2    0.010028    0.010870
    5113       3    0.025273    0.016979
    5114       1    0.927300    0.026892
    5114       2    0.933130    0.026975
    5114       3    0.956417    0.022457
    5115       1    0.015747    0.012097
    5115       2    0.019871    0.014290
    5115       3    0.019968    0.014525
    5116       1    0.018825    0.012707
    5116       2    0.019564    0.014575
    5116       3    0.012864    0.012132
    5117       1    0.011571    0.010909
    5117       2    0.008992    0.010285
    5117       3    0.024769    0.017170
    5118       1    0.013163    0.011241
    5118       2    0.010561    0.011072
    5118       3    0.025745    0.016686
    5119       1    0.050936    0.021657
    5119       2    0.043466    0.022387
    5119       3    0.028823    0.018237
    5120       1    0.032800    0.017339
    5120       2    0.035921    0.019834
    5120       3    0.020923    0.015607
    5121       1    0.055110    0.023068
    5121       2    0.054743    0.024642
    5121       3    0.031624    0.019921
    5122       1    0.025479    0.015237
    5122       2    0.024691    0.016326
    5122       3    0.024691    0.016430
    5123       1    0.034095    0.017587
    5123       2    0.038875    0.020124
    5123       3    0.039183    0.020729
    5124       1    0.034690    0.018106
    5124       2    0.039556    0.020826
    5124       3    0.039440    0.020637
    5125       1    0.033053    0.019020
    5125       2    0.048501    0.023713
    5125       3    0.048448    0.023556
    5126       1    0.012532    0.011045
    5126       2    0.025442    0.017272
    5126       3    0.010180    0.010919
    5127       1    0.073487    0.027282
    5127       2    0.101604    0.034511
    5127       3    0.091655    0.032270
    5128       1    0.038082    0.018562
    5128       2    0.042407    0.021351
    5128       3    0.050535    0.023408
    5129       1    0.027940    0.015709
    5129       2    0.016817    0.014058
    5129       3    0.023902    0.015994
    5130       1    0.019018    0.012858
    5130       2    0.012828    0.012240
    5130       3    0.019983    0.014645
    5131       1    0.027878    0.015861
    5131       2    0.016865    0.014503
    5131       3    0.024072    0.017131
    5132       1    0.457732    0.054292
    5132       2    0.383088    0.058417
    5132       3    0.437464    0.057611
    5133       1    0.027923    0.015629
    5133       2    0.016645    0.014012
    5133       3    0.023723    0.015840
    5134       1    0.018839    0.012482
    5134       2    0.019425    0.013843
    5134       3    0.012754    0.011756
    5135       1    0.120757    0.036145
    5135       2    0.156519    0.048119
