 COVARIABLE MRK M_Beta SD_Beta M_Delta BF(dB) 
  1    1742  -0.00028371   0.00398023   0.00600000  -2.23599939
  1    1743  -0.00014509   0.00250540   0.00400000  -4.00564152
  1    1744  -0.00009544   0.00180240   0.00500000  -3.03217882
  1    1745  -0.00036630   0.00530888   0.00600000  -2.23599939
  1    1746   0.00001708   0.00061226   0.00200000  -7.02465351
  1    1747   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1748   0.00015675   0.00351242   0.00200000  -7.02465351
  1    1749   0.00003420   0.00133780   0.00200000  -7.02465351
  1    1750   0.00023756   0.00385921   0.00400000  -4.00564152
  1    1751  -0.00004677   0.00143859   0.00300000  -5.25938709
  1    1752   0.00031357   0.00491345   0.00500000  -3.03217882
  1    1753  -0.00006424   0.00194199   0.00200000  -7.02465351
  1    1754   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1755  -0.00001872   0.00059179   0.00100000 -13.05177600
  1    1756   0.00012310   0.00490636   0.00500000  -3.03217882
  1    1757  -0.00098415   0.00799942   0.01700000   2.33530598
  1    1758   0.00033360   0.00759524   0.00400000  -4.00564152
  1    1759   0.00012714   0.00685640   0.00200000  -7.02465351
  1    1760   0.00000613   0.00356397   0.00500000  -3.03217882
  1    1761   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1762   0.00016044   0.00787976   0.00500000  -3.03217882
  1    1763  -0.00015647   0.00318307   0.00300000  -5.25938709
  1    1764  -0.00005208   0.00164610   0.00100000 -13.05177600
  1    1765  -0.00210851   0.01465377   0.02400000   3.86396619
  1    1766  -0.00036826   0.00493365   0.00700000  -1.56216014
  1    1767   0.00012690   0.00327755   0.00300000  -5.25938709
  1    1768   0.00011151   0.00326230   0.00200000  -7.02465351
  1    1769   0.00289402   0.02409956   0.01900000   2.82719788
  1    1770  -0.00031519   0.00378926   0.00900000  -0.46195950
  1    1771   0.00000046   0.00175450   0.00600000  -2.23599939
  1    1772   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1773   0.00005849   0.00498506   0.00400000  -4.00564152
  1    1774  -0.00005691   0.00284450   0.00200000  -7.02465351
  1    1775   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1776  -0.00016435   0.00288487   0.00400000  -4.00564152
  1    1777   0.00001742   0.00320352   0.00400000  -4.00564152
  1    1778  -0.00008532   0.00157055   0.00400000  -4.00564152
  1    1779   0.00003109   0.00098266   0.00100000 -13.05177600
  1    1780  -0.00000800   0.00025274   0.00100000 -13.05177600
  1    1781  -0.00045178   0.00828430   0.00800000  -0.97786491
  1    1782  -0.00000943   0.00029791   0.00100000 -13.05177600
  1    1783  -0.00005144   0.00117958   0.00200000  -7.02465351
  1    1784   0.00002112   0.00107303   0.00200000  -7.02465351
  1    1785  -0.00006676   0.00122126   0.00400000  -4.00564152
  1    1786  -0.00002210   0.00069859   0.00100000 -13.05177600
  1    1787   0.00005778   0.00182638   0.00100000 -13.05177600
  1    1788   0.00001701   0.00117465   0.00200000  -7.02465351
  1    1789   0.00006875   0.00175696   0.00300000  -5.25938709
  1    1790  -0.00033571   0.00733432   0.00300000  -5.25938709
  1    1791  -0.00007481   0.00167109   0.00200000  -7.02465351
  1    1792   0.00034570   0.00763747   0.00300000  -5.25938709
  1    1793  -0.00010740   0.00217495   0.00500000  -3.03217882
  1    1794  -0.00013168   0.00280372   0.00500000  -3.03217882
  1    1795  -0.00001091   0.00034495   0.00100000 -13.05177600
  1    1796  -0.00014971   0.00383724   0.00400000  -4.00564152
  1    1797  -0.00024223   0.00687340   0.00700000  -1.56216014
  1    1798   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1799   0.00012023   0.00264412   0.00500000  -3.03217882
  1    1800  -0.00007167   0.00222277   0.00400000  -4.00564152
  1    1801  -0.00215744   0.01300393   0.02900000   4.70813963
  1    1802   0.00085115   0.01113479   0.00700000  -1.56216014
  1    1803  -0.00004480   0.00141594   0.00100000 -13.05177600
  1    1804  -0.00007894   0.00249518   0.00100000 -13.05177600
  1    1805  -0.00188499   0.01355203   0.02300000   3.67468467
  1    1806   0.00000815   0.00092800   0.00300000  -5.25938709
  1    1807  -0.00069548   0.01038651   0.00800000  -0.97786491
  1    1808   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1809  -0.00009385   0.00212817   0.00200000  -7.02465351
  1    1810  -0.00023605   0.00380083   0.00400000  -4.00564152
  1    1811   0.00276211   0.01653703   0.03300000   5.28722660
  1    1812   0.00423609   0.01913822   0.05400000   7.52137818
  1    1813   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1814  -0.00038308   0.00495655   0.00800000  -0.97786491
  1    1815  -0.00002500   0.00098356   0.00200000  -7.02465351
  1    1816  -0.00001550   0.00049003   0.00100000 -13.05177600
  1    1817  -0.00016206   0.00252184   0.00600000  -2.23599939
  1    1818   0.00034389   0.00747338   0.00500000  -3.03217882
  1    1819  -0.00004094   0.00129387   0.00100000 -13.05177600
  1    1820  -0.00017370   0.00253575   0.00500000  -3.03217882
  1    1821   0.00001819   0.00230312   0.00300000  -5.25938709
  1    1822  -0.00014742   0.00271644   0.00400000  -4.00564152
  1    1823  -0.00442476   0.02384787   0.04000000   6.15423953
  1    1824  -0.00030784   0.00443204   0.00800000  -0.97786491
  1    1825  -0.00015428   0.00225087   0.00500000  -3.03217882
  1    1826  -0.00001641   0.00083011   0.00200000  -7.02465351
  1    1827  -0.00046412   0.00482504   0.01100000   0.41831588
  1    1828  -0.00004149   0.00129609   0.00200000  -7.02465351
  1    1829   0.00008298   0.00151797   0.00300000  -5.25938709
  1    1830   0.00018021   0.00314325   0.00700000  -1.56216014
  1    1831   0.00010290   0.00247969   0.00300000  -5.25938709
  1    1832   0.00007222   0.00273314   0.00300000  -5.25938709
  1    1833   0.01091261   0.03103627   0.12700000  11.58424672
  1    1834   0.01339476   0.03456056   0.15000000  12.42307528
  1    1835   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1836  -0.00007684   0.00296195   0.00200000  -7.02465351
  1    1837  -0.00007302   0.00460170   0.00300000  -5.25938709
  1    1838  -0.00008030   0.00253798   0.00100000 -13.05177600
  1    1839  -0.00001917   0.00159188   0.00300000  -5.25938709
  1    1840  -0.00008346   0.00218597   0.00300000  -5.25938709
  1    1841   0.00002221   0.00070205   0.00100000 -13.05177600
  1    1842   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1843   0.00014154   0.00224089   0.00400000  -4.00564152
  1    1844  -0.00002783   0.00128816   0.00300000  -5.25938709
  1    1845   0.00043489   0.00814537   0.00300000  -5.25938709
  1    1846   0.00018694   0.00335110   0.00400000  -4.00564152
  1    1847  -0.00003852   0.00086099   0.00200000  -7.02465351
  1    1848  -0.00000785   0.00024803   0.00100000 -13.05177600
  1    1849  -0.00001962   0.00062001   0.00100000 -13.05177600
  1    1850   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1851  -0.00009965   0.00222381   0.00300000  -5.25938709
  1    1852   0.00004529   0.00087899   0.00300000  -5.25938709
  1    1853   0.00010373   0.00218795   0.00300000  -5.25938709
  1    1854  -0.00002221   0.00123993   0.00200000  -7.02465351
  1    1855  -0.00028601   0.00499550   0.00400000  -4.00564152
  1    1856  -0.00001766   0.00498877   0.00300000  -5.25938709
  1    1857  -0.00000540   0.00069149   0.00200000  -7.02465351
  1    1858  -0.00002772   0.00087609   0.00100000 -13.05177600
  1    1859  -0.00018478   0.00302348   0.00400000  -4.00564152
  1    1860  -0.00010548   0.00261817   0.00300000  -5.25938709
  1    1861   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1862   0.00086319   0.00682654   0.01700000   2.33530598
  1    1863   0.00043002   0.00596115   0.00800000  -0.97786491
  1    1864   0.00002355   0.00057182   0.00200000  -7.02465351
  1    1865  -0.00009650   0.00216002   0.00200000  -7.02465351
  1    1866   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1867  -0.00014709   0.00220203   0.00500000  -3.03217882
  1    1868  -0.00003889   0.00122915   0.00100000 -13.05177600
  1    1869  -0.00010257   0.00244856   0.00200000  -7.02465351
  1    1870  -0.00018702   0.00272551   0.00600000  -2.23599939
  1    1871  -0.00015980   0.00306228   0.00700000  -1.56216014
  1    1872  -0.00004600   0.00158158   0.00300000  -5.25938709
  1    1873  -0.00000039   0.00156865   0.00300000  -5.25938709
  1    1874  -0.00008875   0.00240141   0.00300000  -5.25938709
  1    1875  -0.00001243   0.00039295   0.00100000 -13.05177600
  1    1876   0.00003826   0.00120920   0.00100000 -13.05177600
  1    1877   0.00030717   0.00411949   0.00600000  -2.23599939
  1    1878   0.00010542   0.00300512   0.00300000  -5.25938709
  1    1879   0.00015593   0.00319949   0.00300000  -5.25938709
  1    1880   0.00006643   0.00153380   0.00200000  -7.02465351
  1    1881  -0.00007165   0.00155197   0.00300000  -5.25938709
  1    1882   0.00006324   0.00127337   0.00300000  -5.25938709
  1    1883   0.00015892   0.00288356   0.00400000  -4.00564152
  1    1884   0.00006777   0.00338273   0.00300000  -5.25938709
  1    1885  -0.00000782   0.00024725   0.00100000 -13.05177600
  1    1886  -0.00002362   0.00139822   0.00500000  -3.03217882
  1    1887   0.00009934   0.00223720   0.00200000  -7.02465351
  1    1888  -0.00009231   0.00265426   0.00300000  -5.25938709
  1    1889   0.00078570   0.00876183   0.00900000  -0.46195950
  1    1890  -0.00010554   0.00214679   0.00300000  -5.25938709
  1    1891  -0.00025596   0.00486515   0.00500000  -3.03217882
  1    1892  -0.00014341   0.00453284   0.00100000 -13.05177600
  1    1893  -0.00002254   0.00071245   0.00100000 -13.05177600
  1    1894   0.00117662   0.01090991   0.01400000   1.47886315
  1    1895   0.00005183   0.00117059   0.00200000  -7.02465351
  1    1896   0.00028173   0.00370879   0.00800000  -0.97786491
  1    1897   0.00010231   0.00253833   0.00400000  -4.00564152
  1    1898  -0.00000939   0.00029686   0.00100000 -13.05177600
  1    1899  -0.00145676   0.01214728   0.01600000   2.06760079
  1    1900   0.00049353   0.01014811   0.00800000  -0.97786491
  1    1901  -0.00075484   0.00844089   0.01100000   0.41831588
  1    1902   0.00178706   0.01758426   0.01500000   1.78290223
  1    1903   0.00148847   0.01036322   0.02300000   3.67468467
  1    1904  -0.00028032   0.00458719   0.00500000  -3.03217882
  1    1905   0.00000618   0.00019518   0.00100000 -13.05177600
  1    1906  -0.00003415   0.00107922   0.00100000 -13.05177600
  1    1907  -0.00010615   0.00238229   0.00200000  -7.02465351
  1    1908   0.00028242   0.00382066   0.00600000  -2.23599939
  1    1909  -0.00008409   0.00420172   0.00500000  -3.03217882
  1    1910  -0.00039135   0.00555866   0.00600000  -2.23599939
  1    1911   0.00073438   0.00734214   0.01400000   1.47886315
  1    1912   0.00004679   0.00108415   0.00200000  -7.02465351
  1    1913  -0.00004203   0.00098550   0.00300000  -5.25938709
  1    1914   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1915   0.00012946   0.00243844   0.00300000  -5.25938709
  1    1916  -0.00001225   0.00038724   0.00100000 -13.05177600
  1    1917   0.00057193   0.00862440   0.00900000  -0.46195950
  1    1918   0.00073804   0.00673290   0.01500000   1.78290223
  1    1919  -0.00604853   0.02140676   0.08300000   9.52343951
  1    1920   0.00001901   0.00060096   0.00100000 -13.05177600
  1    1921  -0.00012364   0.00383583   0.00400000  -4.00564152
  1    1922   0.00002976   0.00094075   0.00100000 -13.05177600
  1    1923   0.00008433   0.00382775   0.00300000  -5.25938709
  1    1924  -0.00006158   0.00194627   0.00100000 -13.05177600
  1    1925   0.00004776   0.00114364   0.00200000  -7.02465351
  1    1926  -0.00006389   0.00118936   0.00500000  -3.03217882
  1    1927  -0.00000693   0.00021908   0.00100000 -13.05177600
  1    1928  -0.00068214   0.00694324   0.01100000   0.41831588
  1    1929   0.00001517   0.00043390   0.00200000  -7.02465351
  1    1930   0.00003222   0.00265207   0.00300000  -5.25938709
  1    1931   0.00001774   0.00042608   0.00200000  -7.02465351
  1    1932  -0.00017797   0.00468752   0.00300000  -5.25938709
  1    1933   0.00001509   0.00055158   0.00200000  -7.02465351
  1    1934   0.00008973   0.00342693   0.00400000  -4.00564152
  1    1935   0.00024453   0.00435934   0.00500000  -3.03217882
  1    1936  -0.00002215   0.00070024   0.00100000 -13.05177600
  1    1937   0.00001085   0.00034307   0.00100000 -13.05177600
  1    1938   0.00005181   0.00135218   0.00200000  -7.02465351
  1    1939   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1940  -0.00001241   0.00540145   0.00300000  -5.25938709
  1    1941   0.00001059   0.00033457   0.00100000 -13.05177600
  1    1942   0.00004072   0.00093228   0.00200000  -7.02465351
  1    1943   0.00011873   0.00495350   0.00400000  -4.00564152
  1    1944   0.00001416   0.00044767   0.00100000 -13.05177600
  1    1945  -0.00011894   0.00279012   0.00200000  -7.02465351
  1    1946   0.00017434   0.00654006   0.00500000  -3.03217882
  1    1947  -0.00031608   0.00697079   0.00300000  -5.25938709
  1    1948   0.00010707   0.00342187   0.00400000  -4.00564152
  1    1949  -0.00017677   0.00419442   0.00200000  -7.02465351
  1    1950  -0.00036150   0.00452366   0.01000000   0.00000000
  1    1951  -0.00012181   0.00396420   0.00600000  -2.23599939
  1    1952   0.00094851   0.01126960   0.01400000   1.47886315
  1    1953   0.00008530   0.00139721   0.00400000  -4.00564152
  1    1954  -0.00006178   0.00204769   0.00200000  -7.02465351
  1    1955  -0.00005460   0.00241192   0.00400000  -4.00564152
  1    1956  -0.00000021   0.00000676   0.00100000 -13.05177600
  1    1957   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1958  -0.00008533   0.00230146   0.00400000  -4.00564152
  1    1959   0.00145908   0.01159857   0.01700000   2.33530598
  1    1960   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1961   0.00000222   0.00005773   0.00200000  -7.02465351
  1    1962   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1963   0.00008976   0.00185215   0.00300000  -5.25938709
  1    1964   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1965  -0.00008779   0.00361235   0.00400000  -4.00564152
  1    1966  -0.00023072   0.00535003   0.00400000  -4.00564152
  1    1967   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1968  -0.01007338   0.04244601   0.06200000   8.15824046
  1    1969  -0.00002304   0.00051491   0.00200000  -7.02465351
  1    1970   0.00021366   0.00425758   0.00400000  -4.00564152
  1    1971  -0.00064868   0.00679496   0.01000000   0.00000000
  1    1972  -0.00008872   0.00589348   0.00200000  -7.02465351
  1    1973  -0.00008088   0.00229491   0.00200000  -7.02465351
  1    1974  -0.00001517   0.00061084   0.00200000  -7.02465351
  1    1975   0.00024611   0.00579815   0.00500000  -3.03217882
  1    1976  -0.00001736   0.00054865   0.00100000 -13.05177600
  1    1977  -0.00244751   0.01755514   0.02500000   4.04570588
  1    1978  -0.00008173   0.00153377   0.00400000  -4.00564152
  1    1979   0.05079773   0.07712022   0.34000000  17.07570176
  1    1980   0.00224983   0.01156692   0.04200000   6.37518976
  1    1981   0.00106989   0.01119054   0.01100000   0.41831588
  1    1982  -0.00025206   0.00986734   0.00500000  -3.03217882
  1    1983   0.00001440   0.00045527   0.00100000 -13.05177600
  1    1984  -0.00004938   0.00156071   0.00100000 -13.05177600
  1    1985   0.02714621   0.05554945   0.22000000  14.45963273
  1    1986   0.00000202   0.00283766   0.00300000  -5.25938709
  1    1987   0.00000000   0.00000000   0.00000000 -13.05177600
  1    1988  -0.00000111   0.00003503   0.00100000 -13.05177600
  1    1989  -0.00045058   0.00605188   0.00700000  -1.56216014
  1    1990   0.00022597   0.00275869   0.00900000  -0.46195950
  1    1991  -0.00020355   0.00416579   0.00400000  -4.00564152
  1    1992  -0.00001391   0.00043976   0.00100000 -13.05177600
  1    1993   0.00015277   0.00259969   0.00400000  -4.00564152
  1    1994   0.00005281   0.00328399   0.00300000  -5.25938709
  1    1995   0.00001813   0.00059262   0.00200000  -7.02465351
  1    1996   0.00002964   0.00250030   0.00200000  -7.02465351
  1    1997  -0.00001001   0.00031532   0.00200000  -7.02465351
  1    1998   0.00024952   0.00264502   0.01100000   0.41831588
  1    1999   0.00010115   0.00236833   0.00200000  -7.02465351
  1    2000   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2001  -0.00005968   0.00181502   0.00300000  -5.25938709
  1    2002   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2003   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2004   0.00001081   0.00034182   0.00100000 -13.05177600
  1    2005   0.00047140   0.00819769   0.00700000  -1.56216014
  1    2006  -0.00082161   0.01186532   0.00500000  -3.03217882
  1    2007  -0.00043057   0.00692257   0.00400000  -4.00564152
  1    2008  -0.00000399   0.00358810   0.00600000  -2.23599939
  1    2009   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2010  -0.00002428   0.00076737   0.00100000 -13.05177600
  1    2011   0.00016073   0.00262765   0.00400000  -4.00564152
  1    2012   0.00002714   0.00085772   0.00100000 -13.05177600
  1    2013   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2014   0.00049170   0.01015732   0.00700000  -1.56216014
  1    2015  -0.00002390   0.00075531   0.00100000 -13.05177600
  1    2016   0.00000460   0.00097751   0.00200000  -7.02465351
  1    2017   0.00023541   0.00508297   0.00600000  -2.23599939
  1    2018  -0.00001240   0.00027045   0.00300000  -5.25938709
  1    2019   0.00047656   0.00893402   0.00700000  -1.56216014
  1    2020  -0.00004054   0.00090890   0.00200000  -7.02465351
  1    2021   0.00000919   0.00215443   0.00300000  -5.25938709
  1    2022   0.00000987   0.00031187   0.00100000 -13.05177600
  1    2023  -0.00120133   0.01401599   0.01000000   0.00000000
  1    2024  -0.00003703   0.00086978   0.00200000  -7.02465351
  1    2025  -0.00032561   0.00453788   0.00600000  -2.23599939
  1    2026  -0.00002572   0.00081305   0.00100000 -13.05177600
  1    2027   0.00012222   0.00195548   0.00400000  -4.00564152
  1    2028   0.00065304   0.00548635   0.01600000   2.06760079
  1    2029  -0.00017542   0.00465603   0.00500000  -3.03217882
  1    2030  -0.00006400   0.00202298   0.00100000 -13.05177600
  1    2031  -0.00039541   0.00476406   0.00700000  -1.56216014
  1    2032   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2033   0.00279911   0.01611355   0.03600000   5.67860661
  1    2034   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2035  -0.00018910   0.00463338   0.00200000  -7.02465351
  1    2036  -0.00007255   0.00311474   0.00300000  -5.25938709
  1    2037   0.00015804   0.00371775   0.00500000  -3.03217882
  1    2038   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2039   0.00008176   0.00223026   0.00200000  -7.02465351
  1    2040  -0.00004876   0.00154118   0.00100000 -13.05177600
  1    2041   0.00005378   0.00509607   0.00700000  -1.56216014
  1    2042   0.00012603   0.00626453   0.00800000  -0.97786491
  1    2043  -0.00022184   0.00393359   0.00500000  -3.03217882
  1    2044   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2045  -0.00004914   0.00160336   0.00300000  -5.25938709
  1    2046   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2047  -0.00001744   0.00055126   0.00100000 -13.05177600
  1    2048  -0.00005350   0.00087667   0.00600000  -2.23599939
  1    2049   0.00001820   0.00057535   0.00100000 -13.05177600
  1    2050  -0.00006821   0.00209482   0.00200000  -7.02465351
  1    2051  -0.00003447   0.00077021   0.00200000  -7.02465351
  1    2052   0.00007851   0.00249328   0.00200000  -7.02465351
  1    2053   0.00049371   0.00502057   0.01200000   0.80059496
  1    2054  -0.00002861   0.00132521   0.00400000  -4.00564152
  1    2055   0.00005314   0.00163090   0.00200000  -7.02465351
  1    2056   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2057  -0.00002636   0.00204016   0.00400000  -4.00564152
  1    2058  -0.00055051   0.01030082   0.00800000  -0.97786491
  1    2059  -0.00000360   0.00133599   0.00500000  -3.03217882
  1    2060  -0.00011632   0.00275900   0.00200000  -7.02465351
  1    2061   0.00000667   0.00021066   0.00100000 -13.05177600
  1    2062  -0.00092277   0.00732972   0.01800000   2.58796212
  1    2063   0.00005028   0.00088624   0.00400000  -4.00564152
  1    2064   0.00000859   0.00076982   0.00200000  -7.02465351
  1    2065   0.00021746   0.00278102   0.00800000  -0.97786491
  1    2066   0.00018068   0.00259012   0.00600000  -2.23599939
  1    2067  -0.00008944   0.00529720   0.00400000  -4.00564152
  1    2068   0.00197625   0.01339895   0.02400000   3.86396619
  1    2069   0.00074132   0.01042972   0.00600000  -2.23599939
  1    2070   0.00003416   0.00107955   0.00100000 -13.05177600
  1    2071   0.00030734   0.00433741   0.00600000  -2.23599939
  1    2072   0.00016594   0.00371218   0.00200000  -7.02465351
  1    2073   0.00007266   0.00229642   0.00100000 -13.05177600
  1    2074   0.00020442   0.00378981   0.00500000  -3.03217882
  1    2075   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2076  -0.00127689   0.00792054   0.02800000   4.55126961
  1    2077   0.00026478   0.00445595   0.00500000  -3.03217882
  1    2078   0.00016516   0.00286105   0.00400000  -4.00564152
  1    2079  -0.00052022   0.00702161   0.00700000  -1.56216014
  1    2080  -0.00002269   0.00283572   0.00300000  -5.25938709
  1    2081  -0.00065929   0.00806065   0.01000000   0.00000000
  1    2082  -0.00010109   0.00203345   0.00500000  -3.03217882
  1    2083  -0.00069207   0.00590187   0.01500000   1.78290223
  1    2084   0.00255978   0.01423630   0.03700000   5.80210632
  1    2085  -0.00017531   0.00358628   0.00400000  -4.00564152
  1    2086   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2087  -0.00021497   0.00401699   0.00700000  -1.56216014
  1    2088   0.00002273   0.00085577   0.00300000  -5.25938709
  1    2089   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2090   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2091  -0.00009249   0.00598122   0.00600000  -2.23599939
  1    2092   0.00026586   0.00487364   0.00300000  -5.25938709
  1    2093  -0.00024043   0.00378672   0.00500000  -3.03217882
  1    2094   0.00005047   0.00159515   0.00100000 -13.05177600
  1    2095  -0.00004720   0.00161837   0.00300000  -5.25938709
  1    2096   0.00085069   0.00763081   0.01500000   1.78290223
  1    2097  -0.00000743   0.00199840   0.00400000  -4.00564152
  1    2098  -0.00027980   0.00470653   0.00400000  -4.00564152
  1    2099  -0.00075969   0.00680109   0.01400000   1.47886315
  1    2100   0.00061133   0.00636749   0.01000000   0.00000000
  1    2101  -0.00004964   0.00156907   0.00100000 -13.05177600
  1    2102   0.00020495   0.00354811   0.00600000  -2.23599939
  1    2103  -0.00002753   0.00087026   0.00100000 -13.05177600
  1    2104  -0.00001841   0.00058175   0.00100000 -13.05177600
  1    2105  -0.00001367   0.00043201   0.00100000 -13.05177600
  1    2106  -0.00011690   0.00281205   0.00200000  -7.02465351
  1    2107   0.00005267   0.00744404   0.00600000  -2.23599939
  1    2108   0.00020835   0.00380648   0.00300000  -5.25938709
  1    2109   0.00003233   0.00102180   0.00100000 -13.05177600
  1    2110  -0.00002885   0.00054968   0.00300000  -5.25938709
  1    2111   0.00002386   0.00267124   0.00400000  -4.00564152
  1    2112  -0.00010404   0.00392628   0.00600000  -2.23599939
  1    2113  -0.00000263   0.00196298   0.00200000  -7.02465351
  1    2114   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2115   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2116   0.00015597   0.00387377   0.00200000  -7.02465351
  1    2117  -0.00005844   0.00184707   0.00100000 -13.05177600
  1    2118   0.00004156   0.00179268   0.00200000  -7.02465351
  1    2119   0.00007379   0.00154559   0.00300000  -5.25938709
  1    2120   0.00014223   0.00312660   0.00500000  -3.03217882
  1    2121   0.00052702   0.00761690   0.00700000  -1.56216014
  1    2122  -0.00013625   0.00294841   0.00500000  -3.03217882
  1    2123   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2124   0.00019053   0.00420651   0.00600000  -2.23599939
  1    2125  -0.00006639   0.00209827   0.00100000 -13.05177600
  1    2126  -0.00005306   0.00167717   0.00100000 -13.05177600
  1    2127  -0.00061249   0.00861064   0.00600000  -2.23599939
  1    2128  -0.00072487   0.00917591   0.00700000  -1.56216014
  1    2129  -0.00000048   0.00001525   0.00100000 -13.05177600
  1    2130   0.00003227   0.00074463   0.00200000  -7.02465351
  1    2131   0.00048242   0.00574843   0.01000000   0.00000000
  1    2132   0.00002536   0.00059314   0.00200000  -7.02465351
  1    2133  -0.00005333   0.00123678   0.00200000  -7.02465351
  1    2134  -0.00000966   0.00030548   0.00100000 -13.05177600
  1    2135  -0.00046387   0.00752322   0.00600000  -2.23599939
  1    2136   0.00000556   0.00037397   0.00200000  -7.02465351
  1    2137  -0.00009417   0.00176452   0.00300000  -5.25938709
  1    2138  -0.00004482   0.00125066   0.00200000  -7.02465351
  1    2139   0.00001548   0.00034690   0.00200000  -7.02465351
  1    2140   0.00005687   0.00505574   0.00400000  -4.00564152
  1    2141   0.00002344   0.00074095   0.00100000 -13.05177600
  1    2142   0.00009035   0.00225898   0.00200000  -7.02465351
  1    2143   0.00107389   0.00787338   0.02000000   3.05439115
  1    2144   0.00034481   0.00569314   0.00600000  -2.23599939
  1    2145  -0.00003191   0.00150897   0.00400000  -4.00564152
  1    2146   0.00027197   0.00451910   0.00400000  -4.00564152
  1    2147  -0.00003403   0.00115863   0.00300000  -5.25938709
  1    2148   0.00003725   0.00085828   0.00200000  -7.02465351
  1    2149   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2150   0.00013644   0.00263645   0.00400000  -4.00564152
  1    2151  -0.00016407   0.00258698   0.00500000  -3.03217882
  1    2152   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2153   0.00001991   0.00240833   0.00200000  -7.02465351
  1    2154  -0.00011972   0.00362105   0.00500000  -3.03217882
  1    2155  -0.00018493   0.00403168   0.00300000  -5.25938709
  1    2156   0.00000965   0.00030516   0.00100000 -13.05177600
  1    2157   0.00007440   0.00167015   0.00200000  -7.02465351
  1    2158  -0.00006342   0.00141860   0.00200000  -7.02465351
  1    2159   0.00014364   0.00269763   0.00300000  -5.25938709
  1    2160   0.00002834   0.00089588   0.00100000 -13.05177600
  1    2161   0.00011373   0.00215993   0.00300000  -5.25938709
  1    2162   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2163  -0.00003685   0.00116471   0.00100000 -13.05177600
  1    2164  -0.00009470   0.00441919   0.00200000  -7.02465351
  1    2165  -0.00007010   0.00208981   0.00200000  -7.02465351
  1    2166   0.00000418   0.00013204   0.00100000 -13.05177600
  1    2167   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2168  -0.00002624   0.00072509   0.00200000  -7.02465351
  1    2169  -0.00033947   0.00675141   0.00700000  -1.56216014
  1    2170  -0.00005818   0.00116474   0.00300000  -5.25938709
  1    2171  -0.00009171   0.00211120   0.00300000  -5.25938709
  1    2172   0.00000987   0.00031182   0.00100000 -13.05177600
  1    2173  -0.00005562   0.00175801   0.00100000 -13.05177600
  1    2174   0.00005562   0.00137013   0.00200000  -7.02465351
  1    2175   0.00118423   0.01007484   0.01600000   2.06760079
  1    2176  -0.00031947   0.00427303   0.00900000  -0.46195950
  1    2177  -0.00000966   0.00030535   0.00100000 -13.05177600
  1    2178   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2179   0.00000000   0.00000000   0.00000000 -13.05177600
  1    2180  -0.00006935   0.00201787   0.00500000  -3.03217882
  1    2181   0.00003815   0.00085693   0.00200000  -7.02465351
  1    2182   0.00007953   0.00251383   0.00100000 -13.05177600
  1    2183   0.00948517   0.03051754   0.09800000  10.31654733
  1    2184   0.00067789   0.00638617   0.01300000   1.15261394
  1    2185  -0.00004592   0.00125332   0.00200000  -7.02465351
  1    2186  -0.00033319   0.00359156   0.00900000  -0.46195950
